 i       X     FEXACT   FI_LAXF   ERR_LAXF
  83   0.20802   0.96541   0.95286   0.01255
  84   0.21053   0.96940   0.95695   0.01245
  85   0.21303   0.97315   0.96080   0.01234
  86   0.21554   0.97665   0.96441   0.01223
  87   0.21805   0.97991   0.96779   0.01212
  88   0.22055   0.98293   0.97092   0.01201
  89   0.22306   0.98571   0.97381   0.01189
  90   0.22556   0.98824   0.97646   0.01177
  91   0.22807   0.99052   0.97887   0.01165
  92   0.23058   0.99256   0.98104   0.01152
  93   0.23308   0.99436   0.98296   0.01139
  94   0.23559   0.99590   0.98464   0.01126
  95   0.23810   0.99720   0.98608   0.01113
  96   0.24060   0.99826   0.98727   0.01099
  97   0.24311   0.99906   0.98821   0.01085
  98   0.24561   0.99962   0.98891   0.01071
  99   0.24812   0.99993   0.98937   0.01056
 100   0.25063   0.99999   0.98958   0.01041
 101   0.25313   0.99981   0.98954   0.01026
 102   0.25564   0.99937   0.98926   0.01011
 103   0.25815   0.99869   0.98874   0.00995
 104   0.26065   0.99776   0.98797   0.00980
 105   0.26316   0.99658   0.98695   0.00963
 106   0.26566   0.99516   0.98569   0.00947
 107   0.26817   0.99349   0.98418   0.00931
 108   0.27068   0.99157   0.98243   0.00914
 109   0.27318   0.98941   0.98044   0.00897
 110   0.27569   0.98700   0.97821   0.00880
 111   0.27820   0.98435   0.97573   0.00862
 112   0.28070   0.98145   0.97301   0.00845
 113   0.28321   0.97831   0.97004   0.00827
 114   0.28571   0.97493   0.96684   0.00809
 115   0.28822   0.97130   0.96340   0.00790
 116   0.29073   0.96744   0.95972   0.00772
 117   0.29323   0.96333   0.95580   0.00753
 118   0.29574   0.95899   0.95164   0.00734
 119   0.29825   0.95441   0.94725   0.00715
 120   0.30075   0.94959   0.94262   0.00696
 121   0.30326   0.94453   0.93776   0.00677
 122   0.30576   0.93924   0.93267   0.00657
 123   0.30827   0.93372   0.92735   0.00638
 124   0.31078   0.92797   0.92179   0.00618
 125   0.31328   0.92199   0.91601   0.00598
 126   0.31579   0.91577   0.91000   0.00578
 127   0.31830   0.90933   0.90376   0.00557
 128   0.32080   0.90267   0.89730   0.00537
 129   0.32331   0.89578   0.89062   0.00516
 130   0.32581   0.88867   0.88372   0.00496
 131   0.32832   0.88134   0.87659   0.00475
 132   0.33083   0.87379   0.86925   0.00454
 133   0.33333   0.86603   0.86170   0.00433
 134   0.33584   0.85804   0.85393   0.00411
 135   0.33835   0.84985   0.84595   0.00390
 136   0.34085   0.84145   0.83776   0.00369
 137   0.34336   0.83283   0.82936   0.00347
 138   0.34586   0.82401   0.82076   0.00326
 139   0.34837   0.81499   0.81195   0.00304
 140   0.35088   0.80577   0.80294   0.00283
 141   0.35338   0.79634   0.79373   0.00261
 142   0.35589   0.78672   0.78433   0.00239
 143   0.35840   0.77690   0.77473   0.00217
 144   0.36090   0.76689   0.76494   0.00195
 145   0.36341   0.75669   0.75496   0.00173
 146   0.36591   0.74630   0.74479   0.00151
 147   0.36842   0.73572   0.73443   0.00129
 148   0.37093   0.72497   0.72390   0.00107
 149   0.37343   0.71403   0.71318   0.00085
 150   0.37594   0.70292   0.70229   0.00063
 151   0.37845   0.69163   0.69123   0.00040
 152   0.38095   0.68017   0.67999   0.00018
 153   0.38346   0.66855   0.66858   0.00004
 154   0.38596   0.65675   0.65701   0.00026
 155   0.38847   0.64480   0.64528   0.00048
 156   0.39098   0.63268   0.63338   0.00070
 157   0.39348   0.62041   0.62133   0.00093
 158   0.39599   0.60798   0.60913   0.00115
 159   0.39850   0.59540   0.59677   0.00137
 160   0.40100   0.58268   0.58427   0.00159
 161   0.40351   0.56981   0.57162   0.00181
 162   0.40602   0.55680   0.55883   0.00203
 163   0.40852   0.54365   0.54590   0.00225
 164   0.41103   0.53036   0.53283   0.00247
 165   0.41353   0.51695   0.51963   0.00268
 166   0.41604   0.50341   0.50631   0.00290
 167   0.41855   0.48974   0.49286   0.00312
 168   0.42105   0.47595   0.47928   0.00334
 169   0.42356   0.46204   0.46559   0.00355
 170   0.42607   0.44802   0.45178   0.00376
 171   0.42857   0.43388   0.43786   0.00398
 172   0.43108   0.41964   0.42383   0.00419
 173   0.43358   0.40530   0.40970   0.00440
 174   0.43609   0.39085   0.39546   0.00461
 175   0.43860   0.37631   0.38113   0.00482
 176   0.44110   0.36167   0.36670   0.00503
 177   0.44361   0.34695   0.35218   0.00523
 178   0.44612   0.33214   0.33758   0.00544
 179   0.44862   0.31724   0.32289   0.00564
 180   0.45113   0.30227   0.30812   0.00585
 181   0.45363   0.28722   0.29327   0.00605
 182   0.45614   0.27210   0.27835   0.00625
 183   0.45865   0.25692   0.26336   0.00645
 184   0.46115   0.24167   0.24831   0.00664
 185   0.46366   0.22636   0.23319   0.00684
 186   0.46617   0.21099   0.21802   0.00703
 187   0.46867   0.19557   0.20279   0.00722
 188   0.47118   0.18011   0.18752   0.00741
 189   0.47368   0.16459   0.17219   0.00760
 190   0.47619   0.14904   0.15683   0.00778
 191   0.47870   0.13345   0.14142   0.00797
 192   0.48120   0.11783   0.12598   0.00815
 193   0.48371   0.10218   0.11051   0.00833
 194   0.48622   0.08650   0.09501   0.00851
 195   0.48872   0.07080   0.07949   0.00868
 196   0.49123   0.05509   0.06395   0.00886
 197   0.49373   0.03936   0.04839   0.00903
 198   0.49624   0.02362   0.03282   0.00920
 199   0.49875   0.00787   0.01724   0.00936
 200   0.50125  -0.00787   0.00166   0.00953
 201   0.50376  -0.02362  -0.01393   0.00969
 202   0.50627  -0.03936  -0.02951   0.00985
 203   0.50877  -0.05509  -0.04508   0.01001
 204   0.51128  -0.07080  -0.06064   0.01016
 205   0.51378  -0.08650  -0.07619   0.01032
 206   0.51629  -0.10218  -0.09171   0.01047
 207   0.51880  -0.11783  -0.10722   0.01061
 208   0.52130  -0.13345  -0.12270   0.01076
 209   0.52381  -0.14904  -0.13814   0.01090
 210   0.52632  -0.16459  -0.15356   0.01104
 211   0.52882  -0.18011  -0.16893   0.01118
 212   0.53133  -0.19557  -0.18426   0.01131
 213   0.53383  -0.21099  -0.19955   0.01144
 214   0.53634  -0.22636  -0.21479   0.01157
 215   0.53885  -0.24167  -0.22997   0.01169
 216   0.54135  -0.25692  -0.24510   0.01182
 217   0.54386  -0.27210  -0.26017   0.01193
 218   0.54637  -0.28722  -0.27517   0.01205
 219   0.54887  -0.30227  -0.29011   0.01216
 220   0.55138  -0.31724  -0.30497   0.01227
 221   0.55388  -0.33214  -0.31975   0.01238
 222   0.55639  -0.34695  -0.33446   0.01249
 223   0.55890  -0.36167  -0.34909   0.01259
 224   0.56140  -0.37631  -0.36362   0.01269
 225   0.56391  -0.39085  -0.37807   0.01278
 226   0.56642  -0.40530  -0.39243   0.01287
 227   0.56892  -0.41964  -0.40668   0.01296
 228   0.57143  -0.43388  -0.42084   0.01305
 229   0.57393  -0.44802  -0.43489   0.01313
 230   0.57644  -0.46204  -0.44883   0.01321
 231   0.57895  -0.47595  -0.46267   0.01328
 232   0.58145  -0.48974  -0.47638   0.01335
 233   0.58396  -0.50341  -0.48998   0.01342
 234   0.58647  -0.51695  -0.50346   0.01349
 235   0.58897  -0.53036  -0.51681   0.01355
 236   0.59148  -0.54365  -0.53004   0.01361
 237   0.59398  -0.55680  -0.54313   0.01367
 238   0.59649  -0.56981  -0.55609   0.01372
 239   0.59900  -0.58268  -0.56891   0.01377
 240   0.60150  -0.59540  -0.58159   0.01381
 241   0.60401  -0.60798  -0.59413   0.01385
 242   0.60652  -0.62041  -0.60652   0.01389
 243   0.60902  -0.63268  -0.61875   0.01393
 244   0.61153  -0.64480  -0.63084   0.01396
 245   0.61404  -0.65675  -0.64277   0.01399
 246   0.61654  -0.66855  -0.65453   0.01401
 247   0.61905  -0.68017  -0.66614   0.01403
 248   0.62155  -0.69163  -0.67758   0.01405
 249   0.62406  -0.70292  -0.68885   0.01406
 250   0.62657  -0.71403  -0.69996   0.01407
 251   0.62907  -0.72497  -0.71089   0.01408
 252   0.63158  -0.73572  -0.72164   0.01409
 253   0.63409  -0.74630  -0.73221   0.01409
 254   0.63659  -0.75669  -0.74260   0.01408
 255   0.63910  -0.76689  -0.75281   0.01408
 256   0.64160  -0.77690  -0.76283   0.01407
 257   0.64411  -0.78672  -0.77266   0.01405
 258   0.64662  -0.79634  -0.78230   0.01403
 259   0.64912  -0.80576  -0.79175   0.01401
 260   0.65163  -0.81499  -0.80100   0.01399
 261   0.65414  -0.82401  -0.81005   0.01396
 262   0.65664  -0.83283  -0.81890   0.01393
 263   0.65915  -0.84145  -0.82755   0.01390
 264   0.66165  -0.84985  -0.83599   0.01386
 265   0.66416  -0.85804  -0.84423   0.01382
 266   0.66667  -0.86603  -0.85225   0.01377
 267   0.66917  -0.87379  -0.86007   0.01372
 268   0.67168  -0.88134  -0.86767   0.01367
 269   0.67419  -0.88867  -0.87505   0.01362
 270   0.67669  -0.89578  -0.88222   0.01356
 271   0.67920  -0.90267  -0.88917   0.01350
 272   0.68170  -0.90933  -0.89590   0.01343
 273   0.68421  -0.91577  -0.90241   0.01336
 274   0.68672  -0.92199  -0.90869   0.01329
 275   0.68922  -0.92797  -0.91475   0.01322
 276   0.69173  -0.93372  -0.92058   0.01314
 277   0.69424  -0.93924  -0.92619   0.01306
 278   0.69674  -0.94453  -0.93156   0.01297
 279   0.69925  -0.94959  -0.93670   0.01288
 280   0.70175  -0.95441  -0.94161   0.01279
 281   0.70426  -0.95899  -0.94629   0.01270
 282   0.70677  -0.96333  -0.95073   0.01260
 283   0.70927  -0.96744  -0.95494   0.01250
 284   0.71178  -0.97130  -0.95891   0.01240
 285   0.71429  -0.97493  -0.96264   0.01229
 286   0.71679  -0.97831  -0.96613   0.01218
 287   0.71930  -0.98145  -0.96939   0.01207
 288   0.72180  -0.98435  -0.97240   0.01195
 289   0.72431  -0.98700  -0.97517   0.01183
 290   0.72682  -0.98941  -0.97770   0.01171
 291   0.72932  -0.99157  -0.97999   0.01158
 292   0.73183  -0.99349  -0.98203   0.01146
 293   0.73434  -0.99516  -0.98383   0.01133
 294   0.73684  -0.99658  -0.98539   0.01119
 295   0.73935  -0.99776  -0.98670   0.01106
 296   0.74185  -0.99869  -0.98777   0.01092
 297   0.74436  -0.99937  -0.98859   0.01078
 298   0.74687  -0.99981  -0.98917   0.01063
 299   0.74937  -0.99999  -0.98951   0.01049
 300   0.75188  -0.99993  -0.98959   0.01034
 301   0.75439  -0.99962  -0.98943   0.01019
 302   0.75689  -0.99906  -0.98903   0.01003
 303   0.75940  -0.99826  -0.98838   0.00987
 304   0.76190  -0.99720  -0.98749   0.00971
 305   0.76441  -0.99590  -0.98635   0.00955
 306   0.76692  -0.99436  -0.98497   0.00939
 307   0.76942  -0.99256  -0.98334   0.00922
 308   0.77193  -0.99052  -0.98147   0.00905
 309   0.77444  -0.98824  -0.97935   0.00888
 310   0.77694  -0.98571  -0.97700   0.00871
 311   0.77945  -0.98293  -0.97440   0.00853
 312   0.78195  -0.97991  -0.97156   0.00836
 313   0.78446  -0.97665  -0.96847   0.00818
 314   0.78697  -0.97315  -0.96515   0.00800
 315   0.78947  -0.96940  -0.96159   0.00781
 316   0.79198  -0.96541  -0.95779   0.00763
 317   0.79449  -0.96119  -0.95375   0.00744
 318   0.79699  -0.95673  -0.94948   0.00725
 319   0.79950  -0.95203  -0.94497   0.00706
 320   0.80200  -0.94709  -0.94022   0.00687
 321   0.80451  -0.94192  -0.93525   0.00667
 322   0.80702  -0.93651  -0.93004   0.00647
 323   0.80952  -0.93087  -0.92460   0.00628
 324   0.81203  -0.92501  -0.91893   0.00608
 325   0.81454  -0.91891  -0.91303   0.00588
 326   0.81704  -0.91258  -0.90691   0.00567
 327   0.81955  -0.90603  -0.90056   0.00547
 328   0.82206  -0.89925  -0.89399   0.00527
 329   0.82456  -0.89225  -0.88720   0.00506
 330   0.82707  -0.88503  -0.88018   0.00485
 331   0.82957  -0.87759  -0.87295   0.00464
 332   0.83208  -0.86994  -0.86550   0.00443
 333   0.83459  -0.86206  -0.85784   0.00422
 334   0.83709  -0.85397  -0.84997   0.00401
 335   0.83960  -0.84568  -0.84188   0.00380
 336   0.84211  -0.83717  -0.83358   0.00358
 337   0.84461  -0.82845  -0.82508   0.00337
 338   0.84712  -0.81953  -0.81638   0.00315
 339   0.84962  -0.81040  -0.80747   0.00293
 340   0.85213  -0.80108  -0.79836   0.00272
 341   0.85464  -0.79155  -0.78905   0.00250
 342   0.85714  -0.78183  -0.77955   0.00228
 343   0.85965  -0.77192  -0.76986   0.00206
 344   0.86216  -0.76181  -0.75997   0.00184
 345   0.86466  -0.75152  -0.74989   0.00162
 346   0.86717  -0.74103  -0.73963   0.00140
 347   0.86967  -0.73037  -0.72919   0.00118
 348   0.87218  -0.71952  -0.71856   0.00096
 349   0.87469  -0.70850  -0.70776   0.00074
 350   0.87719  -0.69730  -0.69678   0.00052
 351   0.87970  -0.68592  -0.68563   0.00029
 352   0.88221  -0.67438  -0.67431   0.00007
 353   0.88471  -0.66267  -0.66282   0.00015
 354   0.88722  -0.65079  -0.65117   0.00037
 355   0.88972  -0.63876  -0.63935   0.00059
 356   0.89223  -0.62656  -0.62738   0.00082
 357   0.89474  -0.61421  -0.61525   0.00104
 358   0.89724  -0.60171  -0.60297   0.00126
 359   0.89975  -0.58906  -0.59054   0.00148
 360   0.90226  -0.57626  -0.57796   0.00170
 361   0.90476  -0.56332  -0.56524   0.00192
 362   0.90727  -0.55024  -0.55238   0.00214
 363   0.90977  -0.53702  -0.53938   0.00236
 364   0.91228  -0.52367  -0.52625   0.00258
 365   0.91479  -0.51019  -0.51299   0.00279
 366   0.91729  -0.49659  -0.49960   0.00301
 367   0.91980  -0.48286  -0.48608   0.00323
 368   0.92231  -0.46901  -0.47245   0.00344
 369   0.92481  -0.45504  -0.45870   0.00366
 370   0.92732  -0.44096  -0.44484   0.00387
 371   0.92982  -0.42678  -0.43086   0.00408
 372   0.93233  -0.41248  -0.41678   0.00430
 373   0.93484  -0.39809  -0.40259   0.00451
 374   0.93734  -0.38359  -0.38831   0.00472
 375   0.93985  -0.36900  -0.37393   0.00492
 376   0.94236  -0.35432  -0.35945   0.00513
 377   0.94486  -0.33955  -0.34489   0.00534
 378   0.94737  -0.32470  -0.33024   0.00554
 379   0.94987  -0.30977  -0.31551   0.00575
 380   0.95238  -0.29476  -0.30070   0.00595
 381   0.95489  -0.27967  -0.28582   0.00615
 382   0.95739  -0.26452  -0.27087   0.00635
 383   0.95990  -0.24930  -0.25584   0.00654
 384   0.96241  -0.23402  -0.24076   0.00674
 385   0.96491  -0.21868  -0.22561   0.00693
 386   0.96742  -0.20329  -0.21041   0.00713
 387   0.96992  -0.18785  -0.19516   0.00732
 388   0.97243  -0.17236  -0.17986   0.00750
 389   0.97494  -0.15682  -0.16452   0.00769
 390   0.97744  -0.14125  -0.14913   0.00788
 391   0.97995  -0.12565  -0.13371   0.00806
 392   0.98246  -0.11001  -0.11825   0.00824
 393   0.98496  -0.09434  -0.10276   0.00842
 394   0.98747  -0.07866  -0.08725   0.00860
 395   0.98997  -0.06295  -0.07172   0.00877
 396   0.99248  -0.04722  -0.05617   0.00894
 397   0.99499  -0.03149  -0.04060   0.00911
 398   0.99749  -0.01575  -0.02503   0.00928
 399   1.00000   0.00000  -0.00945   0.00945
 
