 i       X     FEXACT   FI_UPWIND   ERR_UP
  72   0.18045   0.90603   0.89752   0.00851
  73   0.18296   0.91258   0.90418   0.00840
  74   0.18546   0.91891   0.91061   0.00830
  75   0.18797   0.92501   0.91681   0.00819
  76   0.19048   0.93087   0.92279   0.00808
  77   0.19298   0.93651   0.92854   0.00797
  78   0.19549   0.94192   0.93405   0.00786
  79   0.19799   0.94709   0.93934   0.00775
  80   0.20050   0.95202   0.94439   0.00763
  81   0.20301   0.95673   0.94921   0.00751
  82   0.20551   0.96119   0.95380   0.00739
  83   0.20802   0.96541   0.95814   0.00727
  84   0.21053   0.96940   0.96225   0.00715
  85   0.21303   0.97315   0.96612   0.00702
  86   0.21554   0.97665   0.96976   0.00689
  87   0.21805   0.97991   0.97315   0.00677
  88   0.22055   0.98293   0.97630   0.00664
  89   0.22306   0.98571   0.97920   0.00650
  90   0.22556   0.98824   0.98187   0.00637
  91   0.22807   0.99052   0.98429   0.00623
  92   0.23058   0.99256   0.98646   0.00610
  93   0.23308   0.99436   0.98840   0.00596
  94   0.23559   0.99590   0.99008   0.00582
  95   0.23810   0.99720   0.99153   0.00568
  96   0.24060   0.99826   0.99272   0.00553
  97   0.24311   0.99906   0.99367   0.00539
  98   0.24561   0.99962   0.99438   0.00524
  99   0.24812   0.99993   0.99483   0.00510
 100   0.25063   0.99999   0.99504   0.00495
 101   0.25313   0.99981   0.99501   0.00480
 102   0.25564   0.99937   0.99472   0.00465
 103   0.25815   0.99869   0.99419   0.00450
 104   0.26065   0.99776   0.99342   0.00435
 105   0.26316   0.99658   0.99239   0.00419
 106   0.26566   0.99516   0.99112   0.00404
 107   0.26817   0.99349   0.98961   0.00388
 108   0.27068   0.99157   0.98785   0.00372
 109   0.27318   0.98941   0.98584   0.00357
 110   0.27569   0.98700   0.98359   0.00341
 111   0.27820   0.98435   0.98110   0.00325
 112   0.28070   0.98145   0.97836   0.00309
 113   0.28321   0.97831   0.97538   0.00293
 114   0.28571   0.97493   0.97216   0.00277
 115   0.28822   0.97130   0.96870   0.00260
 116   0.29073   0.96744   0.96500   0.00244
 117   0.29323   0.96333   0.96106   0.00228
 118   0.29574   0.95899   0.95688   0.00211
 119   0.29825   0.95441   0.95246   0.00195
 120   0.30075   0.94959   0.94780   0.00178
 121   0.30326   0.94453   0.94292   0.00162
 122   0.30576   0.93924   0.93779   0.00145
 123   0.30827   0.93372   0.93244   0.00128
 124   0.31078   0.92797   0.92685   0.00112
 125   0.31328   0.92199   0.92104   0.00095
 126   0.31579   0.91577   0.91499   0.00078
 127   0.31830   0.90933   0.90872   0.00061
 128   0.32080   0.90267   0.90222   0.00045
 129   0.32331   0.89578   0.89550   0.00028
 130   0.32581   0.88867   0.88856   0.00011
 131   0.32832   0.88134   0.88140   0.00006
 132   0.33083   0.87379   0.87402   0.00022
 133   0.33333   0.86603   0.86642   0.00039
 134   0.33584   0.85804   0.85860   0.00056
 135   0.33835   0.84985   0.85058   0.00073
 136   0.34085   0.84145   0.84234   0.00090
 137   0.34336   0.83283   0.83390   0.00106
 138   0.34586   0.82401   0.82524   0.00123
 139   0.34837   0.81499   0.81639   0.00140
 140   0.35088   0.80577   0.80733   0.00156
 141   0.35338   0.79634   0.79807   0.00173
 142   0.35589   0.78672   0.78861   0.00189
 143   0.35840   0.77690   0.77896   0.00206
 144   0.36090   0.76689   0.76911   0.00222
 145   0.36341   0.75669   0.75907   0.00239
 146   0.36591   0.74630   0.74885   0.00255
 147   0.36842   0.73572   0.73844   0.00271
 148   0.37093   0.72497   0.72784   0.00287
 149   0.37343   0.71403   0.71707   0.00304
 150   0.37594   0.70292   0.70612   0.00320
 151   0.37845   0.69163   0.69499   0.00336
 152   0.38095   0.68017   0.68369   0.00351
 153   0.38346   0.66855   0.67222   0.00367
 154   0.38596   0.65675   0.66058   0.00383
 155   0.38847   0.64480   0.64878   0.00399
 156   0.39098   0.63268   0.63682   0.00414
 157   0.39348   0.62041   0.62470   0.00430
 158   0.39599   0.60798   0.61243   0.00445
 159   0.39850   0.59540   0.60000   0.00460
 160   0.40100   0.58268   0.58743   0.00475
 161   0.40351   0.56981   0.57471   0.00490
 162   0.40602   0.55680   0.56185   0.00505
 163   0.40852   0.54365   0.54885   0.00520
 164   0.41103   0.53036   0.53571   0.00534
 165   0.41353   0.51695   0.52244   0.00549
 166   0.41604   0.50341   0.50904   0.00563
 167   0.41855   0.48974   0.49551   0.00577
 168   0.42105   0.47595   0.48186   0.00591
 169   0.42356   0.46204   0.46809   0.00605
 170   0.42607   0.44802   0.45421   0.00619
 171   0.42857   0.43388   0.44021   0.00633
 172   0.43108   0.41964   0.42610   0.00646
 173   0.43358   0.40530   0.41189   0.00659
 174   0.43609   0.39085   0.39758   0.00672
 175   0.43860   0.37631   0.38316   0.00685
 176   0.44110   0.36167   0.36865   0.00698
 177   0.44361   0.34695   0.35405   0.00711
 178   0.44612   0.33214   0.33937   0.00723
 179   0.44862   0.31724   0.32460   0.00735
 180   0.45113   0.30227   0.30974   0.00747
 181   0.45363   0.28722   0.29482   0.00759
 182   0.45614   0.27210   0.27981   0.00771
 183   0.45865   0.25692   0.26474   0.00782
 184   0.46115   0.24167   0.24960   0.00794
 185   0.46366   0.22636   0.23441   0.00805
 186   0.46617   0.21099   0.21915   0.00816
 187   0.46867   0.19557   0.20384   0.00826
 188   0.47118   0.18011   0.18848   0.00837
 189   0.47368   0.16459   0.17307   0.00847
 190   0.47619   0.14904   0.15762   0.00857
 191   0.47870   0.13345   0.14213   0.00867
 192   0.48120   0.11783   0.12660   0.00877
 193   0.48371   0.10218   0.11104   0.00886
 194   0.48622   0.08650   0.09546   0.00896
 195   0.48872   0.07080   0.07985   0.00905
 196   0.49123   0.05509   0.06422   0.00913
 197   0.49373   0.03936   0.04858   0.00922
 198   0.49624   0.02362   0.03292   0.00930
 199   0.49875   0.00787   0.01726   0.00938
 200   0.50125  -0.00787   0.00159   0.00946
 201   0.50376  -0.02362  -0.01408   0.00954
 202   0.50627  -0.03936  -0.02975   0.00961
 203   0.50877  -0.05509  -0.04541   0.00968
 204   0.51128  -0.07080  -0.06105   0.00975
 205   0.51378  -0.08650  -0.07668   0.00982
 206   0.51629  -0.10218  -0.09230   0.00988
 207   0.51880  -0.11783  -0.10789   0.00994
 208   0.52130  -0.13345  -0.12345   0.01000
 209   0.52381  -0.14904  -0.13898   0.01006
 210   0.52632  -0.16459  -0.15448   0.01011
 211   0.52882  -0.18011  -0.16994   0.01017
 212   0.53133  -0.19557  -0.18536   0.01022
 213   0.53383  -0.21099  -0.20073   0.01026
 214   0.53634  -0.22636  -0.21605   0.01031
 215   0.53885  -0.24167  -0.23132   0.01035
 216   0.54135  -0.25692  -0.24653   0.01039
 217   0.54386  -0.27210  -0.26168   0.01042
 218   0.54637  -0.28722  -0.27676   0.01046
 219   0.54887  -0.30227  -0.29178   0.01049
 220   0.55138  -0.31724  -0.30672   0.01052
 221   0.55388  -0.33214  -0.32159   0.01054
 222   0.55639  -0.34695  -0.33638   0.01057
 223   0.55890  -0.36167  -0.35109   0.01059
 224   0.56140  -0.37631  -0.36570   0.01061
 225   0.56391  -0.39085  -0.38023   0.01062
 226   0.56642  -0.40530  -0.39466   0.01063
 227   0.56892  -0.41964  -0.40900   0.01065
 228   0.57143  -0.43388  -0.42323   0.01065
 229   0.57393  -0.44802  -0.43736   0.01066
 230   0.57644  -0.46204  -0.45138   0.01066
 231   0.57895  -0.47595  -0.46529   0.01066
 232   0.58145  -0.48974  -0.47908   0.01066
 233   0.58396  -0.50341  -0.49275   0.01065
 234   0.58647  -0.51695  -0.50631   0.01064
 235   0.58897  -0.53036  -0.51973   0.01063
 236   0.59148  -0.54365  -0.53303   0.01062
 237   0.59398  -0.55680  -0.54619   0.01060
 238   0.59649  -0.56981  -0.55922   0.01058
 239   0.59900  -0.58268  -0.57211   0.01056
 240   0.60150  -0.59540  -0.58486   0.01054
 241   0.60401  -0.60798  -0.59747   0.01051
 242   0.60652  -0.62041  -0.60992   0.01048
 243   0.60902  -0.63268  -0.62223   0.01045
 244   0.61153  -0.64480  -0.63438   0.01042
 245   0.61404  -0.65675  -0.64637   0.01038
 246   0.61654  -0.66855  -0.65820   0.01034
 247   0.61905  -0.68017  -0.66987   0.01030
 248   0.62155  -0.69163  -0.68138   0.01025
 249   0.62406  -0.70292  -0.69271   0.01021
 250   0.62657  -0.71403  -0.70387   0.01016
 251   0.62907  -0.72497  -0.71486   0.01011
 252   0.63158  -0.73572  -0.72567   0.01005
 253   0.63409  -0.74630  -0.73630   0.00999
 254   0.63659  -0.75669  -0.74675   0.00993
 255   0.63910  -0.76689  -0.75702   0.00987
 256   0.64160  -0.77690  -0.76709   0.00981
 257   0.64411  -0.78672  -0.77698   0.00974
 258   0.64662  -0.79634  -0.78667   0.00967
 259   0.64912  -0.80576  -0.79617   0.00960
 260   0.65163  -0.81499  -0.80547   0.00952
 261   0.65414  -0.82401  -0.81457   0.00945
 262   0.65664  -0.83283  -0.82347   0.00937
 263   0.65915  -0.84145  -0.83216   0.00929
 264   0.66165  -0.84985  -0.84065   0.00920
 265   0.66416  -0.85804  -0.84893   0.00912
 266   0.66667  -0.86603  -0.85700   0.00903
 267   0.66917  -0.87379  -0.86485   0.00894
 268   0.67168  -0.88134  -0.87249   0.00885
 269   0.67419  -0.88867  -0.87992   0.00875
 270   0.67669  -0.89578  -0.88713   0.00866
 271   0.67920  -0.90267  -0.89411   0.00856
 272   0.68170  -0.90933  -0.90088   0.00846
 273   0.68421  -0.91577  -0.90742   0.00835
 274   0.68672  -0.92199  -0.91374   0.00825
 275   0.68922  -0.92797  -0.91983   0.00814
 276   0.69173  -0.93372  -0.92569   0.00803
 277   0.69424  -0.93924  -0.93132   0.00792
 278   0.69674  -0.94453  -0.93673   0.00780
 279   0.69925  -0.94959  -0.94190   0.00769
 280   0.70175  -0.95441  -0.94683   0.00757
 281   0.70426  -0.95899  -0.95153   0.00745
 282   0.70677  -0.96333  -0.95600   0.00733
 283   0.70927  -0.96744  -0.96023   0.00721
 284   0.71178  -0.97130  -0.96422   0.00708
 285   0.71429  -0.97493  -0.96797   0.00696
 286   0.71679  -0.97831  -0.97148   0.00683
 287   0.71930  -0.98145  -0.97475   0.00670
 288   0.72180  -0.98435  -0.97778   0.00657
 289   0.72431  -0.98700  -0.98057   0.00644
 290   0.72682  -0.98941  -0.98311   0.00630
 291   0.72932  -0.99157  -0.98541   0.00617
 292   0.73183  -0.99349  -0.98746   0.00603
 293   0.73434  -0.99516  -0.98927   0.00589
 294   0.73684  -0.99658  -0.99084   0.00575
 295   0.73935  -0.99776  -0.99216   0.00561
 296   0.74185  -0.99869  -0.99323   0.00546
 297   0.74436  -0.99937  -0.99405   0.00532
 298   0.74687  -0.99981  -0.99463   0.00517
 299   0.74937  -0.99999  -0.99497   0.00502
 300   0.75188  -0.99993  -0.99505   0.00488
 301   0.75439  -0.99962  -0.99489   0.00473
 302   0.75689  -0.99906  -0.99449   0.00457
 303   0.75940  -0.99826  -0.99383   0.00442
 304   0.76190  -0.99720  -0.99293   0.00427
 305   0.76441  -0.99590  -0.99179   0.00411
 306   0.76692  -0.99436  -0.99040   0.00396
 307   0.76942  -0.99256  -0.98876   0.00380
 308   0.77193  -0.99052  -0.98688   0.00365
 309   0.77444  -0.98824  -0.98475   0.00349
 310   0.77694  -0.98571  -0.98238   0.00333
 311   0.77945  -0.98293  -0.97976   0.00317
 312   0.78195  -0.97991  -0.97690   0.00301
 313   0.78446  -0.97665  -0.97380   0.00285
 314   0.78697  -0.97315  -0.97046   0.00268
 315   0.78947  -0.96940  -0.96688   0.00252
 316   0.79198  -0.96541  -0.96306   0.00236
 317   0.79449  -0.96119  -0.95900   0.00219
 318   0.79699  -0.95673  -0.95470   0.00203
 319   0.79950  -0.95203  -0.95016   0.00186
 320   0.80200  -0.94709  -0.94539   0.00170
 321   0.80451  -0.94192  -0.94038   0.00153
 322   0.80702  -0.93651  -0.93515   0.00137
 323   0.80952  -0.93087  -0.92967   0.00120
 324   0.81203  -0.92501  -0.92397   0.00103
 325   0.81454  -0.91891  -0.91804   0.00087
 326   0.81704  -0.91258  -0.91188   0.00070
 327   0.81955  -0.90603  -0.90550   0.00053
 328   0.82206  -0.89925  -0.89889   0.00036
 329   0.82456  -0.89225  -0.89206   0.00019
 330   0.82707  -0.88503  -0.88501   0.00003
 331   0.82957  -0.87759  -0.87773   0.00014
 332   0.83208  -0.86994  -0.87024   0.00031
 333   0.83459  -0.86206  -0.86254   0.00048
 334   0.83709  -0.85397  -0.85462   0.00064
 335   0.83960  -0.84568  -0.84649   0.00081
 336   0.84211  -0.83717  -0.83815   0.00098
 337   0.84461  -0.82845  -0.82960   0.00115
 338   0.84712  -0.81953  -0.82084   0.00131
 339   0.84962  -0.81040  -0.81188   0.00148
 340   0.85213  -0.80108  -0.80272   0.00164
 341   0.85464  -0.79155  -0.79336   0.00181
 342   0.85714  -0.78183  -0.78381   0.00198
 343   0.85965  -0.77192  -0.77406   0.00214
 344   0.86216  -0.76181  -0.76412   0.00230
 345   0.86466  -0.75152  -0.75398   0.00247
 346   0.86717  -0.74103  -0.74367   0.00263
 347   0.86967  -0.73037  -0.73316   0.00279
 348   0.87218  -0.71952  -0.72248   0.00296
 349   0.87469  -0.70850  -0.71161   0.00312
 350   0.87719  -0.69730  -0.70057   0.00328
 351   0.87970  -0.68592  -0.68936   0.00344
 352   0.88221  -0.67438  -0.67797   0.00359
 353   0.88471  -0.66267  -0.66642   0.00375
 354   0.88722  -0.65079  -0.65470   0.00391
 355   0.88972  -0.63876  -0.64282   0.00406
 356   0.89223  -0.62656  -0.63078   0.00422
 357   0.89474  -0.61421  -0.61859   0.00437
 358   0.89724  -0.60171  -0.60624   0.00452
 359   0.89975  -0.58906  -0.59373   0.00468
 360   0.90226  -0.57626  -0.58109   0.00483
 361   0.90476  -0.56332  -0.56830   0.00498
 362   0.90727  -0.55024  -0.55536   0.00512
 363   0.90977  -0.53702  -0.54229   0.00527
 364   0.91228  -0.52367  -0.52909   0.00542
 365   0.91479  -0.51019  -0.51575   0.00556
 366   0.91729  -0.49659  -0.50229   0.00570
 367   0.91980  -0.48286  -0.48870   0.00584
 368   0.92231  -0.46901  -0.47499   0.00598
 369   0.92481  -0.45504  -0.46116   0.00612
 370   0.92732  -0.44096  -0.44722   0.00626
 371   0.92982  -0.42678  -0.43317   0.00639
 372   0.93233  -0.41248  -0.41901   0.00653
 373   0.93484  -0.39809  -0.40475   0.00666
 374   0.93734  -0.38359  -0.39038   0.00679
 375   0.93985  -0.36900  -0.37592   0.00692
 376   0.94236  -0.35432  -0.36137   0.00704
 377   0.94486  -0.33955  -0.34672   0.00717
 378   0.94737  -0.32470  -0.33199   0.00729
 379   0.94987  -0.30977  -0.31718   0.00741
 380   0.95238  -0.29476  -0.30229   0.00753
 381   0.95489  -0.27967  -0.28732   0.00765
 382   0.95739  -0.26452  -0.27229   0.00777
 383   0.95990  -0.24930  -0.25718   0.00788
 384   0.96241  -0.23402  -0.24201   0.00799
 385   0.96491  -0.21868  -0.22678   0.00810
 386   0.96742  -0.20329  -0.21150   0.00821
 387   0.96992  -0.18785  -0.19616   0.00832
 388   0.97243  -0.17236  -0.18078   0.00842
 389   0.97494  -0.15682  -0.16535   0.00852
 390   0.97744  -0.14125  -0.14988   0.00862
 391   0.97995  -0.12565  -0.13437   0.00872
 392   0.98246  -0.11001  -0.11882   0.00882
 393   0.98496  -0.09434  -0.10325   0.00891
 394   0.98747  -0.07866  -0.08766   0.00900
 395   0.98997  -0.06295  -0.07204   0.00909
 396   0.99248  -0.04722  -0.05640   0.00918
 397   0.99499  -0.03149  -0.04075   0.00926
 398   0.99749  -0.01575  -0.02509   0.00934
 399   1.00000   0.00000  -0.00942   0.00942
 
