 i       X     FEXACT   FI_LAXW   ERR_LAXW
   0   0.00000   0.00000  -0.00940   0.00940
   1   0.00251   0.01575   0.00635   0.00940
   2   0.00501   0.03149   0.02209   0.00940
   3   0.00752   0.04722   0.03783   0.00939
   4   0.01003   0.06295   0.05356   0.00938
   5   0.01253   0.07866   0.06928   0.00937
   6   0.01504   0.09434   0.08498   0.00936
   7   0.01754   0.11001   0.10066   0.00935
   8   0.02005   0.12565   0.11632   0.00933
   9   0.02256   0.14125   0.13194   0.00931
  10   0.02506   0.15682   0.14753   0.00929
  11   0.02757   0.17236   0.16309   0.00927
  12   0.03008   0.18785   0.17861   0.00924
  13   0.03258   0.20329   0.19408   0.00921
  14   0.03509   0.21868   0.20950   0.00918
  15   0.03759   0.23402   0.22487   0.00915
  16   0.04010   0.24930   0.24019   0.00911
  17   0.04261   0.26452   0.25544   0.00908
  18   0.04511   0.27967   0.27064   0.00904
  19   0.04762   0.29475   0.28576   0.00899
  20   0.05013   0.30977   0.30082   0.00895
  21   0.05263   0.32470   0.31579   0.00890
  22   0.05514   0.33955   0.33070   0.00886
  23   0.05764   0.35432   0.34552   0.00881
  24   0.06015   0.36900   0.36025   0.00875
  25   0.06266   0.38359   0.37489   0.00870
  26   0.06516   0.39809   0.38945   0.00864
  27   0.06767   0.41248   0.40390   0.00858
  28   0.07018   0.42678   0.41826   0.00852
  29   0.07268   0.44096   0.43251   0.00846
  30   0.07519   0.45504   0.44665   0.00839
  31   0.07769   0.46901   0.46069   0.00832
  32   0.08020   0.48286   0.47461   0.00825
  33   0.08271   0.49659   0.48841   0.00818
  34   0.08521   0.51019   0.50209   0.00811
  35   0.08772   0.52367   0.51564   0.00803
  36   0.09023   0.53702   0.52907   0.00795
  37   0.09273   0.55024   0.54237   0.00787
  38   0.09524   0.56332   0.55553   0.00779
  39   0.09774   0.57626   0.56855   0.00771
  40   0.10025   0.58906   0.58144   0.00762
  41   0.10276   0.60171   0.59417   0.00754
  42   0.10526   0.61421   0.60677   0.00745
  43   0.10777   0.62656   0.61921   0.00735
  44   0.11028   0.63876   0.63150   0.00726
  45   0.11278   0.65079   0.64363   0.00717
  46   0.11529   0.66267   0.65560   0.00707
  47   0.11779   0.67438   0.66741   0.00697
  48   0.12030   0.68592   0.67905   0.00687
  49   0.12281   0.69730   0.69053   0.00677
  50   0.12531   0.70850   0.70183   0.00666
  51   0.12782   0.71952   0.71296   0.00656
  52   0.13033   0.73037   0.72392   0.00645
  53   0.13283   0.74103   0.73469   0.00634
  54   0.13534   0.75152   0.74528   0.00623
  55   0.13784   0.76181   0.75569   0.00612
  56   0.14035   0.77192   0.76591   0.00601
  57   0.14286   0.78183   0.77594   0.00590
  58   0.14536   0.79155   0.78577   0.00578
  59   0.14787   0.80108   0.79541   0.00566
  60   0.15038   0.81040   0.80486   0.00554
  61   0.15288   0.81953   0.81410   0.00542
  62   0.15539   0.82845   0.82315   0.00530
  63   0.15789   0.83717   0.83199   0.00518
  64   0.16040   0.84568   0.84062   0.00505
  65   0.16291   0.85397   0.84905   0.00493
  66   0.16541   0.86206   0.85726   0.00480
  67   0.16792   0.86994   0.86526   0.00467
  68   0.17043   0.87759   0.87305   0.00455
  69   0.17293   0.88503   0.88062   0.00442
  70   0.17544   0.89225   0.88797   0.00428
  71   0.17794   0.89925   0.89510   0.00415
  72   0.18045   0.90603   0.90201   0.00402
  73   0.18296   0.91258   0.90870   0.00388
  74   0.18546   0.91891   0.91516   0.00375
  75   0.18797   0.92501   0.92139   0.00361
  76   0.19048   0.93087   0.92740   0.00348
  77   0.19298   0.93651   0.93317   0.00334
  78   0.19549   0.94192   0.93872   0.00320
  79   0.19799   0.94709   0.94403   0.00306
  80   0.20050   0.95202   0.94911   0.00292
  81   0.20301   0.95673   0.95395   0.00278
  82   0.20551   0.96119   0.95855   0.00264
  83   0.20802   0.96541   0.96292   0.00249
  84   0.21053   0.96940   0.96705   0.00235
  85   0.21303   0.97315   0.97094   0.00221
  86   0.21554   0.97665   0.97459   0.00206
  87   0.21805   0.97991   0.97799   0.00192
  88   0.22055   0.98293   0.98116   0.00177
  89   0.22306   0.98571   0.98408   0.00163
  90   0.22556   0.98824   0.98675   0.00148
  91   0.22807   0.99052   0.98919   0.00134
  92   0.23058   0.99256   0.99137   0.00119
  93   0.23308   0.99436   0.99331   0.00104
  94   0.23559   0.99590   0.99501   0.00089
  95   0.23810   0.99720   0.99646   0.00075
  96   0.24060   0.99826   0.99766   0.00060
  97   0.24311   0.99906   0.99861   0.00045
  98   0.24561   0.99962   0.99932   0.00030
  99   0.24812   0.99993   0.99977   0.00016
 100   0.25063   0.99999   0.99998   0.00001
 101   0.25313   0.99981   0.99995   0.00014
 102   0.25564   0.99937   0.99966   0.00029
 103   0.25815   0.99869   0.99913   0.00044
 104   0.26065   0.99776   0.99834   0.00058
 105   0.26316   0.99658   0.99731   0.00073
 106   0.26566   0.99516   0.99604   0.00088
 107   0.26817   0.99349   0.99451   0.00102
 108   0.27068   0.99157   0.99274   0.00117
 109   0.27318   0.98941   0.99073   0.00132
 110   0.27569   0.98700   0.98847   0.00146
 111   0.27820   0.98435   0.98596   0.00161
 112   0.28070   0.98145   0.98321   0.00176
 113   0.28321   0.97831   0.98021   0.00190
 114   0.28571   0.97493   0.97698   0.00205
