 i       X     FEXACT   FI_FTCS   ERR_FTCS
  82   0.05128    0.31665              NaN               NaN
  83   0.05191    0.32041              NaN               NaN
  84   0.05253    0.32411              NaN               NaN
  85   0.05316    0.32786              NaN               NaN
  86   0.05378    0.33154              NaN               NaN
  87   0.05441    0.33523              NaN               NaN
  88   0.05503    0.33890              NaN               NaN
  89   0.05566    0.34258              NaN               NaN
  90   0.05629    0.34630              NaN               NaN
  91   0.05691    0.34996              NaN               NaN
  92   0.05754    0.35368              NaN               NaN
  93   0.05816    0.35733              NaN               NaN
  94   0.05879    0.36097              NaN               NaN
  95   0.05941    0.36467              NaN               NaN
  96   0.06004    0.36831              NaN               NaN
  97   0.06066    0.37199              NaN               NaN
  98   0.06129    0.37561              NaN               NaN
  99   0.06191    0.37923              NaN               NaN
 100   0.06254    0.38290              NaN               NaN
 101   0.06316    0.38650              NaN               NaN
 102   0.06379    0.39016              NaN               NaN
 103   0.06442    0.39375              NaN               NaN
 104   0.06504    0.39734              NaN               NaN
 105   0.06567    0.40098              NaN               NaN
 106   0.06629    0.40455              NaN               NaN
 107   0.06692    0.40818              NaN               NaN
 108   0.06754    0.41174              NaN               NaN
 109   0.06817    0.41530              NaN               NaN
 110   0.06879    0.41891              NaN               NaN
 111   0.06942    0.42245              NaN               NaN
 112   0.07004    0.42604              NaN               NaN
 113   0.07067    0.42957              NaN               NaN
 114   0.07129    0.43310              NaN               NaN
 115   0.07192    0.43667              NaN               NaN
 116   0.07255    0.44018              NaN               NaN
 117   0.07317    0.44374              NaN               NaN
 118   0.07380    0.44724              NaN               NaN
 119   0.07442    0.45073              NaN               NaN
 120   0.07505    0.45426              NaN               NaN
 121   0.07567    0.45774              NaN               NaN
 122   0.07630    0.46121              NaN               NaN
 123   0.07692    0.46467              NaN               NaN
 124   0.07755    0.46818              NaN               NaN
 125   0.07817    0.47163              NaN               NaN
 126   0.07880    0.47507              NaN               NaN
 127   0.07942    0.47856              NaN               NaN
 128   0.08005    0.48198              NaN               NaN
 129   0.08068    0.48546              NaN               NaN
 130   0.08130    0.48887              NaN               NaN
 131   0.08193    0.49232              NaN               NaN
 132   0.08255    0.49572              NaN               NaN
 133   0.08318    0.49911              NaN               NaN
 134   0.08380    0.50254              NaN               NaN
 135   0.08443    0.50592              NaN               NaN
 136   0.08505    0.50934              NaN               NaN
 137   0.08568    0.51269              NaN               NaN
 138   0.08630    0.51604              NaN               NaN
 139   0.08693    0.51944              NaN               NaN
 140   0.08755    0.52277              NaN               NaN
 141   0.08818    0.52615              NaN               NaN
 142   0.08881    0.52947              NaN               NaN
 143   0.08943    0.53278              NaN               NaN
 144   0.09006    0.53613              NaN               NaN
 145   0.09068    0.53942              NaN               NaN
 146   0.09131    0.54276              NaN               NaN
 147   0.09193    0.54604              NaN               NaN
 148   0.09256    0.54930              NaN               NaN
 149   0.09318    0.55261              NaN               NaN
 150   0.09381    0.55587              NaN               NaN
 151   0.09443    0.55916              NaN               NaN
 152   0.09506    0.56239              NaN               NaN
 153   0.09568    0.56562              NaN               NaN
 154   0.09631    0.56889              NaN               NaN
 155   0.09694    0.57210              NaN               NaN
 156   0.09756    0.57534              NaN               NaN
 157   0.09819    0.57849              NaN               NaN
 158   0.09881    0.58172              NaN               NaN
 159   0.09944    0.58489              NaN               NaN
 160   0.10006    0.58805              NaN               NaN
 161   0.10069    0.59126              NaN               NaN
 162   0.10131    0.59440              NaN               NaN
 163   0.10194    0.59759              NaN               NaN
 164   0.10256    0.60072              NaN               NaN
 165   0.10319    0.60384              NaN               NaN
 166   0.10381    0.60699              NaN               NaN
 167   0.10444    0.61009              NaN               NaN
 168   0.10507    0.61323              NaN               NaN
 169   0.10569    0.61631              NaN               NaN
 170   0.10632    0.61938              NaN               NaN
 171   0.10694    0.62249              NaN               NaN
 172   0.10757    0.62555              NaN               NaN
 173   0.10819    0.62864              NaN               NaN
 174   0.10882    0.63167              NaN               NaN
 175   0.10944    0.63469              NaN               NaN
 176   0.11007    0.63775              NaN               NaN
 177   0.11069    0.64076              NaN               NaN
 178   0.11132    0.64380              NaN               NaN
 179   0.11194    0.64678              NaN               NaN
 180   0.11257    0.64976              NaN               NaN
 181   0.11320    0.65277              NaN               NaN
 182   0.11382    0.65572              NaN               NaN
 183   0.11445    0.65871              NaN               NaN
 184   0.11507    0.66165              NaN               NaN
 185   0.11570    0.66457              NaN               NaN
 186   0.11632    0.66753              NaN               NaN
 187   0.11695    0.67043              NaN               NaN
 188   0.11757    0.67337              NaN               NaN
 189   0.11820    0.67625              NaN               NaN
 190   0.11882    0.67913              NaN               NaN
 191   0.11945    0.68203              NaN               NaN
 192   0.12008    0.68488              NaN               NaN
 193   0.12070    0.68772              NaN               NaN
 194   0.12133    0.69056              NaN               NaN
 195   0.12195    0.69342              NaN               NaN
 196   0.12258    0.69623              NaN               NaN
 197   0.12320    0.69907              NaN               NaN
 198   0.12383    0.70186              NaN               NaN
 199   0.12445    0.70464              NaN               NaN
 200   0.12508    0.70745              NaN               NaN
 201   0.12570    0.71020              NaN               NaN
 202   0.12633    0.71299              NaN               NaN
 203   0.12695    0.71572              NaN               NaN
 204   0.12758    0.71844              NaN               NaN
 205   0.12821    0.72120              NaN               NaN
 206   0.12883    0.72390              NaN               NaN
 207   0.12946    0.72663              NaN               NaN
 208   0.13008    0.72931              NaN               NaN
 209   0.13071    0.73198              NaN               NaN
 210   0.13133    0.73467              NaN               NaN
 211   0.13196    0.73732              NaN               NaN
 212   0.13258    0.73999              NaN               NaN
 213   0.13321    0.74261              NaN               NaN
 214   0.13383    0.74522              NaN               NaN
 215   0.13446    0.74786              NaN               NaN
 216   0.13508    0.75045              NaN               NaN
 217   0.13571    0.75307              NaN               NaN
 218   0.13634    0.75563              NaN               NaN
 219   0.13696    0.75818              NaN               NaN
 220   0.13759    0.76076              NaN               NaN
 221   0.13821    0.76329              NaN               NaN
 222   0.13884    0.76585              NaN               NaN
 223   0.13946    0.76836              NaN               NaN
 224   0.14009    0.77085              NaN               NaN
 225   0.14071    0.77337              NaN               NaN
 226   0.14134    0.77580              NaN               NaN
 227   0.14196    0.77830              NaN               NaN
 228   0.14259    0.78075              NaN               NaN
 229   0.14321    0.78322              NaN               NaN
 230   0.14384    0.78564              NaN               NaN
 231   0.14447    0.78805              NaN               NaN
 232   0.14509    0.79049              NaN               NaN
 233   0.14572    0.79288              NaN               NaN
 234   0.14634    0.79529              NaN               NaN
 235   0.14697    0.79765              NaN               NaN
 236   0.14759    0.80000              NaN               NaN
 237   0.14822    0.80237              NaN               NaN
 238   0.14884    0.80470              NaN               NaN
 239   0.14947    0.80705              NaN               NaN
 240   0.15009    0.80935              NaN               NaN
 241   0.15072    0.81164              NaN               NaN
 242   0.15134    0.81395              NaN               NaN
 243   0.15197    0.81621              NaN               NaN
 244   0.15260    0.81850              NaN               NaN
 245   0.15322    0.82073              NaN               NaN
 246   0.15385    0.82296              NaN               NaN
 247   0.15447    0.82521              NaN               NaN
 248   0.15510    0.82741              NaN               NaN
 249   0.15572    0.82963              NaN               NaN
 250   0.15635    0.83180              NaN               NaN
 251   0.15697    0.83397              NaN               NaN
 252   0.15760    0.83615              NaN               NaN
 253   0.15822    0.83828              NaN               NaN
 254   0.15885    0.84044              NaN               NaN
 255   0.15947    0.84255              NaN               NaN
 256   0.16010    0.84465              NaN               NaN
 257   0.16073    0.84677              NaN               NaN
 258   0.16135    0.84884              NaN               NaN
 259   0.16198    0.85093              NaN               NaN
 260   0.16260    0.85297              NaN               NaN
 261   0.16323    0.85501              NaN               NaN
 262   0.16385    0.85703              NaN               NaN
 263   0.16448    0.85906              NaN               NaN
 264   0.16510    0.86106              NaN               NaN
 265   0.16573    0.86304              NaN               NaN
 266   0.16635    0.86503              NaN               NaN
 267   0.16698    0.86699              NaN               NaN
 268   0.16760    0.86896              NaN               NaN
 269   0.16823    0.87088              NaN               NaN
 270   0.16886    0.87280              NaN               NaN
 271   0.16948    0.87473              NaN               NaN
 272   0.17011    0.87661              NaN               NaN
 273   0.17073    0.87851              NaN               NaN
 274   0.17136    0.88037              NaN               NaN
 275   0.17198    0.88222              NaN               NaN
 276   0.17261    0.88408              NaN               NaN
 277   0.17323    0.88590              NaN               NaN
 278   0.17386    0.88773              NaN               NaN
 279   0.17448    0.88952              NaN               NaN
 280   0.17511    0.89130              NaN               NaN
 281   0.17573    0.89309              NaN               NaN
 282   0.17636    0.89484              NaN               NaN
 283   0.17699    0.89661              NaN               NaN
 284   0.17761    0.89833              NaN               NaN
 285   0.17824    0.90004              NaN               NaN
 286   0.17886    0.90176              NaN               NaN
 287   0.17949    0.90344              NaN               NaN
 288   0.18011    0.90514              NaN               NaN
 289   0.18074    0.90679              NaN               NaN
 290   0.18136    0.90843              NaN               NaN
 291   0.18199    0.91008              NaN               NaN
 292   0.18261    0.91169              NaN               NaN
 293   0.18324    0.91332              NaN               NaN
 294   0.18386    0.91490              NaN               NaN
 295   0.18449    0.91647              NaN               NaN
 296   0.18512    0.91803              NaN               NaN
 297   0.18574    0.91957              NaN               NaN
 298   0.18637    0.92112              NaN               NaN
 299   0.18699    0.92263              NaN               NaN
 300   0.18762    0.92416              NaN               NaN
 301   0.18824    0.92564              NaN               NaN
 302   0.18887    0.92711              NaN               NaN
 303   0.18949    0.92859              NaN               NaN
 304   0.19012    0.93003              NaN               NaN
 305   0.19074    0.93149              NaN               NaN
 306   0.19137    0.93290              NaN               NaN
 307   0.19199    0.93430              NaN               NaN
 308   0.19262    0.93571              NaN               NaN
 309   0.19325    0.93708              NaN               NaN
 310   0.19387    0.93845              NaN               NaN
 311   0.19450    0.93980              NaN               NaN
 312   0.19512    0.94112              NaN               NaN
 313   0.19575    0.94246              NaN               NaN
 314   0.19637    0.94376              NaN               NaN
 315   0.19700    0.94506              NaN               NaN
 316   0.19762    0.94633              NaN               NaN
 317   0.19825    0.94759              NaN               NaN
 318   0.19887    0.94885              NaN               NaN
 319   0.19950    0.95007              NaN               NaN
 320   0.20013    0.95130              NaN               NaN
 321   0.20075    0.95250              NaN               NaN
 322   0.20138    0.95368              NaN               NaN
 323   0.20200    0.95487              NaN               NaN
 324   0.20263    0.95602              NaN               NaN
 325   0.20325    0.95718              NaN               NaN
 326   0.20388    0.95830              NaN               NaN
 327   0.20450    0.95943              NaN               NaN
 328   0.20513    0.96052              NaN               NaN
 329   0.20575    0.96160              NaN               NaN
 330   0.20638    0.96268              NaN               NaN
 331   0.20700    0.96371              NaN               NaN
 332   0.20763    0.96477              NaN               NaN
 333   0.20826    0.96579              NaN               NaN
 334   0.20888    0.96681              NaN               NaN
 335   0.20951    0.96780              NaN               NaN
 336   0.21013    0.96877              NaN               NaN
 337   0.21076    0.96975              NaN               NaN
 338   0.21138    0.97070              NaN               NaN
 339   0.21201    0.97164              NaN               NaN
 340   0.21263    0.97256              NaN               NaN
 341   0.21326    0.97346              NaN               NaN
 342   0.21388    0.97436              NaN               NaN
 343   0.21451    0.97523              NaN               NaN
 344   0.21513    0.97610              NaN               NaN
 345   0.21576    0.97694              NaN               NaN
 346   0.21639    0.97777              NaN               NaN
 347   0.21701    0.97859              NaN               NaN
 348   0.21764    0.97939              NaN               NaN
 349   0.21826    0.98018              NaN               NaN
 350   0.21889    0.98095              NaN               NaN
 351   0.21951    0.98170              NaN               NaN
 352   0.22014    0.98245              NaN               NaN
 353   0.22076    0.98317              NaN               NaN
 354   0.22139    0.98389              NaN               NaN
 355   0.22201    0.98458              NaN               NaN
 356   0.22264    0.98525              NaN               NaN
 357   0.22326    0.98593              NaN               NaN
 358   0.22389    0.98657              NaN               NaN
 359   0.22452    0.98721              NaN               NaN
 360   0.22514    0.98783              NaN               NaN
 361   0.22577    0.98843              NaN               NaN
 362   0.22639    0.98902              NaN               NaN
 363   0.22702    0.98959              NaN               NaN
 364   0.22764    0.99015              NaN               NaN
 365   0.22827    0.99068              NaN               NaN
 366   0.22889    0.99122              NaN               NaN
 367   0.22952    0.99173              NaN               NaN
 368   0.23014    0.99222              NaN               NaN
 369   0.23077    0.99271              NaN               NaN
 370   0.23139    0.99317              NaN               NaN
 371   0.23202    0.99362              NaN               NaN
 372   0.23265    0.99406              NaN               NaN
 373   0.23327    0.99447              NaN               NaN
 374   0.23390    0.99488              NaN               NaN
 375   0.23452    0.99527              NaN               NaN
 376   0.23515    0.99565              NaN               NaN
 377   0.23577    0.99600              NaN               NaN
 378   0.23640    0.99635              NaN               NaN
 379   0.23702    0.99668              NaN               NaN
 380   0.23765    0.99699              NaN               NaN
 381   0.23827    0.99729              NaN               NaN
 382   0.23890    0.99757              NaN               NaN
 383   0.23952    0.99783              NaN               NaN
 384   0.24015    0.99809              NaN               NaN
 385   0.24078    0.99832              NaN               NaN
 386   0.24140    0.99854              NaN               NaN
 387   0.24203    0.99874              NaN               NaN
 388   0.24265    0.99893              NaN               NaN
 389   0.24328    0.99911              NaN               NaN
 390   0.24390    0.99927              NaN               NaN
 391   0.24453    0.99941              NaN               NaN
 392   0.24515    0.99954              NaN               NaN
 393   0.24578    0.99965              NaN               NaN
 394   0.24640    0.99974              NaN               NaN
 395   0.24703    0.99983              NaN               NaN
 396   0.24765    0.99989              NaN               NaN
 397   0.24828    0.99994              NaN               NaN
 398   0.24891    0.99998              NaN               NaN
 399   0.24953    1.00000              NaN               NaN
 400   0.25016    1.00000              NaN               NaN
 401   0.25078    0.99999              NaN               NaN
 402   0.25141    0.99996              NaN               NaN
 403   0.25203    0.99992              NaN               NaN
 404   0.25266    0.99986              NaN               NaN
 405   0.25328    0.99979              NaN               NaN
 406   0.25391    0.99970              NaN               NaN
 407   0.25453    0.99960              NaN               NaN
 408   0.25516    0.99948              NaN               NaN
 409   0.25578    0.99934              NaN               NaN
 410   0.25641    0.99919              NaN               NaN
 411   0.25704    0.99902              NaN               NaN
 412   0.25766    0.99884              NaN               NaN
 413   0.25829    0.99865              NaN               NaN
 414   0.25891    0.99843              NaN               NaN
 415   0.25954    0.99820              NaN               NaN
 416   0.26016    0.99796              NaN               NaN
 417   0.26079    0.99771              NaN               NaN
 418   0.26141    0.99743              NaN               NaN
 419   0.26204    0.99714              NaN               NaN
 420   0.26266    0.99683              NaN               NaN
 421   0.26329    0.99652              NaN               NaN
 422   0.26391    0.99618              NaN               NaN
 423   0.26454    0.99583              NaN               NaN
 424   0.26517    0.99547              NaN               NaN
 425   0.26579    0.99508              NaN               NaN
 426   0.26642    0.99469              NaN               NaN
 427   0.26704    0.99428              NaN               NaN
 428   0.26767    0.99384              NaN               NaN
 429   0.26829    0.99340              NaN               NaN
 430   0.26892    0.99294              NaN               NaN
 431   0.26954    0.99247              NaN               NaN
 432   0.27017    0.99198              NaN               NaN
 433   0.27079    0.99147              NaN               NaN
 434   0.27142    0.99096              NaN               NaN
 435   0.27205    0.99043              NaN               NaN
 436   0.27267    0.98988              NaN               NaN
 437   0.27330    0.98931              NaN               NaN
 438   0.27392    0.98873              NaN               NaN
 439   0.27455    0.98814              NaN               NaN
 440   0.27517    0.98752              NaN               NaN
 441   0.27580    0.98690              NaN               NaN
 442   0.27642    0.98625              NaN               NaN
 443   0.27705    0.98560              NaN               NaN
 444   0.27767    0.98493              NaN               NaN
 445   0.27830    0.98424              NaN               NaN
 446   0.27892    0.98354              NaN               NaN
 447   0.27955    0.98281              NaN               NaN
 448   0.28018    0.98209              NaN               NaN
 449   0.28080    0.98134              NaN               NaN
 450   0.28143    0.98057              NaN               NaN
 451   0.28205    0.97980              NaN               NaN
 452   0.28268    0.97900              NaN               NaN
 453   0.28330    0.97819              NaN               NaN
 454   0.28393    0.97737              NaN               NaN
 455   0.28455    0.97653              NaN               NaN
 456   0.28518    0.97568              NaN               NaN
 457   0.28580    0.97480              NaN               NaN
 458   0.28643    0.97392              NaN               NaN
 459   0.28705    0.97301              NaN               NaN
 460   0.28768    0.97211              NaN               NaN
 461   0.28831    0.97118              NaN               NaN
 462   0.28893    0.97023              NaN               NaN
 463   0.28956    0.96928              NaN               NaN
 464   0.29018    0.96829              NaN               NaN
 465   0.29081    0.96731              NaN               NaN
 466   0.29143    0.96631              NaN               NaN
 467   0.29206    0.96528              NaN               NaN
 468   0.29268    0.96425              NaN               NaN
 469   0.29331    0.96320              NaN               NaN
 470   0.29393    0.96215              NaN               NaN
 471   0.29456    0.96107              NaN               NaN
 472   0.29518    0.95998              NaN               NaN
 473   0.29581    0.95888              NaN               NaN
 474   0.29644    0.95774              NaN               NaN
 475   0.29706    0.95661              NaN               NaN
 476   0.29769    0.95545              NaN               NaN
 477   0.29831    0.95429              NaN               NaN
 478   0.29894    0.95312              NaN               NaN
 479   0.29956    0.95191              NaN               NaN
 480   0.30019    0.95070              NaN               NaN
 481   0.30081    0.94947              NaN               NaN
 482   0.30144    0.94823              NaN               NaN
 483   0.30206    0.94698              NaN               NaN
 484   0.30269    0.94570              NaN               NaN
 485   0.30331    0.94443              NaN               NaN
 486   0.30394    0.94311              NaN               NaN
 487   0.30457    0.94181              NaN               NaN
 488   0.30519    0.94049              NaN               NaN
 489   0.30582    0.93913              NaN               NaN
 490   0.30644    0.93778              NaN               NaN
 491   0.30707    0.93640              NaN               NaN
 492   0.30769    0.93502              NaN               NaN
 493   0.30832    0.93363              NaN               NaN
 494   0.30894    0.93220              NaN               NaN
 495   0.30957    0.93078              NaN               NaN
 496   0.31019    0.92932              NaN               NaN
 497   0.31082    0.92787              NaN               NaN
 498   0.31144    0.92641              NaN               NaN
 499   0.31207    0.92491              NaN               NaN
 500   0.31270    0.92341              NaN               NaN
 501   0.31332    0.92188              NaN               NaN
 502   0.31395    0.92036              NaN               NaN
 503   0.31457    0.91883              NaN               NaN
 504   0.31520    0.91726              NaN               NaN
 505   0.31582    0.91572              NaN               NaN
 506   0.31645    0.91412              NaN               NaN
 507   0.31707    0.91253              NaN               NaN
 508   0.31770    0.91090              NaN               NaN
 509   0.31832    0.90928              NaN               NaN
 510   0.31895    0.90764              NaN               NaN
 511   0.31957    0.90597              NaN               NaN
 512   0.32020    0.90431              NaN               NaN
 513   0.32083    0.90261              NaN               NaN
 514   0.32145    0.90092              NaN               NaN
 515   0.32208    0.89922              NaN               NaN
 516   0.32270    0.89748              NaN               NaN
 517   0.32333    0.89575              NaN               NaN
 518   0.32395    0.89398              NaN               NaN
 519   0.32458    0.89222              NaN               NaN
 520   0.32520    0.89042              NaN               NaN
 521   0.32583    0.88864              NaN               NaN
 522   0.32645    0.88684              NaN               NaN
 523   0.32708    0.88500              NaN               NaN
 524   0.32770    0.88317              NaN               NaN
 525   0.32833    0.88130              NaN               NaN
 526   0.32896    0.87945              NaN               NaN
 527   0.32958    0.87759              NaN               NaN
 528   0.33021    0.87568              NaN               NaN
 529   0.33083    0.87378              NaN               NaN
 530   0.33146    0.87185              NaN               NaN
 531   0.33208    0.86993              NaN               NaN
 532   0.33271    0.86800              NaN               NaN
 533   0.33333    0.86602              NaN               NaN
 534   0.33396    0.86406              NaN               NaN
 535   0.33458    0.86205              NaN               NaN
 536   0.33521    0.86007              NaN               NaN
 537   0.33583    0.85807              NaN               NaN
 538   0.33646    0.85602              NaN               NaN
 539   0.33709    0.85403              NaN               NaN
 540   0.33771    0.85196              NaN               NaN
 541   0.33834    0.84991              NaN               NaN
 542   0.33896    0.84781              NaN               NaN
 543   0.33959    0.84573              NaN               NaN
 544   0.34021    0.84364              NaN               NaN
 545   0.34084    0.84151              NaN               NaN
 546   0.34146    0.83939              NaN               NaN
 547   0.34209    0.83723              NaN               NaN
 548   0.34271    0.83508              NaN               NaN
 549   0.34334    0.83293              NaN               NaN
 550   0.34396    0.83073              NaN               NaN
 551   0.34459    0.82855              NaN               NaN
 552   0.34522    0.82632              NaN               NaN
 553   0.34584    0.82411              NaN               NaN
 554   0.34647    0.82189              NaN               NaN
 555   0.34709    0.81963              NaN               NaN
 556   0.34772    0.81738              NaN               NaN
 557   0.34834    0.81509              NaN               NaN
 558   0.34897    0.81282              NaN               NaN
 559   0.34959    0.81054              NaN               NaN
 560   0.35022    0.80821              NaN               NaN
 561   0.35084    0.80590              NaN               NaN
 562   0.35147    0.80355              NaN               NaN
 563   0.35210    0.80122              NaN               NaN
 564   0.35272    0.79887              NaN               NaN
 565   0.35335    0.79648              NaN               NaN
 566   0.35397    0.79411              NaN               NaN
 567   0.35460    0.79169              NaN               NaN
 568   0.35522    0.78930              NaN               NaN
 569   0.35585    0.78690              NaN               NaN
 570   0.35647    0.78444              NaN               NaN
 571   0.35710    0.78201              NaN               NaN
 572   0.35772    0.77954              NaN               NaN
 573   0.35835    0.77708              NaN               NaN
 574   0.35897    0.77462              NaN               NaN
 575   0.35960    0.77214              NaN               NaN
 576   0.36023    0.76965              NaN               NaN
 577   0.36085    0.76711              NaN               NaN
 578   0.36148    0.76460              NaN               NaN
 579   0.36210    0.76204              NaN               NaN
 580   0.36273    0.75950              NaN               NaN
 581   0.36335    0.75696              NaN               NaN
 582   0.36398    0.75436              NaN               NaN
 583   0.36460    0.75179              NaN               NaN
 584   0.36523    0.74917              NaN               NaN
 585   0.36585    0.74657              NaN               NaN
 586   0.36648    0.74393              NaN               NaN
 587   0.36710    0.74131              NaN               NaN
 588   0.36773    0.73869              NaN               NaN
 589   0.36836    0.73601              NaN               NaN
 590   0.36898    0.73336              NaN               NaN
 591   0.36961    0.73065              NaN               NaN
 592   0.37023    0.72798              NaN               NaN
 593   0.37086    0.72530              NaN               NaN
 594   0.37148    0.72256              NaN               NaN
 595   0.37211    0.71985              NaN               NaN
 596   0.37273    0.71709              NaN               NaN
 597   0.37336    0.71437              NaN               NaN
 598   0.37398    0.71163              NaN               NaN
 599   0.37461    0.70883              NaN               NaN
 600   0.37523    0.70607              NaN               NaN
 601   0.37586    0.70326              NaN               NaN
 602   0.37649    0.70048              NaN               NaN
 603   0.37711    0.69768              NaN               NaN
 604   0.37774    0.69484              NaN               NaN
 605   0.37836    0.69202              NaN               NaN
 606   0.37899    0.68915              NaN               NaN
 607   0.37961    0.68632              NaN               NaN
 608   0.38024    0.68347              NaN               NaN
 609   0.38086    0.68061              NaN               NaN
 610   0.38149    0.67775              NaN               NaN
 611   0.38211    0.67482              NaN               NaN
 612   0.38274    0.67194              NaN               NaN
 613   0.38336    0.66899              NaN               NaN
 614   0.38399    0.66608              NaN               NaN
 615   0.38462    0.66316              NaN               NaN
 616   0.38524    0.66019              NaN               NaN
 617   0.38587    0.65725              NaN               NaN
 618   0.38649    0.65426              NaN               NaN
 619   0.38712    0.65130              NaN               NaN
 620   0.38774    0.64833              NaN               NaN
 621   0.38837    0.64530              NaN               NaN
 622   0.38899    0.64231              NaN               NaN
 623   0.38962    0.63927              NaN               NaN
 624   0.39024    0.63626              NaN               NaN
 625   0.39087    0.63324              NaN               NaN
 626   0.39149    0.63016              NaN               NaN
 627   0.39212    0.62713              NaN               NaN
 628   0.39275    0.62403              NaN               NaN
 629   0.39337    0.62097              NaN               NaN
 630   0.39400    0.61791              NaN               NaN
 631   0.39462    0.61478              NaN               NaN
 632   0.39525    0.61170              NaN               NaN
 633   0.39587    0.60856              NaN               NaN
 634   0.39650    0.60545              NaN               NaN
 635   0.39712    0.60234              NaN               NaN
 636   0.39775    0.59917              NaN               NaN
 637   0.39837    0.59603              NaN               NaN
 638   0.39900    0.59284              NaN               NaN
 639   0.39962    0.58969              NaN               NaN
 640   0.40025    0.58653              NaN               NaN
 641   0.40088    0.58332              NaN               NaN
 642   0.40150    0.58014              NaN               NaN
 643   0.40213    0.57690              NaN               NaN
 644   0.40275    0.57376              NaN               NaN
 645   0.40338    0.57050              NaN               NaN
 646   0.40400    0.56729              NaN               NaN
 647   0.40463    0.56407              NaN               NaN
 648   0.40525    0.56079              NaN               NaN
 649   0.40588    0.55755              NaN               NaN
 650   0.40650    0.55425              NaN               NaN
 651   0.40713    0.55100              NaN               NaN
 652   0.40775    0.54768              NaN               NaN
 653   0.40838    0.54441              NaN               NaN
 654   0.40901    0.54113              NaN               NaN
 655   0.40963    0.53779              NaN               NaN
 656   0.41026    0.53449              NaN               NaN
 657   0.41088    0.53113              NaN               NaN
 658   0.41151    0.52782              NaN               NaN
 659   0.41213    0.52450              NaN               NaN
 660   0.41276    0.52112              NaN               NaN
 661   0.41338    0.51778              NaN               NaN
 662   0.41401    0.51438              NaN               NaN
 663   0.41463    0.51103              NaN               NaN
