 i       X     FEXACT   FI_FTCS   ERR_FTCS
  50  -0.94998   0.50025              NaN              NaN
  51  -0.94897   0.51026              NaN              NaN
  52  -0.94797   0.52026              NaN              NaN
  53  -0.94697   0.53026              NaN              NaN
  54  -0.94597   0.54027              NaN              NaN
  55  -0.94497   0.55027              NaN              NaN
  56  -0.94397   0.56028              NaN              NaN
  57  -0.94297   0.57029              NaN              NaN
  58  -0.94197   0.58029              NaN              NaN
  59  -0.94097   0.59030              NaN              NaN
  60  -0.93997   0.60030              NaN              NaN
  61  -0.93897   0.61031              NaN              NaN
  62  -0.93797   0.62031              NaN              NaN
  63  -0.93697   0.63031              NaN              NaN
  64  -0.93597   0.64032              NaN              NaN
  65  -0.93497   0.65032              NaN              NaN
  66  -0.93397   0.66033              NaN              NaN
  67  -0.93297   0.67034              NaN              NaN
  68  -0.93197   0.68034              NaN              NaN
  69  -0.93097   0.69035              NaN              NaN
  70  -0.92996   0.70035              NaN              NaN
  71  -0.92896   0.71036              NaN              NaN
  72  -0.92796   0.72036              NaN              NaN
  73  -0.92696   0.73037              NaN              NaN
  74  -0.92596   0.74037              NaN              NaN
  75  -0.92496   0.75037              NaN              NaN
  76  -0.92396   0.76038              NaN              NaN
  77  -0.92296   0.77039              NaN              NaN
  78  -0.92196   0.78039              NaN              NaN
  79  -0.92096   0.79040              NaN              NaN
  80  -0.91996   0.80040              NaN              NaN
  81  -0.91896   0.81041              NaN              NaN
  82  -0.91796   0.82041              NaN              NaN
  83  -0.91696   0.83042              NaN              NaN
  84  -0.91596   0.84042              NaN              NaN
  85  -0.91496   0.85042              NaN              NaN
  86  -0.91396   0.86043              NaN              NaN
  87  -0.91296   0.87044              NaN              NaN
  88  -0.91196   0.88044              NaN              NaN
  89  -0.91096   0.89045              NaN              NaN
  90  -0.90995   0.90045              NaN              NaN
  91  -0.90895   0.91045              NaN              NaN
  92  -0.90795   0.92046              NaN              NaN
  93  -0.90695   0.93047              NaN              NaN
  94  -0.90595   0.94047              NaN              NaN
  95  -0.90495   0.95047              NaN              NaN
  96  -0.90395   0.96048              NaN              NaN
  97  -0.90295   0.97049              NaN              NaN
  98  -0.90195   0.98049              NaN              NaN
  99  -0.90095   0.99050              NaN              NaN
 100  -0.89995   0.99950              NaN              NaN
 101  -0.89895   0.98950              NaN              NaN
 102  -0.89795   0.97949              NaN              NaN
 103  -0.89695   0.96948              NaN              NaN
 104  -0.89595   0.95948              NaN              NaN
 105  -0.89495   0.94948              NaN              NaN
 106  -0.89395   0.93947              NaN              NaN
 107  -0.89295   0.92946              NaN              NaN
 108  -0.89195   0.91946              NaN              NaN
 109  -0.89095   0.90945              NaN              NaN
 110  -0.88994   0.89945              NaN              NaN
 111  -0.88894   0.88944              NaN              NaN
 112  -0.88794   0.87944              NaN              NaN
 113  -0.88694   0.86943              NaN              NaN
 114  -0.88594   0.85943              NaN              NaN
 115  -0.88494   0.84943              NaN              NaN
 116  -0.88394   0.83942              NaN              NaN
 117  -0.88294   0.82941              NaN              NaN
 118  -0.88194   0.81941              NaN              NaN
 119  -0.88094   0.80940              NaN              NaN
 120  -0.87994   0.79940              NaN              NaN
 121  -0.87894   0.78939              NaN              NaN
 122  -0.87794   0.77939              NaN              NaN
 123  -0.87694   0.76938              NaN              NaN
 124  -0.87594   0.75938              NaN              NaN
 125  -0.87494   0.74938              NaN              NaN
 126  -0.87394   0.73937              NaN              NaN
 127  -0.87294   0.72936              NaN              NaN
 128  -0.87194   0.71936              NaN              NaN
 129  -0.87094   0.70935              NaN              NaN
 130  -0.86993   0.69935              NaN              NaN
 131  -0.86893   0.68934              NaN              NaN
 132  -0.86793   0.67934              NaN              NaN
 133  -0.86693   0.66933              NaN              NaN
 134  -0.86593   0.65933              NaN              NaN
 135  -0.86493   0.64933              NaN              NaN
 136  -0.86393   0.63932              NaN              NaN
 137  -0.86293   0.62931              NaN              NaN
 138  -0.86193   0.61931              NaN              NaN
 139  -0.86093   0.60930              NaN              NaN
 140  -0.85993   0.59930              NaN              NaN
 141  -0.85893   0.58929              NaN              NaN
 142  -0.85793   0.57929              NaN              NaN
 143  -0.85693   0.56928              NaN              NaN
 144  -0.85593   0.55928              NaN              NaN
 145  -0.85493   0.54928              NaN              NaN
 146  -0.85393   0.53927              NaN              NaN
 147  -0.85293   0.52926              NaN              NaN
 148  -0.85193   0.51926              NaN              NaN
 149  -0.85093   0.50925              NaN              NaN
 150  -0.84992   0.49925              NaN              NaN
 151  -0.84892   0.48924              NaN              NaN
 152  -0.84792   0.47924              NaN              NaN
 153  -0.84692   0.46923              NaN              NaN
 154  -0.84592   0.45923              NaN              NaN
 155  -0.84492   0.44922              NaN              NaN
 156  -0.84392   0.43922              NaN              NaN
 157  -0.84292   0.42921              NaN              NaN
 158  -0.84192   0.41921              NaN              NaN
 159  -0.84092   0.40920              NaN              NaN
 160  -0.83992   0.39920              NaN              NaN
 161  -0.83892   0.38919              NaN              NaN
 162  -0.83792   0.37919              NaN              NaN
 163  -0.83692   0.36918              NaN              NaN
 164  -0.83592   0.35918              NaN              NaN
 165  -0.83492   0.34917              NaN              NaN
 166  -0.83392   0.33917              NaN              NaN
 167  -0.83292   0.32916              NaN              NaN
 168  -0.83192   0.31916              NaN              NaN
 169  -0.83092   0.30915              NaN              NaN
 170  -0.82991   0.29915              NaN              NaN
 171  -0.82891   0.28914              NaN              NaN
 172  -0.82791   0.27914              NaN              NaN
 173  -0.82691   0.26913              NaN              NaN
 174  -0.82591   0.25913              NaN              NaN
 175  -0.82491   0.24912              NaN              NaN
 176  -0.82391   0.23912              NaN              NaN
 177  -0.82291   0.22912              NaN              NaN
 178  -0.82191   0.21911              NaN              NaN
 179  -0.82091   0.20910              NaN              NaN
 180  -0.81991   0.19910              NaN              NaN
 181  -0.81891   0.18909              NaN              NaN
 182  -0.81791   0.17909              NaN              NaN
 183  -0.81691   0.16908              NaN              NaN
 184  -0.81591   0.15908              NaN              NaN
 185  -0.81491   0.14907              NaN              NaN
 186  -0.81391   0.13907              NaN              NaN
 187  -0.81291   0.12907              NaN              NaN
 188  -0.81191   0.11906              NaN              NaN
 189  -0.81091   0.10905              NaN              NaN
 190  -0.80990   0.09905              NaN              NaN
 191  -0.80890   0.08904              NaN              NaN
 192  -0.80790   0.07904              NaN              NaN
 193  -0.80690   0.06903              NaN              NaN
 194  -0.80590   0.05903              NaN              NaN
 195  -0.80490   0.04902              NaN              NaN
 196  -0.80390   0.03902              NaN              NaN
 197  -0.80290   0.02902              NaN              NaN
 198  -0.80190   0.01901              NaN              NaN
 199  -0.80090   0.00900              NaN              NaN
 200  -0.79990   0.00000              NaN              NaN
 201  -0.79890   0.00000              NaN              NaN
 202  -0.79790   0.00000              NaN              NaN
 203  -0.79690   0.00000              NaN              NaN
 204  -0.79590   0.00000              NaN              NaN
 205  -0.79490   0.00000              NaN              NaN
 206  -0.79390   0.00000              NaN              NaN
 207  -0.79290   0.00000              NaN              NaN
 208  -0.79190   0.00000              NaN              NaN
 209  -0.79090   0.00000              NaN              NaN
 210  -0.78989   0.00000              NaN              NaN
 211  -0.78889   0.00000              NaN              NaN
 212  -0.78789   0.00000              NaN              NaN
 213  -0.78689   0.00000              NaN              NaN
 214  -0.78589   0.00000              NaN              NaN
 215  -0.78489   0.00000              NaN              NaN
 216  -0.78389   0.00000              NaN              NaN
 217  -0.78289   0.00000              NaN              NaN
 218  -0.78189   0.00000              NaN              NaN
 219  -0.78089   0.00000              NaN              NaN
 220  -0.77989   0.00000              NaN              NaN
 221  -0.77889   0.00000              NaN              NaN
 222  -0.77789   0.00000              NaN              NaN
 223  -0.77689   0.00000              NaN              NaN
 224  -0.77589   0.00000              NaN              NaN
 225  -0.77489   0.00000              NaN              NaN
 226  -0.77389   0.00000              NaN              NaN
 227  -0.77289   0.00000              NaN              NaN
 228  -0.77189   0.00000              NaN              NaN
 229  -0.77089   0.00000              NaN              NaN
 230  -0.76988   0.00000              NaN              NaN
 231  -0.76888   0.00000              NaN              NaN
 232  -0.76788   0.00000              NaN              NaN
 233  -0.76688   0.00000              NaN              NaN
 234  -0.76588   0.00000              NaN              NaN
 235  -0.76488   0.00000              NaN              NaN
 236  -0.76388   0.00000              NaN              NaN
 237  -0.76288   0.00000              NaN              NaN
 238  -0.76188   0.00000              NaN              NaN
 239  -0.76088   0.00000              NaN              NaN
 240  -0.75988   0.00000              NaN              NaN
 241  -0.75888   0.00000              NaN              NaN
 242  -0.75788   0.00000              NaN              NaN
 243  -0.75688   0.00000              NaN              NaN
 244  -0.75588   0.00000              NaN              NaN
 245  -0.75488   0.00000              NaN              NaN
 246  -0.75388   0.00000              NaN              NaN
 247  -0.75288   0.00000              NaN              NaN
 248  -0.75188   0.00000              NaN              NaN
 249  -0.75088   0.00000              NaN              NaN
 250  -0.74987   0.00000              NaN              NaN
 251  -0.74887   0.00000              NaN              NaN
 252  -0.74787   0.00000              NaN              NaN
 253  -0.74687   0.00000              NaN              NaN
 254  -0.74587   0.00000              NaN              NaN
 255  -0.74487   0.00000              NaN              NaN
 256  -0.74387   0.00000              NaN              NaN
 257  -0.74287   0.00000              NaN              NaN
 258  -0.74187   0.00000              NaN              NaN
 259  -0.74087   0.00000              NaN              NaN
 260  -0.73987   0.00000              NaN              NaN
 261  -0.73887   0.00000              NaN              NaN
 262  -0.73787   0.00000              NaN              NaN
 263  -0.73687   0.00000              NaN              NaN
 264  -0.73587   0.00000              NaN              NaN
 265  -0.73487   0.00000              NaN              NaN
 266  -0.73387   0.00000              NaN              NaN
 267  -0.73287   0.00000              NaN              NaN
 268  -0.73187   0.00000              NaN              NaN
 269  -0.73087   0.00000              NaN              NaN
 270  -0.72986   0.00000              NaN              NaN
 271  -0.72886   0.00000              NaN              NaN
 272  -0.72786   0.00000              NaN              NaN
 273  -0.72686   0.00000              NaN              NaN
 274  -0.72586   0.00000              NaN              NaN
 275  -0.72486   0.00000              NaN              NaN
 276  -0.72386   0.00000              NaN              NaN
 277  -0.72286   0.00000              NaN              NaN
 278  -0.72186   0.00000              NaN              NaN
 279  -0.72086   0.00000              NaN              NaN
 280  -0.71986   0.00000              NaN              NaN
 281  -0.71886   0.00000              NaN              NaN
 282  -0.71786   0.00000              NaN              NaN
 283  -0.71686   0.00000              NaN              NaN
 284  -0.71586   0.00000              NaN              NaN
 285  -0.71486   0.00000              NaN              NaN
 286  -0.71386   0.00000              NaN              NaN
 287  -0.71286   0.00000              NaN              NaN
 288  -0.71186   0.00000              NaN              NaN
 289  -0.71086   0.00000              NaN              NaN
 290  -0.70985   0.00000              NaN              NaN
 291  -0.70885   0.00000              NaN              NaN
 292  -0.70785   0.00000              NaN              NaN
 293  -0.70685   0.00000              NaN              NaN
 294  -0.70585   0.00000              NaN              NaN
 295  -0.70485   0.00000              NaN              NaN
 296  -0.70385   0.00000              NaN              NaN
 297  -0.70285   0.00000              NaN              NaN
 298  -0.70185   0.00000              NaN              NaN
 299  -0.70085   0.00000              NaN              NaN
 300  -0.69985   0.00000              NaN              NaN
 301  -0.69885   0.00000              NaN              NaN
 302  -0.69785   0.00000              NaN              NaN
 303  -0.69685   0.00000              NaN              NaN
 304  -0.69585   0.00000              NaN              NaN
 305  -0.69485   0.00000              NaN              NaN
 306  -0.69385   0.00000              NaN              NaN
 307  -0.69285   0.00000              NaN              NaN
 308  -0.69185   0.00000              NaN              NaN
 309  -0.69085   0.00000              NaN              NaN
 310  -0.68984   0.00000              NaN              NaN
 311  -0.68884   0.00000              NaN              NaN
 312  -0.68784   0.00000              NaN              NaN
 313  -0.68684   0.00000              NaN              NaN
 314  -0.68584   0.00000              NaN              NaN
 315  -0.68484   0.00000              NaN              NaN
 316  -0.68384   0.00000              NaN              NaN
 317  -0.68284   0.00000              NaN              NaN
 318  -0.68184   0.00000              NaN              NaN
 319  -0.68084   0.00000              NaN              NaN
 320  -0.67984   0.00000              NaN              NaN
 321  -0.67884   0.00000              NaN              NaN
 322  -0.67784   0.00000              NaN              NaN
 323  -0.67684   0.00000              NaN              NaN
 324  -0.67584   0.00000              NaN              NaN
 325  -0.67484   0.00000              NaN              NaN
 326  -0.67384   0.00000              NaN              NaN
 327  -0.67284   0.00000              NaN              NaN
 328  -0.67184   0.00000              NaN              NaN
 329  -0.67084   0.00000              NaN              NaN
 330  -0.66983   0.00000              NaN              NaN
 331  -0.66883   0.00000              NaN              NaN
 332  -0.66783   0.00000              NaN              NaN
 333  -0.66683   0.00000              NaN              NaN
 334  -0.66583   0.00000              NaN              NaN
 335  -0.66483   0.00000              NaN              NaN
 336  -0.66383   0.00000              NaN              NaN
 337  -0.66283   0.00000              NaN              NaN
 338  -0.66183   0.00000              NaN              NaN
 339  -0.66083   0.00000              NaN              NaN
 340  -0.65983   0.00000              NaN              NaN
 341  -0.65883   0.00000              NaN              NaN
 342  -0.65783   0.00000              NaN              NaN
 343  -0.65683   0.00000              NaN              NaN
 344  -0.65583   0.00000              NaN              NaN
 345  -0.65483   0.00000              NaN              NaN
 346  -0.65383   0.00000              NaN              NaN
 347  -0.65283   0.00000              NaN              NaN
 348  -0.65183   0.00000              NaN              NaN
 349  -0.65083   0.00000              NaN              NaN
 350  -0.64982   0.00000              NaN              NaN
 351  -0.64882   0.00000              NaN              NaN
 352  -0.64782   0.00000              NaN              NaN
 353  -0.64682   0.00000              NaN              NaN
 354  -0.64582   0.00000              NaN              NaN
 355  -0.64482   0.00000              NaN              NaN
 356  -0.64382   0.00000              NaN              NaN
 357  -0.64282   0.00000              NaN              NaN
 358  -0.64182   0.00000              NaN              NaN
 359  -0.64082   0.00000              NaN              NaN
 360  -0.63982   0.00000              NaN              NaN
 361  -0.63882   0.00000              NaN              NaN
 362  -0.63782   0.00000              NaN              NaN
 363  -0.63682   0.00000              NaN              NaN
 364  -0.63582   0.00000              NaN              NaN
 365  -0.63482   0.00000              NaN              NaN
 366  -0.63382   0.00000              NaN              NaN
 367  -0.63282   0.00000              NaN              NaN
 368  -0.63182   0.00000              NaN              NaN
 369  -0.63082   0.00000              NaN              NaN
 370  -0.62981   0.00000              NaN              NaN
 371  -0.62881   0.00000              NaN              NaN
 372  -0.62781   0.00000              NaN              NaN
 373  -0.62681   0.00000              NaN              NaN
 374  -0.62581   0.00000              NaN              NaN
 375  -0.62481   0.00000              NaN              NaN
 376  -0.62381   0.00000              NaN              NaN
 377  -0.62281   0.00000              NaN              NaN
 378  -0.62181   0.00000              NaN              NaN
 379  -0.62081   0.00000              NaN              NaN
 380  -0.61981   0.00000              NaN              NaN
 381  -0.61881   0.00000              NaN              NaN
 382  -0.61781   0.00000              NaN              NaN
 383  -0.61681   0.00000              NaN              NaN
 384  -0.61581   0.00000              NaN              NaN
 385  -0.61481   0.00000              NaN              NaN
 386  -0.61381   0.00000              NaN              NaN
 387  -0.61281   0.00000              NaN              NaN
 388  -0.61181   0.00000              NaN              NaN
 389  -0.61081   0.00000              NaN              NaN
 390  -0.60980   0.00000              NaN              NaN
 391  -0.60880   0.00000              NaN              NaN
 392  -0.60780   0.00000              NaN              NaN
 393  -0.60680   0.00000              NaN              NaN
 394  -0.60580   0.00000              NaN              NaN
 395  -0.60480   0.00000              NaN              NaN
 396  -0.60380   0.00000              NaN              NaN
 397  -0.60280   0.00000              NaN              NaN
 398  -0.60180   0.00000              NaN              NaN
 399  -0.60080   0.00000              NaN              NaN
 400  -0.59980   0.06323              NaN              NaN
 401  -0.59880   0.15450              NaN              NaN
 402  -0.59780   0.20866              NaN              NaN
 403  -0.59680   0.25101              NaN              NaN
 404  -0.59580   0.28684              NaN              NaN
 405  -0.59480   0.31835              NaN              NaN
 406  -0.59380   0.34672              NaN              NaN
 407  -0.59280   0.37267              NaN              NaN
 408  -0.59180   0.39667              NaN              NaN
 409  -0.59080   0.41907              NaN              NaN
 410  -0.58979   0.44010              NaN              NaN
 411  -0.58879   0.45995              NaN              NaN
 412  -0.58779   0.47877              NaN              NaN
 413  -0.58679   0.49668              NaN              NaN
 414  -0.58579   0.51377              NaN              NaN
 415  -0.58479   0.53012              NaN              NaN
 416  -0.58379   0.54580              NaN              NaN
 417  -0.58279   0.56086              NaN              NaN
 418  -0.58179   0.57535              NaN              NaN
 419  -0.58079   0.58931              NaN              NaN
 420  -0.57979   0.60279              NaN              NaN
 421  -0.57879   0.61581              NaN              NaN
 422  -0.57779   0.62840              NaN              NaN
 423  -0.57679   0.64059              NaN              NaN
 424  -0.57579   0.65240              NaN              NaN
 425  -0.57479   0.66384              NaN              NaN
 426  -0.57379   0.67494              NaN              NaN
 427  -0.57279   0.68572              NaN              NaN
 428  -0.57179   0.69619              NaN              NaN
 429  -0.57079   0.70636              NaN              NaN
 430  -0.56978   0.71625              NaN              NaN
 431  -0.56878   0.72586              NaN              NaN
 432  -0.56778   0.73521              NaN              NaN
 433  -0.56678   0.74431              NaN              NaN
 434  -0.56578   0.75317              NaN              NaN
 435  -0.56478   0.76179              NaN              NaN
 436  -0.56378   0.77019              NaN              NaN
 437  -0.56278   0.77836              NaN              NaN
 438  -0.56178   0.78633              NaN              NaN
 439  -0.56078   0.79409              NaN              NaN
 440  -0.55978   0.80165              NaN              NaN
 441  -0.55878   0.80901              NaN              NaN
 442  -0.55778   0.81619              NaN              NaN
 443  -0.55678   0.82318              NaN              NaN
 444  -0.55578   0.82999              NaN              NaN
 445  -0.55478   0.83663              NaN              NaN
 446  -0.55378   0.84309              NaN              NaN
 447  -0.55278   0.84939              NaN              NaN
 448  -0.55178   0.85553              NaN              NaN
 449  -0.55078   0.86150              NaN              NaN
 450  -0.54977   0.86732              NaN              NaN
 451  -0.54877   0.87299              NaN              NaN
 452  -0.54777   0.87850              NaN              NaN
 453  -0.54677   0.88387              NaN              NaN
 454  -0.54577   0.88909              NaN              NaN
 455  -0.54477   0.89417              NaN              NaN
 456  -0.54377   0.89911              NaN              NaN
 457  -0.54277   0.90391              NaN              NaN
 458  -0.54177   0.90858              NaN              NaN
 459  -0.54077   0.91311              NaN              NaN
 460  -0.53977   0.91752              NaN              NaN
 461  -0.53877   0.92179              NaN              NaN
 462  -0.53777   0.92593              NaN              NaN
 463  -0.53677   0.92995              NaN              NaN
 464  -0.53577   0.93384              NaN              NaN
 465  -0.53477   0.93762              NaN              NaN
 466  -0.53377   0.94127              NaN              NaN
 467  -0.53277   0.94479              NaN              NaN
 468  -0.53177   0.94820              NaN              NaN
 469  -0.53077   0.95150              NaN              NaN
 470  -0.52976   0.95468              NaN              NaN
 471  -0.52876   0.95774              NaN              NaN
 472  -0.52776   0.96069              NaN              NaN
 473  -0.52676   0.96352              NaN              NaN
 474  -0.52576   0.96624              NaN              NaN
 475  -0.52476   0.96886              NaN              NaN
 476  -0.52376   0.97136              NaN              NaN
 477  -0.52276   0.97375              NaN              NaN
 478  -0.52176   0.97604              NaN              NaN
 479  -0.52076   0.97821              NaN              NaN
 480  -0.51976   0.98028              NaN              NaN
 481  -0.51876   0.98225              NaN              NaN
 482  -0.51776   0.98410              NaN              NaN
 483  -0.51676   0.98586              NaN              NaN
 484  -0.51576   0.98751              NaN              NaN
 485  -0.51476   0.98905              NaN              NaN
 486  -0.51376   0.99049              NaN              NaN
 487  -0.51276   0.99183              NaN              NaN
 488  -0.51176   0.99307              NaN              NaN
 489  -0.51076   0.99420              NaN              NaN
 490  -0.50975   0.99523              NaN              NaN
 491  -0.50875   0.99616              NaN              NaN
 492  -0.50775   0.99699              NaN              NaN
 493  -0.50675   0.99772              NaN              NaN
 494  -0.50575   0.99834              NaN              NaN
 495  -0.50475   0.99887              NaN              NaN
 496  -0.50375   0.99930              NaN              NaN
 497  -0.50275   0.99962              NaN              NaN
 498  -0.50175   0.99985              NaN              NaN
 499  -0.50075   0.99997              NaN              NaN
 500  -0.49975   1.00000              NaN              NaN
 501  -0.49875   0.99992              NaN              NaN
 502  -0.49775   0.99975              NaN              NaN
 503  -0.49675   0.99947              NaN              NaN
 504  -0.49575   0.99910              NaN              NaN
 505  -0.49475   0.99862              NaN              NaN
 506  -0.49375   0.99804              NaN              NaN
 507  -0.49275   0.99737              NaN              NaN
 508  -0.49175   0.99659              NaN              NaN
 509  -0.49075   0.99571              NaN              NaN
 510  -0.48974   0.99473              NaN              NaN
 511  -0.48874   0.99365              NaN              NaN
 512  -0.48774   0.99246              NaN              NaN
 513  -0.48674   0.99117              NaN              NaN
 514  -0.48574   0.98978              NaN              NaN
 515  -0.48474   0.98829              NaN              NaN
 516  -0.48374   0.98670              NaN              NaN
 517  -0.48274   0.98499              NaN              NaN
 518  -0.48174   0.98319              NaN              NaN
 519  -0.48074   0.98128              NaN              NaN
 520  -0.47974   0.97926              NaN              NaN
 521  -0.47874   0.97714              NaN              NaN
 522  -0.47774   0.97491              NaN              NaN
 523  -0.47674   0.97257              NaN              NaN
 524  -0.47574   0.97012              NaN              NaN
 525  -0.47474   0.96756              NaN              NaN
 526  -0.47374   0.96490              NaN              NaN
 527  -0.47274   0.96212              NaN              NaN
 528  -0.47174   0.95923              NaN              NaN
 529  -0.47074   0.95622              NaN              NaN
 530  -0.46973   0.95310              NaN              NaN
 531  -0.46873   0.94987              NaN              NaN
 532  -0.46773   0.94651              NaN              NaN
 533  -0.46673   0.94304              NaN              NaN
 534  -0.46573   0.93946              NaN              NaN
 535  -0.46473   0.93575              NaN              NaN
 536  -0.46373   0.93191              NaN              NaN
 537  -0.46273   0.92796              NaN              NaN
 538  -0.46173   0.92388              NaN              NaN
 539  -0.46073   0.91967              NaN              NaN
 540  -0.45973   0.91533              NaN              NaN
 541  -0.45873   0.91086              NaN              NaN
 542  -0.45773   0.90626              NaN              NaN
 543  -0.45673   0.90153              NaN              NaN
 544  -0.45573   0.89666              NaN              NaN
 545  -0.45473   0.89165              NaN              NaN
 546  -0.45373   0.88650              NaN              NaN
 547  -0.45273   0.88120              NaN              NaN
 548  -0.45173   0.87576              NaN              NaN
 549  -0.45073   0.87017              NaN              NaN
 550  -0.44972   0.86443              NaN              NaN
 551  -0.44872   0.85853              NaN              NaN
 552  -0.44772   0.85248              NaN              NaN
 553  -0.44672   0.84626              NaN              NaN
 554  -0.44572   0.83988              NaN              NaN
 555  -0.44472   0.83333              NaN              NaN
 556  -0.44372   0.82661              NaN              NaN
 557  -0.44272   0.81970              NaN              NaN
 558  -0.44172   0.81262              NaN              NaN
 559  -0.44072   0.80535              NaN              NaN
 560  -0.43972   0.79789              NaN              NaN
 561  -0.43872   0.79023              NaN              NaN
 562  -0.43772   0.78237              NaN              NaN
 563  -0.43672   0.77430              NaN              NaN
 564  -0.43572   0.76602              NaN              NaN
 565  -0.43472   0.75751              NaN              NaN
 566  -0.43372   0.74877              NaN              NaN
 567  -0.43272   0.73979              NaN              NaN
 568  -0.43172   0.73057              NaN              NaN
 569  -0.43072   0.72108              NaN              NaN
 570  -0.42971   0.71134              NaN              NaN
 571  -0.42871   0.70131              NaN              NaN
 572  -0.42771   0.69099              NaN              NaN
 573  -0.42671   0.68037              NaN              NaN
 574  -0.42571   0.66943              NaN              NaN
 575  -0.42471   0.65816              NaN              NaN
 576  -0.42371   0.64654              NaN              NaN
 577  -0.42271   0.63454              NaN              NaN
 578  -0.42171   0.62216              NaN              NaN
 579  -0.42071   0.60936              NaN              NaN
 580  -0.41971   0.59611              NaN              NaN
 581  -0.41871   0.58239              NaN              NaN
 582  -0.41771   0.56817              NaN              NaN
 583  -0.41671   0.55340              NaN              NaN
 584  -0.41571   0.53804              NaN              NaN
 585  -0.41471   0.52203              NaN              NaN
 586  -0.41371   0.50532              NaN              NaN
 587  -0.41271   0.48783              NaN              NaN
 588  -0.41171   0.46948              NaN              NaN
 589  -0.41071   0.45016              NaN              NaN
 590  -0.40970   0.42974              NaN              NaN
 591  -0.40870   0.40806              NaN              NaN
 592  -0.40770   0.38489              NaN              NaN
 593  -0.40670   0.35996              NaN              NaN
 594  -0.40570   0.33287              NaN              NaN
 595  -0.40470   0.30304              NaN              NaN
 596  -0.40370   0.26957              NaN              NaN
 597  -0.40270   0.23086              NaN              NaN
 598  -0.40170   0.18365              NaN              NaN
 599  -0.40070   0.11814              NaN              NaN
 600  -0.39970   0.00000              NaN              NaN
 601  -0.39870   0.00000              NaN              NaN
 602  -0.39770   0.00000              NaN              NaN
 603  -0.39670   0.00000              NaN              NaN
 604  -0.39570   0.00000              NaN              NaN
 605  -0.39470   0.00000              NaN              NaN
 606  -0.39370   0.00000              NaN              NaN
 607  -0.39270   0.00000              NaN              NaN
 608  -0.39170   0.00000              NaN              NaN
 609  -0.39070   0.00000              NaN              NaN
 610  -0.38969   0.00000              NaN              NaN
 611  -0.38869   0.00000              NaN              NaN
 612  -0.38769   0.00000              NaN              NaN
 613  -0.38669   0.00000              NaN              NaN
 614  -0.38569   0.00000              NaN              NaN
 615  -0.38469   0.00000              NaN              NaN
 616  -0.38369   0.00000              NaN              NaN
 617  -0.38269   0.00000              NaN              NaN
 618  -0.38169   0.00000              NaN              NaN
 619  -0.38069   0.00000              NaN              NaN
 620  -0.37969   0.00000              NaN              NaN
 621  -0.37869   0.00000              NaN              NaN
 622  -0.37769   0.00000              NaN              NaN
 623  -0.37669   0.00000              NaN              NaN
 624  -0.37569   0.00000              NaN              NaN
 625  -0.37469   0.00000              NaN              NaN
 626  -0.37369   0.00000              NaN              NaN
 627  -0.37269   0.00000              NaN              NaN
 628  -0.37169   0.00000              NaN              NaN
 629  -0.37069   0.00000              NaN              NaN
 630  -0.36968   0.00000              NaN              NaN
 631  -0.36868   0.00000              NaN              NaN
 632  -0.36768   0.00000              NaN              NaN
