 i       X     FEXACT   FI_UPWIND   ERR_UP
   0  -1.00000   0.00000    0.037984    0.037984
   1  -0.99900   0.01001    0.042973    0.032968
   2  -0.99800   0.02001    0.048361    0.028351
   3  -0.99700   0.03001    0.054145    0.024131
   4  -0.99600   0.04002    0.060318    0.020298
   5  -0.99500   0.05002    0.066869    0.016844
   6  -0.99400   0.06003    0.073786    0.013755
   7  -0.99300   0.07004    0.081050    0.011014
   8  -0.99200   0.08004    0.088642    0.008602
   9  -0.99100   0.09004    0.096540    0.006495
  10  -0.99000   0.10005    0.104722    0.004672
  11  -0.98899   0.11006    0.113162    0.003106
  12  -0.98799   0.12006    0.121836    0.001775
  13  -0.98699   0.13006    0.130719    0.000654
  14  -0.98599   0.14007    0.139787    0.000284
  15  -0.98499   0.15007    0.149017    0.001058
  16  -0.98399   0.16008    0.158388    0.001692
  17  -0.98299   0.17009    0.167878    0.002207
  18  -0.98199   0.18009    0.177470    0.002619
  19  -0.98099   0.19010    0.187147    0.002949
  20  -0.97999   0.20010    0.196893    0.003207
  21  -0.97899   0.21011    0.206697    0.003408
  22  -0.97799   0.22011    0.216548    0.003563
  23  -0.97699   0.23011    0.226435    0.003679
  24  -0.97599   0.24012    0.236351    0.003769
  25  -0.97499   0.25012    0.246290    0.003834
  26  -0.97399   0.26013    0.256247    0.003883
  27  -0.97299   0.27014    0.266217    0.003919
  28  -0.97199   0.28014    0.276196    0.003943
  29  -0.97099   0.29015    0.286183    0.003963
  30  -0.96999   0.30015    0.296176    0.003974
  31  -0.96898   0.31016    0.306172    0.003983
  32  -0.96798   0.32016    0.316171    0.003989
  33  -0.96698   0.33016    0.326172    0.003992
  34  -0.96598   0.34017    0.336175    0.003996
  35  -0.96498   0.35017    0.346178    0.003997
  36  -0.96398   0.36018    0.356182    0.003999
  37  -0.96298   0.37019    0.366186    0.004000
  38  -0.96198   0.38019    0.376190    0.003999
  39  -0.96098   0.39020    0.386194    0.004002
  40  -0.95998   0.40020    0.396199    0.004001
  41  -0.95898   0.41021    0.406203    0.004002
  42  -0.95798   0.42021    0.416207    0.004003
  43  -0.95698   0.43021    0.426212    0.004003
  44  -0.95598   0.44022    0.436216    0.004005
  45  -0.95498   0.45022    0.446221    0.004004
  46  -0.95398   0.46023    0.456225    0.004005
  47  -0.95298   0.47024    0.466230    0.004006
  48  -0.95198   0.48024    0.476234    0.004005
  49  -0.95098   0.49025    0.486239    0.004007
  50  -0.94998   0.50025    0.496243    0.004007
  51  -0.94897   0.51026    0.506247    0.004008
  52  -0.94797   0.52026    0.516252    0.004009
  53  -0.94697   0.53026    0.526256    0.004009
  54  -0.94597   0.54027    0.536260    0.004011
  55  -0.94497   0.55027    0.546264    0.004011
  56  -0.94397   0.56028    0.556268    0.004012
  57  -0.94297   0.57029    0.566272    0.004013
  58  -0.94197   0.58029    0.576277    0.004013
  59  -0.94097   0.59030    0.586281    0.004015
  60  -0.93997   0.60030    0.596285    0.004015
  61  -0.93897   0.61031    0.606289    0.004016
  62  -0.93797   0.62031    0.616293    0.004018
  63  -0.93697   0.63031    0.626295    0.004019
  64  -0.93597   0.64032    0.636297    0.004024
  65  -0.93497   0.65032    0.646296    0.004029
  66  -0.93397   0.66033    0.656294    0.004036
  67  -0.93297   0.67034    0.666288    0.004047
  68  -0.93197   0.68034    0.676278    0.004063
  69  -0.93097   0.69035    0.686262    0.004084
  70  -0.92996   0.70035    0.696238    0.004111
  71  -0.92896   0.71036    0.706205    0.004150
  72  -0.92796   0.72036    0.716158    0.004202
  73  -0.92696   0.73037    0.726095    0.004271
  74  -0.92596   0.74037    0.736009    0.004362
  75  -0.92496   0.75037    0.745895    0.004480
  76  -0.92396   0.76038    0.755745    0.004635
  77  -0.92296   0.77039    0.765549    0.004836
  78  -0.92196   0.78039    0.775298    0.005092
  79  -0.92096   0.79040    0.784977    0.005419
  80  -0.91996   0.80040    0.794571    0.005829
  81  -0.91896   0.81041    0.804060    0.006345
  82  -0.91796   0.82041    0.813424    0.006986
  83  -0.91696   0.83042    0.822639    0.007777
  84  -0.91596   0.84042    0.831676    0.008745
  85  -0.91496   0.85042    0.840504    0.009921
  86  -0.91396   0.86043    0.849088    0.011342
  87  -0.91296   0.87044    0.857393    0.013042
  88  -0.91196   0.88044    0.865376    0.015064
  89  -0.91096   0.89045    0.872995    0.017450
  90  -0.90995   0.90045    0.880206    0.020244
  91  -0.90895   0.91045    0.886960    0.023495
  92  -0.90795   0.92046    0.893213    0.027247
  93  -0.90695   0.93047    0.898916    0.031549
  94  -0.90595   0.94047    0.904025    0.036446
  95  -0.90495   0.95047    0.908495    0.041979
  96  -0.90395   0.96048    0.912288    0.048192
  97  -0.90295   0.97049    0.915367    0.055118
  98  -0.90195   0.98049    0.917702    0.062788
  99  -0.90095   0.99050    0.919269    0.071227
 100  -0.89995   0.99950    0.920051    0.079450
 101  -0.89895   0.98950    0.920037    0.069458
 102  -0.89795   0.97949    0.919227    0.060263
 103  -0.89695   0.96948    0.917625    0.051860
 104  -0.89595   0.95948    0.915246    0.044234
 105  -0.89495   0.94948    0.912110    0.037365
