 i       X     FEXACT   FI_FTCS   ERR_FTCS
 281   0.40852   0.40364              NaN              NaN
 282   0.41353   0.50200              NaN              NaN
 283   0.41855   0.57971              NaN              NaN
 284   0.42356   0.64503              NaN              NaN
 285   0.42857   0.70003              NaN              NaN
 286   0.43358   0.74768              NaN              NaN
 287   0.43860   0.78930              NaN              NaN
 288   0.44361   0.82580              NaN              NaN
 289   0.44862   0.85784              NaN              NaN
 290   0.45363   0.88590              NaN              NaN
 291   0.45865   0.91036              NaN              NaN
 292   0.46366   0.93173              NaN              NaN
 293   0.46867   0.94972              NaN              NaN
 294   0.47368   0.96478              NaN              NaN
 295   0.47870   0.97705              NaN              NaN
 296   0.48371   0.98663              NaN              NaN
 297   0.48872   0.99360              NaN              NaN
 298   0.49373   0.99802              NaN              NaN
 299   0.49875   0.99992              NaN              NaN
 300   0.50376   0.99928              NaN              NaN
 301   0.50877   0.99613              NaN              NaN
 302   0.51378   0.99044              NaN              NaN
 303   0.51880   0.98217              NaN              NaN
 304   0.52381   0.97126              NaN              NaN
 305   0.52882   0.95760              NaN              NaN
 306   0.53383   0.94110              NaN              NaN
 307   0.53885   0.92158              NaN              NaN
 308   0.54386   0.89856              NaN              NaN
 309   0.54887   0.87234              NaN              NaN
 310   0.55388   0.84234              NaN              NaN
 311   0.55890   0.80814              NaN              NaN
 312   0.56391   0.76918              NaN              NaN
 313   0.56892   0.72468              NaN              NaN
 314   0.57393   0.67356              NaN              NaN
 315   0.57895   0.61416              NaN              NaN
 316   0.58396   0.54283              NaN              NaN
 317   0.58897   0.45617              NaN              NaN
 318   0.59398   0.34134              NaN              NaN
 319   0.59900   0.14114              NaN              NaN
 320   0.60401   0.00000              NaN              NaN
 321   0.60902   0.00000              NaN              NaN
 322   0.61404   0.00000              NaN              NaN
 323   0.61905   0.00000              NaN              NaN
 324   0.62406   0.00000              NaN              NaN
 325   0.62907   0.00000              NaN              NaN
 326   0.63409   0.00000              NaN              NaN
 327   0.63910   0.00000              NaN              NaN
 328   0.64411   0.00000              NaN              NaN
 329   0.64912   0.00000              NaN              NaN
 330   0.65414   0.00000              NaN              NaN
 331   0.65915   0.00000              NaN              NaN
 332   0.66416   0.00000              NaN              NaN
 333   0.66917   0.00000              NaN              NaN
 334   0.67419   0.00000              NaN              NaN
 335   0.67920   0.00000              NaN              NaN
 336   0.68421   0.00000              NaN              NaN
 337   0.68922   0.00000              NaN              NaN
 338   0.69424   0.00000              NaN              NaN
 339   0.69925   0.00000              NaN              NaN
 340   0.70426   0.00000              NaN              NaN
 341   0.70927   0.00000              NaN              NaN
 342   0.71429   0.00000              NaN              NaN
 343   0.71930   0.00000              NaN              NaN
 344   0.72431   0.00000              NaN              NaN
 345   0.72932   0.00000              NaN              NaN
 346   0.73434   0.00000              NaN              NaN
 347   0.73935   0.00000              NaN              NaN
 348   0.74436   0.00000              NaN              NaN
 349   0.74937   0.00000              NaN              NaN
 350   0.75439   0.00000              NaN              NaN
 351   0.75940   0.00000              NaN              NaN
 352   0.76441   0.00000              NaN              NaN
 353   0.76942   0.00000              NaN              NaN
 354   0.77444   0.00000              NaN              NaN
 355   0.77945   0.00000              NaN              NaN
 356   0.78446   0.00000              NaN              NaN
 357   0.78947   0.00000              NaN              NaN
 358   0.79449   0.00000              NaN              NaN
 359   0.79950   0.00000              NaN              NaN
 360   0.80451   0.00000              NaN              NaN
 361   0.80952   0.00000              NaN              NaN
 362   0.81454   0.00000              NaN              NaN
 363   0.81955   0.00000              NaN              NaN
 364   0.82456   0.00000              NaN              NaN
 365   0.82957   0.00000              NaN              NaN
 366   0.83459   0.00000              NaN              NaN
 367   0.83960   0.00000              NaN              NaN
 368   0.84461   0.00000              NaN              NaN
 369   0.84962   0.00000              NaN              NaN
 370   0.85464   0.00000              NaN              NaN
 371   0.85965   0.00000              NaN              NaN
 372   0.86466   0.00000              NaN              NaN
 373   0.86967   0.00000              NaN              NaN
 374   0.87469   0.00000              NaN              NaN
 375   0.87970   0.00000              NaN              NaN
 376   0.88471   0.00000              NaN              NaN
 377   0.88972   0.00000              NaN              NaN
 378   0.89474   0.00000              NaN              NaN
 379   0.89975   0.00000              NaN              NaN
 380   0.90476   0.00000              NaN              NaN
 381   0.90977   0.00000              NaN              NaN
 382   0.91479   0.00000              NaN              NaN
 383   0.91980   0.00000              NaN              NaN
 384   0.92481   0.00000              NaN              NaN
 385   0.92982   0.00000              NaN              NaN
 386   0.93484   0.00000              NaN              NaN
 387   0.93985   0.00000              NaN              NaN
 388   0.94486   0.00000              NaN              NaN
 389   0.94987   0.00000              NaN              NaN
 390   0.95489   0.00000              NaN              NaN
 391   0.95990   0.00000              NaN              NaN
 392   0.96491   0.00000              NaN              NaN
 393   0.96992   0.00000              NaN              NaN
 394   0.97494   0.00000              NaN              NaN
 395   0.97995   0.00000              NaN              NaN
 396   0.98496   0.00000              NaN              NaN
 397   0.98997   0.00000              NaN              NaN
 398   0.99499   0.00000              NaN              NaN
 399   1.00000   0.00000              NaN              NaN
 
