 i       X     FEXACT   FI_UPWIND   ERR_UP
 196  -0.01754   0.00000    0.246070    0.246070
 197  -0.01253   0.00000    0.246091    0.246091
 198  -0.00752   0.00000    0.246115    0.246115
 199  -0.00251   0.00000    0.246143    0.246143
 200   0.00251   0.02502    0.246175    0.221150
 201   0.00752   0.07507    0.246210    0.171137
 202   0.01253   0.12512    0.246249    0.121127
 203   0.01754   0.17517    0.246292    0.071121
 204   0.02256   0.22583    0.246338    0.020508
 205   0.02757   0.27588    0.246387    0.029492
 206   0.03258   0.32593    0.246440    0.079487
 207   0.03759   0.37598    0.246497    0.129479
 208   0.04261   0.42603    0.246557    0.179468
 209   0.04762   0.47607    0.246621    0.229453
 210   0.05263   0.52612    0.246689    0.279435
 211   0.05764   0.57617    0.246759    0.329413
 212   0.06266   0.62683    0.246834    0.379998
 213   0.06767   0.67688    0.246911    0.429969
 214   0.07268   0.72693    0.246992    0.479936
 215   0.07769   0.77698    0.247077    0.529901
 216   0.08271   0.82703    0.247165    0.579862
 217   0.08772   0.87708    0.247256    0.629819
 218   0.09273   0.92712    0.247351    0.679773
 219   0.09774   0.97717    0.247449    0.729724
 220   0.10276   0.97217    0.247550    0.724618
 221   0.10777   0.92212    0.247655    0.674464
 222   0.11278   0.87207    0.247763    0.624308
 223   0.11779   0.82202    0.247874    0.574148
 224   0.12281   0.77197    0.247988    0.523985
 225   0.12782   0.72192    0.248105    0.473819
 226   0.13283   0.67188    0.248226    0.423649
 227   0.13784   0.62183    0.248349    0.373477
 228   0.14286   0.57117    0.248476    0.322691
 229   0.14787   0.52112    0.248606    0.272513
 230   0.15288   0.47107    0.248738    0.222331
 231   0.15789   0.42102    0.248874    0.172147
 232   0.16291   0.37097    0.249012    0.121959
 233   0.16792   0.32092    0.249154    0.071769
 234   0.17293   0.27087    0.249298    0.021576
 235   0.17794   0.22083    0.249445    0.028620
 236   0.18296   0.17017    0.249596    0.079430
 237   0.18797   0.12012    0.249749    0.129631
 238   0.19298   0.07007    0.249904    0.179836
 239   0.19799   0.02002    0.250063    0.230043
 240   0.20301   0.00000    0.250224    0.250224
 241   0.20802   0.00000    0.250387    0.250387
 242   0.21303   0.00000    0.250554    0.250554
 243   0.21805   0.00000    0.250723    0.250723
 244   0.22306   0.00000    0.250894    0.250894
 245   0.22807   0.00000    0.251068    0.251068
 246   0.23308   0.00000    0.251244    0.251244
 247   0.23810   0.00000    0.251423    0.251423
 248   0.24311   0.00000    0.251604    0.251604
 249   0.24812   0.00000    0.251787    0.251787
 250   0.25313   0.00000    0.251972    0.251972
 251   0.25815   0.00000    0.252160    0.252160
 252   0.26316   0.00000    0.252350    0.252350
 253   0.26817   0.00000    0.252542    0.252542
 254   0.27318   0.00000    0.252736    0.252736
 255   0.27820   0.00000    0.252931    0.252931
 256   0.28321   0.00000    0.253129    0.253129
 257   0.28822   0.00000    0.253329    0.253329
 258   0.29323   0.00000    0.253531    0.253531
 259   0.29825   0.00000    0.253734    0.253734
 260   0.30326   0.00000    0.253939    0.253939
 261   0.30827   0.00000    0.254146    0.254146
 262   0.31328   0.00000    0.254354    0.254354
 263   0.31830   0.00000    0.254564    0.254564
 264   0.32331   0.00000    0.254776    0.254776
 265   0.32832   0.00000    0.254989    0.254989
 266   0.33333   0.00000    0.255204    0.255204
 267   0.33835   0.00000    0.255420    0.255420
 268   0.34336   0.00000    0.255637    0.255637
 269   0.34837   0.00000    0.255856    0.255856
 270   0.35338   0.00000    0.256076    0.256076
 271   0.35840   0.00000    0.256297    0.256297
 272   0.36341   0.00000    0.256519    0.256519
 273   0.36842   0.00000    0.256742    0.256742
 274   0.37343   0.00000    0.256966    0.256966
 275   0.37845   0.00000    0.257191    0.257191
 276   0.38346   0.00000    0.257417    0.257417
 277   0.38847   0.00000    0.257644    0.257644
 278   0.39348   0.00000    0.257872    0.257872
 279   0.39850   0.00000    0.258100    0.258100
 280   0.40351   0.26238    0.258329    0.004046
 281   0.40852   0.40364    0.258559    0.145083
 282   0.41353   0.50200    0.258789    0.243210
 283   0.41855   0.57971    0.259020    0.320695
 284   0.42356   0.64503    0.259251    0.385776
 285   0.42857   0.70003    0.259482    0.440550
 286   0.43358   0.74768    0.259714    0.487963
 287   0.43860   0.78930    0.259946    0.529350
 288   0.44361   0.82580    0.260177    0.565621
 289   0.44862   0.85784    0.260409    0.597431
 290   0.45363   0.88590    0.260641    0.625264
 291   0.45865   0.91036    0.260873    0.649486
 292   0.46366   0.93173    0.261105    0.670622
 293   0.46867   0.94972    0.261337    0.688380
 294   0.47368   0.96478    0.261569    0.703210
 295   0.47870   0.97705    0.261801    0.715249
 296   0.48371   0.98663    0.262033    0.724599
 297   0.48872   0.99360    0.262264    0.731341
 298   0.49373   0.99802    0.262495    0.735527
 299   0.49875   0.99992    0.262726    0.737192
 300   0.50376   0.99928    0.262956    0.736328
 301   0.50877   0.99613    0.263186    0.732944
 302   0.51378   0.99044    0.263415    0.727026
 303   0.51880   0.98217    0.263643    0.718528
 304   0.52381   0.97126    0.263871    0.707385
 305   0.52882   0.95760    0.264098    0.693507
 306   0.53383   0.94110    0.264324    0.676774
 307   0.53885   0.92158    0.264549    0.657033
 308   0.54386   0.89856    0.264773    0.633790
 309   0.54887   0.87234    0.264997    0.607348
 310   0.55388   0.84234    0.265219    0.577125
 311   0.55890   0.80814    0.265440    0.542701
 312   0.56391   0.76918    0.265660    0.503515
 313   0.56892   0.72468    0.265879    0.458800
 314   0.57393   0.67356    0.266096    0.407460
 315   0.57895   0.61416    0.266312    0.347844
 316   0.58396   0.54283    0.266527    0.276301
 317   0.58897   0.45617    0.266740    0.189430
 318   0.59398   0.34134    0.266951    0.074384
 319   0.59900   0.14114    0.267162    0.126026
 320   0.60401   0.00000    0.267370    0.267370
 321   0.60902   0.00000    0.267577    0.267577
 322   0.61404   0.00000    0.267783    0.267783
 323   0.61905   0.00000    0.267986    0.267986
 324   0.62406   0.00000    0.268188    0.268188
 325   0.62907   0.00000    0.268388    0.268388
 326   0.63409   0.00000    0.268586    0.268586
 327   0.63910   0.00000    0.268782    0.268782
 328   0.64411   0.00000    0.268976    0.268976
 329   0.64912   0.00000    0.269168    0.269168
 330   0.65414   0.00000    0.269358    0.269358
 331   0.65915   0.00000    0.269546    0.269546
 332   0.66416   0.00000    0.269731    0.269731
 333   0.66917   0.00000    0.269915    0.269915
 334   0.67419   0.00000    0.270096    0.270096
 335   0.67920   0.00000    0.270275    0.270275
 336   0.68421   0.00000    0.270451    0.270451
 337   0.68922   0.00000    0.270626    0.270626
 338   0.69424   0.00000    0.270797    0.270797
 339   0.69925   0.00000    0.270966    0.270966
 340   0.70426   0.00000    0.271133    0.271133
 341   0.70927   0.00000    0.271297    0.271297
 342   0.71429   0.00000    0.271458    0.271458
 343   0.71930   0.00000    0.271617    0.271617
 344   0.72431   0.00000    0.271773    0.271773
 345   0.72932   0.00000    0.271926    0.271926
 346   0.73434   0.00000    0.272076    0.272076
 347   0.73935   0.00000    0.272223    0.272223
 348   0.74436   0.00000    0.272367    0.272367
 349   0.74937   0.00000    0.272508    0.272508
 350   0.75439   0.00000    0.272646    0.272646
 351   0.75940   0.00000    0.272782    0.272782
 352   0.76441   0.00000    0.272914    0.272914
 353   0.76942   0.00000    0.273043    0.273043
 354   0.77444   0.00000    0.273170    0.273170
 355   0.77945   0.00000    0.273293    0.273293
 356   0.78446   0.00000    0.273414    0.273414
 357   0.78947   0.00000    0.273531    0.273531
 358   0.79449   0.00000    0.273646    0.273646
 359   0.79950   0.00000    0.273757    0.273757
 360   0.80451   0.00000    0.273866    0.273866
 361   0.80952   0.00000    0.273971    0.273971
 362   0.81454   0.00000    0.274073    0.274073
 363   0.81955   0.00000    0.274172    0.274172
 364   0.82456   0.00000    0.274267    0.274267
 365   0.82957   0.00000    0.274359    0.274359
 366   0.83459   0.00000    0.274448    0.274448
 367   0.83960   0.00000    0.274533    0.274533
 368   0.84461   0.00000    0.274615    0.274615
 369   0.84962   0.00000    0.274693    0.274693
 370   0.85464   0.00000    0.274768    0.274768
 371   0.85965   0.00000    0.274840    0.274840
 372   0.86466   0.00000    0.274908    0.274908
 373   0.86967   0.00000    0.274973    0.274973
 374   0.87469   0.00000    0.275034    0.275034
 375   0.87970   0.00000    0.275091    0.275091
 376   0.88471   0.00000    0.275146    0.275146
 377   0.88972   0.00000    0.275196    0.275196
 378   0.89474   0.00000    0.275243    0.275243
 379   0.89975   0.00000    0.275286    0.275286
 380   0.90476   0.00000    0.275326    0.275326
 381   0.90977   0.00000    0.275361    0.275361
 382   0.91479   0.00000    0.275394    0.275394
 383   0.91980   0.00000    0.275422    0.275422
 384   0.92481   0.00000    0.275447    0.275447
 385   0.92982   0.00000    0.275469    0.275469
 386   0.93484   0.00000    0.275486    0.275486
 387   0.93985   0.00000    0.275500    0.275500
 388   0.94486   0.00000    0.275511    0.275511
 389   0.94987   0.00000    0.275517    0.275517
 390   0.95489   0.00000    0.275520    0.275520
 391   0.95990   0.00000    0.275520    0.275520
 392   0.96491   0.00000    0.275515    0.275515
 393   0.96992   0.00000    0.275507    0.275507
 394   0.97494   0.00000    0.275496    0.275496
 395   0.97995   0.00000    0.275481    0.275481
 396   0.98496   0.00000    0.275462    0.275462
 397   0.98997   0.00000    0.275439    0.275439
 398   0.99499   0.00000    0.275413    0.275413
 399   1.00000   0.00000    0.275383    0.275383
 
