 # t   L1   L2   Linf
  0.10000000E+01  0.66240423E-02  0.73574963E-02  0.10404992E-01
  0.20000000E+01  0.13164811E-01  0.14622128E-01  0.20678806E-01
  0.30000000E+01  0.19637816E-01  0.21811347E-01  0.30845799E-01
  0.40000000E+01  0.26056770E-01  0.28941900E-01  0.40929742E-01
  0.50000000E+01  0.32396244E-01  0.35982459E-01  0.50886872E-01
  0.60000000E+01  0.38669875E-01  0.42949933E-01  0.60740151E-01
  0.70000000E+01  0.44890147E-01  0.49860543E-01  0.70513001E-01
  0.80000000E+01  0.51034472E-01  0.56683940E-01  0.80163187E-01
  0.90000000E+01  0.57114862E-01  0.63436509E-01  0.89712401E-01
  0.10000000E+02  0.63142655E-01  0.70133960E-01  0.99183806E-01
  0.11000000E+02  0.69097793E-01  0.76746892E-01  0.10853649E+00
  0.12000000E+02  0.75003317E-01  0.83305869E-01  0.11781217E+00
  0.13000000E+02  0.80832210E-01  0.89782051E-01  0.12697030E+00
  0.14000000E+02  0.86603937E-01  0.96191011E-01  0.13603463E+00
  0.15000000E+02  0.92327455E-01  0.10254768E+00  0.14502414E+00
  0.16000000E+02  0.97976173E-01  0.10882410E+00  0.15389975E+00
  0.17000000E+02  0.10357009E+00  0.11503538E+00  0.16268459E+00
  0.18000000E+02  0.10911725E+00  0.12119598E+00  0.17139676E+00
  0.19000000E+02  0.11459137E+00  0.12727881E+00  0.17999859E+00
  0.20000000E+02  0.12001291E+00  0.13329851E+00  0.18851255E+00
  0.21000000E+02  0.12538917E+00  0.13926909E+00  0.19695590E+00
  0.22000000E+02  0.13069411E+00  0.14516429E+00  0.20529245E+00
  0.23000000E+02  0.13594853E+00  0.15099831E+00  0.21354384E+00
  0.24000000E+02  0.14115920E+00  0.15678473E+00  0.22172666E+00
  0.25000000E+02  0.14630019E+00  0.16249810E+00  0.22980614E+00
  0.26000000E+02  0.15139260E+00  0.16815217E+00  0.23780305E+00
  0.27000000E+02  0.15644281E+00  0.17376011E+00  0.24573336E+00
  0.28000000E+02  0.16142493E+00  0.17929725E+00  0.25356373E+00
  0.29000000E+02  0.16636028E+00  0.18477692E+00  0.26131397E+00
  0.30000000E+02  0.17125501E+00  0.19021189E+00  0.26899956E+00
  0.31000000E+02  0.17608318E+00  0.19557823E+00  0.27658853E+00
  0.32000000E+02  0.18086626E+00  0.20088888E+00  0.28409971E+00
  0.33000000E+02  0.18561034E+00  0.20615622E+00  0.29154810E+00
  0.34000000E+02  0.19028933E+00  0.21135703E+00  0.29890315E+00
  0.35000000E+02  0.19492479E+00  0.21650388E+00  0.30618261E+00
  0.36000000E+02  0.19952288E+00  0.22160875E+00  0.31340112E+00
  0.37000000E+02  0.20405731E+00  0.22664914E+00  0.32052949E+00
  0.38000000E+02  0.20854966E+00  0.23163723E+00  0.32758436E+00
  0.39000000E+02  0.21299651E+00  0.23657357E+00  0.33456319E+00
  0.40000000E+02  0.21740064E+00  0.24146957E+00  0.34148878E+00
  0.41000000E+02  0.22175425E+00  0.24630380E+00  0.34832596E+00
  0.42000000E+02  0.22606431E+00  0.25108788E+00  0.35508954E+00
  0.43000000E+02  0.23033242E+00  0.25583286E+00  0.36180159E+00
  0.44000000E+02  0.23455153E+00  0.26051798E+00  0.36842778E+00
  0.45000000E+02  0.23872902E+00  0.26515449E+00  0.37498278E+00
  0.46000000E+02  0.24286534E+00  0.26975311E+00  0.38148786E+00
  0.47000000E+02  0.24695405E+00  0.27429372E+00  0.38790955E+00
  0.48000000E+02  0.25100309E+00  0.27878723E+00  0.39426243E+00
  0.49000000E+02  0.25501169E+00  0.28324400E+00  0.40056691E+00
  0.50000000E+02  0.25897399E+00  0.28764456E+00  0.40679039E+00
  0.51000000E+02  0.26289857E+00  0.29199946E+00  0.41294740E+00
  0.52000000E+02  0.26678341E+00  0.29631876E+00  0.41905747E+00
  0.53000000E+02  0.27062316E+00  0.30058358E+00  0.42508884E+00
  0.54000000E+02  0.27442712E+00  0.30480416E+00  0.43105606E+00
  0.55000000E+02  0.27819205E+00  0.30899023E+00  0.43697769E+00
  0.56000000E+02  0.28191299E+00  0.31312350E+00  0.44282285E+00
  0.57000000E+02  0.28560006E+00  0.31721390E+00  0.44860616E+00
  0.58000000E+02  0.28924880E+00  0.32127085E+00  0.45434517E+00
  0.59000000E+02  0.29285456E+00  0.32527663E+00  0.46000985E+00
  0.60000000E+02  0.29642837E+00  0.32924086E+00  0.46561493E+00
  0.61000000E+02  0.29996451E+00  0.33317268E+00  0.47117694E+00
  0.62000000E+02  0.30345861E+00  0.33705489E+00  0.47666670E+00
  0.63000000E+02  0.30692267E+00  0.34089685E+00  0.48209908E+00
  0.64000000E+02  0.31034971E+00  0.34470739E+00  0.48748954E+00
  0.65000000E+02  0.31373556E+00  0.34846985E+00  0.49280975E+00
  0.66000000E+02  0.31709326E+00  0.35219330E+00  0.49807477E+00
  0.67000000E+02  0.32041459E+00  0.35588631E+00  0.50329897E+00
  0.68000000E+02  0.32369549E+00  0.35953272E+00  0.50845484E+00
  0.69000000E+02  0.32695013E+00  0.36314132E+00  0.51355770E+00
  0.70000000E+02  0.33016903E+00  0.36672041E+00  0.51862076E+00
  0.71000000E+02  0.33334818E+00  0.37025435E+00  0.52361735E+00
  0.72000000E+02  0.33650296E+00  0.37375164E+00  0.52856306E+00
  0.73000000E+02  0.33962260E+00  0.37722033E+00  0.53346993E+00
  0.74000000E+02  0.34270312E+00  0.38064527E+00  0.53831215E+00
  0.75000000E+02  0.34576112E+00  0.38403469E+00  0.54310558E+00
  0.76000000E+02  0.34878457E+00  0.38739639E+00  0.54786108E+00
  0.77000000E+02  0.35176948E+00  0.39071567E+00  0.55255367E+00
  0.78000000E+02  0.35473370E+00  0.39400055E+00  0.55719954E+00
  0.79000000E+02  0.35766396E+00  0.39725856E+00  0.56180833E+00
  0.80000000E+02  0.36055616E+00  0.40047546E+00  0.56635588E+00
  0.81000000E+02  0.36343740E+00  0.40366619E+00  0.57086630E+00
  0.82000000E+02  0.36626946E+00  0.40681652E+00  0.57532536E+00
  0.83000000E+02  0.36907179E+00  0.40993420E+00  0.57973235E+00
  0.84000000E+02  0.37186518E+00  0.41302651E+00  0.58410393E+00
  0.85000000E+02  0.37460953E+00  0.41607967E+00  0.58842546E+00
  0.86000000E+02  0.37732474E+00  0.41910118E+00  0.59269619E+00
  0.87000000E+02  0.38003302E+00  0.42209811E+00  0.59693325E+00
  0.88000000E+02  0.38269235E+00  0.42505709E+00  0.60112147E+00
  0.89000000E+02  0.38532310E+00  0.42798540E+00  0.60526015E+00
  0.90000000E+02  0.38794894E+00  0.43088990E+00  0.60936685E+00
  0.91000000E+02  0.39052586E+00  0.43375760E+00  0.61342586E+00
  0.92000000E+02  0.39307472E+00  0.43659558E+00  0.61743655E+00
  0.93000000E+02  0.39562069E+00  0.43941050E+00  0.62141693E+00
  0.94000000E+02  0.39811775E+00  0.44218974E+00  0.62535071E+00
  0.95000000E+02  0.40058723E+00  0.44494018E+00  0.62923734E+00
  0.96000000E+02  0.40305582E+00  0.44766827E+00  0.63309533E+00
  0.97000000E+02  0.40547547E+00  0.45036179E+00  0.63690772E+00
  0.98000000E+02  0.40786798E+00  0.45302738E+00  0.64067411E+00
  0.99000000E+02  0.41026162E+00  0.45567134E+00  0.64441350E+00
  0.10000000E+03  0.41266392E+00  0.45833480E+00  0.64818254E+00
