 # t   L1   L2   Linf
  0.10000000E+01  0.31464698E-02  0.34947711E-02  0.49423480E-02
  0.20000000E+01  0.62702076E-02  0.69644566E-02  0.98491724E-02
  0.30000000E+01  0.93788024E-02  0.10417033E-01  0.14731908E-01
  0.40000000E+01  0.12478952E-01  0.13860320E-01  0.19601434E-01
  0.50000000E+01  0.15556455E-01  0.17278890E-01  0.24435903E-01
  0.60000000E+01  0.18619436E-01  0.20680605E-01  0.29246790E-01
  0.70000000E+01  0.21673952E-01  0.24073167E-01  0.34044564E-01
  0.80000000E+01  0.24705903E-01  0.27441374E-01  0.38807749E-01
  0.90000000E+01  0.27723937E-01  0.30792976E-01  0.43547842E-01
  0.10000000E+02  0.30733495E-01  0.34135559E-01  0.48274919E-01
  0.11000000E+02  0.33720568E-01  0.37454147E-01  0.52967874E-01
  0.12000000E+02  0.36701821E-01  0.40763818E-01  0.57648645E-01
  0.13000000E+02  0.39659576E-01  0.44049715E-01  0.62295635E-01
  0.14000000E+02  0.42602434E-01  0.47319413E-01  0.66919398E-01
  0.15000000E+02  0.45540153E-01  0.50580330E-01  0.71531269E-01
  0.16000000E+02  0.48454161E-01  0.53817818E-01  0.76109800E-01
  0.17000000E+02  0.51353459E-01  0.57039347E-01  0.80665395E-01
  0.18000000E+02  0.54248284E-01  0.60252227E-01  0.85209378E-01
  0.19000000E+02  0.57119187E-01  0.63442019E-01  0.89720455E-01
  0.20000000E+02  0.59975569E-01  0.66616088E-01  0.94208890E-01
  0.21000000E+02  0.62828132E-01  0.69781640E-01  0.98685986E-01
  0.22000000E+02  0.65656564E-01  0.72924439E-01  0.10313060E+00
  0.23000000E+02  0.68470664E-01  0.76051747E-01  0.10755287E+00
  0.24000000E+02  0.71281586E-01  0.79170667E-01  0.11196406E+00
  0.25000000E+02  0.74068171E-01  0.82267165E-01  0.11634319E+00
  0.26000000E+02  0.76840615E-01  0.85348402E-01  0.12070027E+00
  0.27000000E+02  0.79610508E-01  0.88421378E-01  0.12504653E+00
  0.28000000E+02  0.82355860E-01  0.91472257E-01  0.12936113E+00
  0.29000000E+02  0.85087265E-01  0.94508100E-01  0.13365399E+00
  0.30000000E+02  0.87816733E-01  0.97535808E-01  0.13793626E+00
  0.31000000E+02  0.90521459E-01  0.10054174E+00  0.14218729E+00
  0.32000000E+02  0.93212431E-01  0.10353286E+00  0.14641688E+00
  0.33000000E+02  0.95902068E-01  0.10651597E+00  0.15063612E+00
  0.34000000E+02  0.98566765E-01  0.10947761E+00  0.15482450E+00
  0.35000000E+02  0.10121790E+00  0.11242467E+00  0.15899175E+00
  0.36000000E+02  0.10386829E+00  0.11536383E+00  0.16314888E+00
  0.37000000E+02  0.10649355E+00  0.11828185E+00  0.16727554E+00
  0.38000000E+02  0.10910544E+00  0.12118549E+00  0.17138137E+00
  0.39000000E+02  0.11170854E+00  0.12407482E+00  0.17546828E+00
  0.40000000E+02  0.11430356E+00  0.12695638E+00  0.17954315E+00
  0.41000000E+02  0.11687679E+00  0.12981724E+00  0.18358847E+00
  0.42000000E+02  0.11944165E+00  0.13266401E+00  0.18761523E+00
  0.43000000E+02  0.12199852E+00  0.13550312E+00  0.19163004E+00
  0.44000000E+02  0.12453365E+00  0.13832183E+00  0.19561575E+00
  0.45000000E+02  0.12706083E+00  0.14112666E+00  0.19958323E+00
  0.46000000E+02  0.12958011E+00  0.14392395E+00  0.20353886E+00
  0.47000000E+02  0.13207771E+00  0.14670114E+00  0.20746584E+00
  0.48000000E+02  0.13456777E+00  0.14946465E+00  0.21137492E+00
  0.49000000E+02  0.13705002E+00  0.15222073E+00  0.21527225E+00
  0.50000000E+02  0.13951065E+00  0.15495700E+00  0.21914136E+00
  0.51000000E+02  0.14196412E+00  0.15767980E+00  0.22299290E+00
  0.52000000E+02  0.14440988E+00  0.16039528E+00  0.22683278E+00
  0.53000000E+02  0.14683408E+00  0.16309124E+00  0.23064488E+00
  0.54000000E+02  0.14925150E+00  0.16577393E+00  0.23443972E+00
  0.55000000E+02  0.15166132E+00  0.16844940E+00  0.23822299E+00
  0.56000000E+02  0.15404963E+00  0.17110565E+00  0.24197894E+00
  0.57000000E+02  0.15643152E+00  0.17374881E+00  0.24571791E+00
  0.58000000E+02  0.15880593E+00  0.17638487E+00  0.24944541E+00
  0.59000000E+02  0.16115888E+00  0.17900199E+00  0.25314602E+00
  0.60000000E+02  0.16350577E+00  0.18160622E+00  0.25682995E+00
  0.61000000E+02  0.16584529E+00  0.18420344E+00  0.26050251E+00
  0.62000000E+02  0.16816341E+00  0.18678200E+00  0.26414860E+00
  0.63000000E+02  0.17047580E+00  0.18934786E+00  0.26777829E+00
  0.64000000E+02  0.17278095E+00  0.19190683E+00  0.27139671E+00
  0.65000000E+02  0.17506475E+00  0.19444740E+00  0.27498909E+00
  0.66000000E+02  0.17734314E+00  0.19697546E+00  0.27856534E+00
  0.67000000E+02  0.17961444E+00  0.19949673E+00  0.28213041E+00
  0.68000000E+02  0.18186442E+00  0.20199987E+00  0.28566988E+00
  0.69000000E+02  0.18410932E+00  0.20449070E+00  0.28919348E+00
  0.70000000E+02  0.18634726E+00  0.20697482E+00  0.29270599E+00
  0.71000000E+02  0.18856392E+00  0.20944109E+00  0.29619333E+00
  0.72000000E+02  0.19077581E+00  0.21189521E+00  0.29966505E+00
  0.73000000E+02  0.19298089E+00  0.21434275E+00  0.30312577E+00
  0.74000000E+02  0.19516473E+00  0.21677268E+00  0.30656175E+00
  0.75000000E+02  0.19734410E+00  0.21919065E+00  0.30998235E+00
  0.76000000E+02  0.19951679E+00  0.22160213E+00  0.31339204E+00
  0.77000000E+02  0.20166830E+00  0.22399626E+00  0.31677742E+00
  0.78000000E+02  0.20381562E+00  0.22637861E+00  0.32014766E+00
