 i       X     FEXACT   FI_UPWIND   ERR_UP
   0   0.00000   0.00000  -0.00118   0.00118
   1   0.00063   0.00393   0.00275   0.00118
   2   0.00125   0.00786   0.00667   0.00119
   3   0.00188   0.01179   0.01060   0.00119
   4   0.00250   0.01572   0.01452   0.00120
   5   0.00313   0.01965   0.01844   0.00120
   6   0.00375   0.02357   0.02237   0.00121
   7   0.00438   0.02750   0.02629   0.00121
   8   0.00500   0.03143   0.03021   0.00122
   9   0.00563   0.03536   0.03414   0.00122
  10   0.00625   0.03928   0.03806   0.00123
  11   0.00688   0.04321   0.04198   0.00123
  12   0.00750   0.04714   0.04590   0.00124
  13   0.00813   0.05106   0.04982   0.00124
  14   0.00876   0.05498   0.05374   0.00124
  15   0.00938   0.05891   0.05766   0.00125
  16   0.01001   0.06283   0.06158   0.00125
  17   0.01063   0.06675   0.06549   0.00126
  18   0.01126   0.07067   0.06941   0.00126
  19   0.01188   0.07459   0.07332   0.00127
  20   0.01251   0.07851   0.07724   0.00127
  21   0.01313   0.08242   0.08115   0.00128
  22   0.01376   0.08634   0.08506   0.00128
  23   0.01438   0.09025   0.08897   0.00129
  24   0.01501   0.09417   0.09288   0.00129
  25   0.01563   0.09808   0.09678   0.00129
  26   0.01626   0.10199   0.10069   0.00130
  27   0.01689   0.10590   0.10459   0.00130
  28   0.01751   0.10980   0.10850   0.00131
  29   0.01814   0.11371   0.11240   0.00131
  30   0.01876   0.11761   0.11629   0.00132
  31   0.01939   0.12151   0.12019   0.00132
  32   0.02001   0.12541   0.12409   0.00132
  33   0.02064   0.12931   0.12798   0.00133
  34   0.02126   0.13320   0.13187   0.00133
  35   0.02189   0.13710   0.13576   0.00134
  36   0.02251   0.14099   0.13965   0.00134
  37   0.02314   0.14488   0.14353   0.00134
  38   0.02376   0.14876   0.14742   0.00135
  39   0.02439   0.15265   0.15130   0.00135
  40   0.02502   0.15653   0.15517   0.00136
  41   0.02564   0.16041   0.15905   0.00136
  42   0.02627   0.16429   0.16292   0.00137
  43   0.02689   0.16816   0.16679   0.00137
  44   0.02752   0.17204   0.17066   0.00137
  45   0.02814   0.17590   0.17453   0.00138
  46   0.02877   0.17977   0.17839   0.00138
  47   0.02939   0.18364   0.18225   0.00138
  48   0.03002   0.18750   0.18611   0.00139
  49   0.03064   0.19136   0.18996   0.00139
  50   0.03127   0.19521   0.19381   0.00140
  51   0.03189   0.19906   0.19766   0.00140
  52   0.03252   0.20291   0.20151   0.00140
  53   0.03315   0.20676   0.20535   0.00141
  54   0.03377   0.21060   0.20919   0.00141
  55   0.03440   0.21444   0.21302   0.00142
  56   0.03502   0.21828   0.21686   0.00142
  57   0.03565   0.22211   0.22069   0.00142
  58   0.03627   0.22594   0.22451   0.00143
  59   0.03690   0.22977   0.22834   0.00143
  60   0.03752   0.23359   0.23215   0.00143
  61   0.03815   0.23741   0.23597   0.00144
  62   0.03877   0.24122   0.23978   0.00144
  63   0.03940   0.24503   0.24359   0.00145
  64   0.04003   0.24884   0.24739   0.00145
  65   0.04065   0.25265   0.25119   0.00145
  66   0.04128   0.25645   0.25499   0.00146
  67   0.04190   0.26024   0.25878   0.00146
  68   0.04253   0.26403   0.26257   0.00146
  69   0.04315   0.26782   0.26636   0.00147
  70   0.04378   0.27161   0.27014   0.00147
  71   0.04440   0.27539   0.27391   0.00147
  72   0.04503   0.27916   0.27768   0.00148
  73   0.04565   0.28293   0.28145   0.00148
  74   0.04628   0.28670   0.28521   0.00148
  75   0.04690   0.29046   0.28897   0.00149
  76   0.04753   0.29422   0.29273   0.00149
  77   0.04816   0.29797   0.29648   0.00149
  78   0.04878   0.30172   0.30022   0.00150
  79   0.04941   0.30546   0.30396   0.00150
  80   0.05003   0.30920   0.30770   0.00150
  81   0.05066   0.31294   0.31143   0.00151
  82   0.05128   0.31667   0.31516   0.00151
  83   0.05191   0.32039   0.31888   0.00151
  84   0.05253   0.32411   0.32260   0.00152
  85   0.05316   0.32783   0.32631   0.00152
  86   0.05378   0.33154   0.33002   0.00152
  87   0.05441   0.33524   0.33372   0.00152
  88   0.05503   0.33894   0.33741   0.00153
  89   0.05566   0.34264   0.34111   0.00153
  90   0.05629   0.34632   0.34479   0.00153
  91   0.05691   0.35001   0.34847   0.00154
  92   0.05754   0.35369   0.35215   0.00154
  93   0.05816   0.35736   0.35582   0.00154
  94   0.05879   0.36103   0.35948   0.00154
  95   0.05941   0.36469   0.36314   0.00155
  96   0.06004   0.36834   0.36679   0.00155
  97   0.06066   0.37199   0.37044   0.00155
  98   0.06129   0.37564   0.37408   0.00155
  99   0.06191   0.37928   0.37772   0.00156
 100   0.06254   0.38291   0.38135   0.00156
 101   0.06316   0.38654   0.38497   0.00156
 102   0.06379   0.39016   0.38859   0.00157
 103   0.06442   0.39377   0.39220   0.00157
 104   0.06504   0.39738   0.39581   0.00157
 105   0.06567   0.40098   0.39941   0.00158
 106   0.06629   0.40458   0.40300   0.00158
 107   0.06692   0.40817   0.40659   0.00158
 108   0.06754   0.41176   0.41017   0.00158
 109   0.06817   0.41533   0.41375   0.00159
 110   0.06879   0.41890   0.41732   0.00159
 111   0.06942   0.42247   0.42088   0.00159
 112   0.07004   0.42603   0.42444   0.00159
 113   0.07067   0.42958   0.42798   0.00159
 114   0.07129   0.43312   0.43153   0.00160
 115   0.07192   0.43666   0.43506   0.00160
 116   0.07255   0.44019   0.43859   0.00160
 117   0.07317   0.44372   0.44212   0.00160
 118   0.07380   0.44724   0.44563   0.00161
 119   0.07442   0.45075   0.44914   0.00161
 120   0.07505   0.45425   0.45264   0.00161
 121   0.07567   0.45775   0.45614   0.00161
 122   0.07630   0.46124   0.45963   0.00161
 123   0.07692   0.46472   0.46311   0.00162
 124   0.07755   0.46820   0.46658   0.00162
 125   0.07817   0.47167   0.47005   0.00162
 126   0.07880   0.47513   0.47351   0.00162
 127   0.07942   0.47858   0.47696   0.00162
