 i       X     FEXACT   FI_LAXW   ERR_LAXW
   0   0.00000   0.00000  -0.00118   0.00118
   1   0.00063   0.00393   0.00275   0.00118
   2   0.00125   0.00786   0.00668   0.00118
   3   0.00188   0.01179   0.01061   0.00118
   4   0.00250   0.01572   0.01454   0.00118
   5   0.00313   0.01965   0.01847   0.00118
   6   0.00375   0.02357   0.02240   0.00118
   7   0.00438   0.02750   0.02633   0.00117
   8   0.00500   0.03143   0.03026   0.00118
   9   0.00563   0.03536   0.03418   0.00117
  10   0.00625   0.03928   0.03811   0.00117
  11   0.00688   0.04321   0.04204   0.00117
  12   0.00750   0.04714   0.04596   0.00117
  13   0.00813   0.05106   0.04989   0.00117
  14   0.00876   0.05498   0.05381   0.00117
  15   0.00938   0.05891   0.05773   0.00117
  16   0.01001   0.06283   0.06166   0.00117
  17   0.01063   0.06675   0.06558   0.00117
  18   0.01126   0.07067   0.06950   0.00117
  19   0.01188   0.07459   0.07342   0.00117
  20   0.01251   0.07851   0.07734   0.00117
  21   0.01313   0.08242   0.08125   0.00117
  22   0.01376   0.08634   0.08517   0.00117
  23   0.01438   0.09025   0.08908   0.00117
  24   0.01501   0.09417   0.09300   0.00117
  25   0.01563   0.09808   0.09691   0.00117
  26   0.01626   0.10199   0.10082   0.00117
  27   0.01689   0.10590   0.10473   0.00117
  28   0.01751   0.10980   0.10863   0.00117
  29   0.01814   0.11371   0.11254   0.00117
  30   0.01876   0.11761   0.11644   0.00117
  31   0.01939   0.12151   0.12035   0.00117
  32   0.02001   0.12541   0.12425   0.00117
  33   0.02064   0.12931   0.12814   0.00116
  34   0.02126   0.13320   0.13204   0.00116
  35   0.02189   0.13710   0.13593   0.00116
  36   0.02251   0.14099   0.13983   0.00116
  37   0.02314   0.14488   0.14372   0.00116
  38   0.02376   0.14876   0.14760   0.00116
  39   0.02439   0.15265   0.15149   0.00116
  40   0.02502   0.15653   0.15537   0.00116
  41   0.02564   0.16041   0.15925   0.00116
  42   0.02627   0.16429   0.16313   0.00116
  43   0.02689   0.16816   0.16701   0.00116
  44   0.02752   0.17204   0.17088   0.00116
  45   0.02814   0.17590   0.17475   0.00116
  46   0.02877   0.17977   0.17862   0.00116
  47   0.02939   0.18364   0.18248   0.00115
  48   0.03002   0.18750   0.18634   0.00115
  49   0.03064   0.19136   0.19020   0.00115
  50   0.03127   0.19521   0.19406   0.00115
  51   0.03189   0.19906   0.19791   0.00115
  52   0.03252   0.20291   0.20176   0.00115
  53   0.03315   0.20676   0.20561   0.00115
  54   0.03377   0.21060   0.20945   0.00115
  55   0.03440   0.21444   0.21329   0.00115
  56   0.03502   0.21828   0.21713   0.00115
  57   0.03565   0.22211   0.22097   0.00114
  58   0.03627   0.22594   0.22480   0.00114
  59   0.03690   0.22977   0.22862   0.00114
  60   0.03752   0.23359   0.23245   0.00114
  61   0.03815   0.23741   0.23627   0.00114
  62   0.03877   0.24122   0.24008   0.00114
  63   0.03940   0.24503   0.24390   0.00114
  64   0.04003   0.24884   0.24771   0.00114
  65   0.04065   0.25265   0.25151   0.00114
  66   0.04128   0.25645   0.25531   0.00113
  67   0.04190   0.26024   0.25911   0.00113
  68   0.04253   0.26403   0.26290   0.00113
  69   0.04315   0.26782   0.26669   0.00113
  70   0.04378   0.27161   0.27048   0.00113
  71   0.04440   0.27539   0.27426   0.00113
  72   0.04503   0.27916   0.27803   0.00113
  73   0.04565   0.28293   0.28181   0.00113
  74   0.04628   0.28670   0.28557   0.00112
  75   0.04690   0.29046   0.28934   0.00112
  76   0.04753   0.29422   0.29310   0.00112
  77   0.04816   0.29797   0.29685   0.00112
  78   0.04878   0.30172   0.30060   0.00112
  79   0.04941   0.30546   0.30435   0.00112
  80   0.05003   0.30920   0.30809   0.00112
  81   0.05066   0.31294   0.31182   0.00111
  82   0.05128   0.31667   0.31556   0.00111
  83   0.05191   0.32039   0.31928   0.00111
  84   0.05253   0.32411   0.32300   0.00111
  85   0.05316   0.32783   0.32672   0.00111
  86   0.05378   0.33154   0.33043   0.00111
  87   0.05441   0.33524   0.33414   0.00111
  88   0.05503   0.33894   0.33784   0.00110
  89   0.05566   0.34264   0.34153   0.00110
  90   0.05629   0.34632   0.34522   0.00110
  91   0.05691   0.35001   0.34891   0.00110
  92   0.05754   0.35369   0.35259   0.00110
  93   0.05816   0.35736   0.35626   0.00110
  94   0.05879   0.36103   0.35993   0.00109
  95   0.05941   0.36469   0.36360   0.00109
  96   0.06004   0.36834   0.36725   0.00109
  97   0.06066   0.37199   0.37091   0.00109
  98   0.06129   0.37564   0.37455   0.00109
  99   0.06191   0.37928   0.37819   0.00109
 100   0.06254   0.38291   0.38183   0.00108
 101   0.06316   0.38654   0.38545   0.00108
 102   0.06379   0.39016   0.38908   0.00108
 103   0.06442   0.39377   0.39269   0.00108
 104   0.06504   0.39738   0.39630   0.00108
 105   0.06567   0.40098   0.39991   0.00108
 106   0.06629   0.40458   0.40351   0.00108
 107   0.06692   0.40817   0.40710   0.00107
 108   0.06754   0.41176   0.41068   0.00107
 109   0.06817   0.41533   0.41426   0.00107
 110   0.06879   0.41890   0.41784   0.00107
 111   0.06942   0.42247   0.42141   0.00106
 112   0.07004   0.42603   0.42497   0.00106
 113   0.07067   0.42958   0.42852   0.00106
 114   0.07129   0.43312   0.43207   0.00106
 115   0.07192   0.43666   0.43561   0.00105
 116   0.07255   0.44019   0.43914   0.00105
 117   0.07317   0.44372   0.44267   0.00105
 118   0.07380   0.44724   0.44619   0.00105
 119   0.07442   0.45075   0.44970   0.00105
 120   0.07505   0.45425   0.45321   0.00104
 121   0.07567   0.45775   0.45671   0.00104
 122   0.07630   0.46124   0.46020   0.00104
 123   0.07692   0.46472   0.46369   0.00104
 124   0.07755   0.46820   0.46716   0.00103
 125   0.07817   0.47167   0.47064   0.00103
 126   0.07880   0.47513   0.47410   0.00103
 127   0.07942   0.47858   0.47756   0.00103
