 # t   L1   L2   Linf
  0.10000000E+01  0.27995969E-01  0.72496923E-01  0.48138162E+00
  0.20000000E+01  0.44160089E-01  0.89937368E-01  0.48777777E+00
  0.30000000E+01  0.57870309E-01  0.10310816E+00  0.49001842E+00
  0.40000000E+01  0.69972993E-01  0.11419457E+00  0.49334993E+00
  0.50000000E+01  0.81184570E-01  0.12399582E+00  0.49405159E+00
  0.60000000E+01  0.91368836E-01  0.13270528E+00  0.49619874E+00
  0.70000000E+01  0.10111996E+00  0.14080113E+00  0.49648060E+00
  0.80000000E+01  0.11010309E+00  0.14819653E+00  0.49811869E+00
  0.90000000E+01  0.11883795E+00  0.15517823E+00  0.49822626E+00
  0.10000000E+02  0.12692191E+00  0.16163236E+00  0.50042083E+00
  0.11000000E+02  0.13487424E+00  0.16779707E+00  0.49919809E+00
  0.12000000E+02  0.14224860E+00  0.17353983E+00  0.49923221E+00
  0.13000000E+02  0.14959863E+00  0.17909262E+00  0.49815561E+00
  0.14000000E+02  0.15639419E+00  0.18427589E+00  0.49822271E+00
  0.15000000E+02  0.16324862E+00  0.18934507E+00  0.49725278E+00
  0.16000000E+02  0.16956463E+00  0.19407662E+00  0.49734022E+00
  0.17000000E+02  0.17599419E+00  0.19875402E+00  0.49645232E+00
  0.18000000E+02  0.18192345E+00  0.20313798E+00  0.49561263E+00
  0.19000000E+02  0.18798097E+00  0.20746960E+00  0.49573100E+00
  0.20000000E+02  0.19358463E+00  0.21158674E+00  0.50497327E+00
  0.21000000E+02  0.19932765E+00  0.21563891E+00  0.51405488E+00
  0.22000000E+02  0.20457597E+00  0.21942729E+00  0.52260168E+00
  0.23000000E+02  0.21003649E+00  0.22324208E+00  0.53075957E+00
  0.24000000E+02  0.21497430E+00  0.22674273E+00  0.53856267E+00
  0.25000000E+02  0.22019858E+00  0.23035373E+00  0.54594192E+00
  0.26000000E+02  0.22491406E+00  0.23369984E+00  0.55303595E+00
  0.27000000E+02  0.22991419E+00  0.23713332E+00  0.55975479E+00
  0.28000000E+02  0.23441631E+00  0.24031548E+00  0.56622348E+00
  0.29000000E+02  0.23921401E+00  0.24358718E+00  0.57240473E+00
  0.30000000E+02  0.24351639E+00  0.24662873E+00  0.57830157E+00
  0.31000000E+02  0.24813302E+00  0.24976364E+00  0.58397662E+00
  0.32000000E+02  0.25226129E+00  0.25267144E+00  0.58941409E+00
  0.33000000E+02  0.25672346E+00  0.25569093E+00  0.59464497E+00
  0.34000000E+02  0.26068003E+00  0.25847888E+00  0.59967970E+00
  0.35000000E+02  0.26498757E+00  0.26139396E+00  0.60451797E+00
  0.36000000E+02  0.26879008E+00  0.26407386E+00  0.60919729E+00
  0.37000000E+02  0.27296875E+00  0.26689803E+00  0.61368621E+00
  0.38000000E+02  0.27667186E+00  0.26953924E+00  0.61800722E+00
  0.39000000E+02  0.28069505E+00  0.27225120E+00  0.62222615E+00
  0.40000000E+02  0.28422173E+00  0.27474732E+00  0.62625058E+00
  0.41000000E+02  0.28812939E+00  0.27737564E+00  0.63020282E+00
  0.42000000E+02  0.29149047E+00  0.27973600E+00  0.63405916E+00
  0.43000000E+02  0.29527877E+00  0.28228744E+00  0.63777099E+00
  0.44000000E+02  0.29854544E+00  0.28460743E+00  0.64143141E+00
  0.45000000E+02  0.30220977E+00  0.28707384E+00  0.64497166E+00
  0.46000000E+02  0.30538354E+00  0.28933920E+00  0.64836655E+00
  0.47000000E+02  0.30896000E+00  0.29175004E+00  0.65169572E+00
  0.48000000E+02  0.31202765E+00  0.29394977E+00  0.65490329E+00
  0.49000000E+02  0.31550719E+00  0.29629697E+00  0.65803881E+00
  0.50000000E+02  0.31847429E+00  0.29843455E+00  0.66107545E+00
  0.51000000E+02  0.32186519E+00  0.30072712E+00  0.66403260E+00
  0.52000000E+02  0.32473893E+00  0.30280603E+00  0.66691270E+00
  0.53000000E+02  0.32805071E+00  0.30504828E+00  0.66970494E+00
  0.54000000E+02  0.33085508E+00  0.30708965E+00  0.67241180E+00
  0.55000000E+02  0.33407004E+00  0.30926825E+00  0.67508042E+00
  0.56000000E+02  0.33681436E+00  0.31129122E+00  0.67763967E+00
  0.57000000E+02  0.33995024E+00  0.31341855E+00  0.68018085E+00
  0.58000000E+02  0.34257352E+00  0.31534143E+00  0.68260245E+00
  0.59000000E+02  0.34563597E+00  0.31741997E+00  0.68502564E+00
  0.60000000E+02  0.34813792E+00  0.31924650E+00  0.68741329E+00
  0.61000000E+02  0.35112514E+00  0.32127846E+00  0.68972700E+00
  0.62000000E+02  0.35357519E+00  0.32309041E+00  0.69204879E+00
  0.63000000E+02  0.35646856E+00  0.32505515E+00  0.69430559E+00
  0.64000000E+02  0.35886494E+00  0.32683708E+00  0.69646917E+00
  0.65000000E+02  0.36172223E+00  0.32879193E+00  0.69861590E+00
  0.66000000E+02  0.36404975E+00  0.33053167E+00  0.70068762E+00
  0.67000000E+02  0.36683335E+00  0.33243094E+00  0.70273037E+00
  0.68000000E+02  0.36909264E+00  0.33412910E+00  0.70471604E+00
  0.69000000E+02  0.37181417E+00  0.33599188E+00  0.70666031E+00
  0.70000000E+02  0.37401059E+00  0.33764977E+00  0.70856523E+00
  0.71000000E+02  0.37668069E+00  0.33947844E+00  0.71041599E+00
  0.72000000E+02  0.37883500E+00  0.34111319E+00  0.71221416E+00
  0.73000000E+02  0.38143647E+00  0.34289481E+00  0.71400676E+00
  0.74000000E+02  0.38355673E+00  0.34452295E+00  0.71571807E+00
  0.75000000E+02  0.38610052E+00  0.34626718E+00  0.71744111E+00
  0.76000000E+02  0.38811856E+00  0.34781356E+00  0.71906952E+00
  0.77000000E+02  0.39060802E+00  0.34952165E+00  0.72072683E+00
  0.78000000E+02  0.39252845E+00  0.35098818E+00  0.72237841E+00
  0.79000000E+02  0.39496696E+00  0.35266128E+00  0.72397432E+00
  0.80000000E+02  0.39686582E+00  0.35412183E+00  0.72559940E+00
  0.81000000E+02  0.39925212E+00  0.35576070E+00  0.72713643E+00
  0.82000000E+02  0.40110083E+00  0.35719200E+00  0.72868886E+00
  0.83000000E+02  0.40341401E+00  0.35876580E+00  0.73019840E+00
  0.84000000E+02  0.40521864E+00  0.36017284E+00  0.73165253E+00
  0.85000000E+02  0.40753137E+00  0.36177867E+00  0.73309351E+00
  0.86000000E+02  0.40928722E+00  0.36315436E+00  0.73449573E+00
  0.87000000E+02  0.41153518E+00  0.36469745E+00  0.73587065E+00
  0.88000000E+02  0.41324392E+00  0.36604159E+00  0.73722339E+00
  0.89000000E+02  0.41544815E+00  0.36755787E+00  0.73853454E+00
  0.90000000E+02  0.41710976E+00  0.36887120E+00  0.73984007E+00
  0.91000000E+02  0.41927492E+00  0.37036387E+00  0.74108960E+00
  0.92000000E+02  0.42093824E+00  0.37168988E+00  0.74230141E+00
  0.93000000E+02  0.42304678E+00  0.37313866E+00  0.74353992E+00
  0.94000000E+02  0.42462494E+00  0.37439418E+00  0.74469305E+00
  0.95000000E+02  0.42669310E+00  0.37581402E+00  0.74588931E+00
  0.96000000E+02  0.42818747E+00  0.37699987E+00  0.74710949E+00
  0.97000000E+02  0.43021468E+00  0.37839159E+00  0.74826686E+00
  0.98000000E+02  0.43169205E+00  0.37957603E+00  0.74946142E+00
  0.99000000E+02  0.43367990E+00  0.38094014E+00  0.75058009E+00
