 # t   L1   L2   Linf
  0.10000000E+01  0.19816374E+00  0.21584918E+00  0.48385467E+00
  0.20000000E+01  0.28479146E+00  0.27389880E+00  0.62117546E+00
  0.30000000E+01  0.35524959E+00  0.32286890E+00  0.65553996E+00
  0.40000000E+01  0.39703863E+00  0.35364899E+00  0.71927712E+00
  0.50000000E+01  0.44295998E+00  0.38530744E+00  0.71661154E+00
  0.60000000E+01  0.46569651E+00  0.40450887E+00  0.76206106E+00
  0.70000000E+01  0.49810434E+00  0.42603049E+00  0.74698585E+00
  0.80000000E+01  0.51014408E+00  0.43770448E+00  0.78365011E+00
  0.90000000E+01  0.53423041E+00  0.45282269E+00  0.76307693E+00
  0.10000000E+02  0.53947299E+00  0.45960869E+00  0.79466217E+00
  0.11000000E+02  0.55889722E+00  0.47071107E+00  0.77146460E+00
  0.12000000E+02  0.55947665E+00  0.47435689E+00  0.79994913E+00
  0.13000000E+02  0.57613644E+00  0.48294460E+00  0.77549168E+00
  0.14000000E+02  0.57362097E+00  0.48457218E+00  0.80206028E+00
  0.15000000E+02  0.58855857E+00  0.49157534E+00  0.77701781E+00
  0.16000000E+02  0.58404964E+00  0.49189540E+00  0.80241241E+00
  0.17000000E+02  0.59783852E+00  0.49788678E+00  0.77711555E+00
  0.18000000E+02  0.59223865E+00  0.49734886E+00  0.80180995E+00
  0.19000000E+02  0.60502694E+00  0.50268072E+00  0.77641075E+00
  0.20000000E+02  0.59877314E+00  0.50157085E+00  0.80071081E+00
  0.21000000E+02  0.61079016E+00  0.50646024E+00  0.77526821E+00
  0.22000000E+02  0.60420577E+00  0.50496245E+00  0.79937302E+00
  0.23000000E+02  0.61555609E+00  0.50954368E+00  0.77389877E+00
  0.24000000E+02  0.60902894E+00  0.50777820E+00  0.79793885E+00
  0.25000000E+02  0.61960355E+00  0.51213496E+00  0.77242254E+00
  0.26000000E+02  0.61321279E+00  0.51018185E+00  0.79648403E+00
  0.27000000E+02  0.62311744E+00  0.51436684E+00  0.77090665E+00
  0.28000000E+02  0.61690699E+00  0.51228057E+00  0.79504666E+00
  0.29000000E+02  0.62622287E+00  0.51632747E+00  0.76938770E+00
  0.30000000E+02  0.62021465E+00  0.51414596E+00  0.79364403E+00
  0.31000000E+02  0.62900648E+00  0.51807676E+00  0.76788491E+00
  0.32000000E+02  0.62320872E+00  0.51582709E+00  0.79228239E+00
  0.33000000E+02  0.63152983E+00  0.51965654E+00  0.76640789E+00
  0.34000000E+02  0.62594225E+00  0.51735848E+00  0.79096241E+00
  0.35000000E+02  0.63385302E+00  0.52109686E+00  0.76496104E+00
  0.36000000E+02  0.62845499E+00  0.51876514E+00  0.78968225E+00
  0.37000000E+02  0.63606076E+00  0.52241995E+00  0.76354602E+00
  0.38000000E+02  0.63077753E+00  0.52006579E+00  0.78843916E+00
  0.39000000E+02  0.63811180E+00  0.52364276E+00  0.76216314E+00
  0.40000000E+02  0.63293406E+00  0.52127480E+00  0.78723028E+00
  0.41000000E+02  0.64002616E+00  0.52477855E+00  0.76081210E+00
  0.42000000E+02  0.63494410E+00  0.52240353E+00  0.78605300E+00
  0.43000000E+02  0.64182000E+00  0.52583795E+00  0.75949234E+00
  0.44000000E+02  0.63682379E+00  0.52346117E+00  0.78490510E+00
  0.45000000E+02  0.64350657E+00  0.52682969E+00  0.75820324E+00
  0.46000000E+02  0.63858665E+00  0.52445534E+00  0.78378476E+00
  0.47000000E+02  0.63917541E+00  0.52178588E+00  0.77437033E+00
  0.48000000E+02  0.64121479E+00  0.52564091E+00  0.76939550E+00
  0.49000000E+02  0.64056677E+00  0.52257516E+00  0.77317041E+00
  0.50000000E+02  0.64275414E+00  0.52652129E+00  0.76835560E+00
  0.51000000E+02  0.64188073E+00  0.52331949E+00  0.77199844E+00
  0.52000000E+02  0.64421225E+00  0.52735534E+00  0.76733862E+00
  0.53000000E+02  0.64312435E+00  0.52402306E+00  0.77085381E+00
  0.54000000E+02  0.64559619E+00  0.52814715E+00  0.76634373E+00
  0.55000000E+02  0.64430377E+00  0.52468954E+00  0.76973594E+00
  0.56000000E+02  0.64691214E+00  0.52890033E+00  0.76537022E+00
  0.57000000E+02  0.64542442E+00  0.52532216E+00  0.76864427E+00
  0.58000000E+02  0.64816558E+00  0.52961805E+00  0.76441751E+00
  0.59000000E+02  0.64649106E+00  0.52592378E+00  0.76757825E+00
  0.60000000E+02  0.64936137E+00  0.53030317E+00  0.76348507E+00
  0.61000000E+02  0.64750796E+00  0.52649698E+00  0.76653735E+00
  0.62000000E+02  0.65050385E+00  0.53095822E+00  0.76257246E+00
  0.63000000E+02  0.64847890E+00  0.52704402E+00  0.76552103E+00
  0.64000000E+02  0.65159691E+00  0.53158550E+00  0.76167926E+00
