 # t   L1   L2   Linf
  0.10000000E+01  0.15105324E+00  0.18860345E+00  0.62041455E+00
  0.20000000E+01  0.19793161E+00  0.21157947E+00  0.52680963E+00
  0.30000000E+01  0.24812406E+00  0.25480536E+00  0.62292202E+00
  0.40000000E+01  0.25816802E+00  0.25775129E+00  0.56461940E+00
  0.50000000E+01  0.29162297E+00  0.28775775E+00  0.63398212E+00
  0.60000000E+01  0.28695571E+00  0.28102914E+00  0.58405629E+00
  0.70000000E+01  0.31618970E+00  0.31066665E+00  0.70470293E+00
  0.80000000E+01  0.30700166E+00  0.30059801E+00  0.64215614E+00
  0.90000000E+01  0.33835267E+00  0.33264482E+00  0.75424753E+00
  0.10000000E+02  0.32576844E+00  0.32107949E+00  0.68993730E+00
  0.11000000E+02  0.36182167E+00  0.35454772E+00  0.78160393E+00
  0.12000000E+02  0.34951893E+00  0.34240883E+00  0.71983105E+00
  0.13000000E+02  0.38498983E+00  0.37680164E+00  0.80092310E+00
  0.14000000E+02  0.37699913E+00  0.36482673E+00  0.74407320E+00
  0.15000000E+02  0.41480866E+00  0.40005884E+00  0.82199914E+00
  0.16000000E+02  0.40465853E+00  0.38840715E+00  0.77011408E+00
  0.17000000E+02  0.44522956E+00  0.42416873E+00  0.84643652E+00
  0.18000000E+02  0.43396948E+00  0.41254496E+00  0.79870410E+00
  0.19000000E+02  0.47535654E+00  0.44830967E+00  0.87127559E+00
  0.20000000E+02  0.46235381E+00  0.43634275E+00  0.82709422E+00
  0.21000000E+02  0.50616369E+00  0.47160738E+00  0.89288995E+00
  0.22000000E+02  0.49084828E+00  0.45910578E+00  0.85214082E+00
  0.23000000E+02  0.53493162E+00  0.49352142E+00  0.90896734E+00
  0.24000000E+02  0.51813087E+00  0.48052472E+00  0.87187158E+00
  0.25000000E+02  0.56321881E+00  0.51389284E+00  0.91888294E+00
  0.26000000E+02  0.54463868E+00  0.50059307E+00  0.88576625E+00
  0.27000000E+02  0.58868468E+00  0.53280111E+00  0.92323512E+00
  0.28000000E+02  0.57102408E+00  0.51943318E+00  0.90181739E+00
  0.29000000E+02  0.61305302E+00  0.55039213E+00  0.92316140E+00
  0.30000000E+02  0.59561553E+00  0.53715859E+00  0.93543170E+00
  0.31000000E+02  0.63668953E+00  0.56677002E+00  0.91977999E+00
  0.32000000E+02  0.61957326E+00  0.55381587E+00  0.96827049E+00
  0.33000000E+02  0.65746571E+00  0.58196795E+00  0.91388018E+00
  0.34000000E+02  0.64279370E+00  0.56938850E+00  0.10000079E+01
  0.35000000E+02  0.67714346E+00  0.59596824E+00  0.94051785E+00
  0.36000000E+02  0.66342827E+00  0.58382752E+00  0.10301070E+01
  0.37000000E+02  0.69586596E+00  0.60873621E+00  0.97006071E+00
  0.38000000E+02  0.68275504E+00  0.59708174E+00  0.10580160E+01
  0.39000000E+02  0.71457477E+00  0.62024581E+00  0.99955008E+00
  0.40000000E+02  0.70110448E+00  0.60911577E+00  0.10833078E+01
  0.41000000E+02  0.73178921E+00  0.63049050E+00  0.10267229E+01
  0.42000000E+02  0.71716070E+00  0.61991506E+00  0.11057362E+01
  0.43000000E+02  0.74734403E+00  0.63948235E+00  0.10513146E+01
  0.44000000E+02  0.73107185E+00  0.62948248E+00  0.11252229E+01
  0.45000000E+02  0.76133766E+00  0.64724548E+00  0.10732140E+01
  0.46000000E+02  0.74271347E+00  0.63783190E+00  0.11418059E+01
  0.47000000E+02  0.76472272E+00  0.64714445E+00  0.11165833E+01
  0.48000000E+02  0.75892223E+00  0.64761531E+00  0.11472250E+01
  0.49000000E+02  0.77459684E+00  0.65319566E+00  0.11323213E+01
  0.50000000E+02  0.76955048E+00  0.65336498E+00  0.11574052E+01
  0.51000000E+02  0.78348589E+00  0.65808647E+00  0.11454676E+01
  0.52000000E+02  0.77782143E+00  0.65795413E+00  0.11649739E+01
  0.53000000E+02  0.79104982E+00  0.66183950E+00  0.11560845E+01
  0.54000000E+02  0.78467832E+00  0.66141106E+00  0.11699961E+01
  0.55000000E+02  0.79646885E+00  0.66448005E+00  0.11642090E+01
  0.56000000E+02  0.79011777E+00  0.66376674E+00  0.11725064E+01
  0.57000000E+02  0.80019643E+00  0.66603728E+00  0.11698514E+01
  0.58000000E+02  0.79378077E+00  0.66505507E+00  0.11725171E+01
  0.59000000E+02  0.80306374E+00  0.66654464E+00  0.11730021E+01
  0.60000000E+02  0.79693160E+00  0.66531280E+00  0.11700308E+01
  0.61000000E+02  0.80452234E+00  0.66603968E+00  0.11736424E+01
  0.62000000E+02  0.79813337E+00  0.66457943E+00  0.11650541E+01
  0.63000000E+02  0.80498398E+00  0.66456369E+00  0.11717576E+01
  0.64000000E+02  0.79782438E+00  0.66289712E+00  0.11576130E+01
  0.65000000E+02  0.80342507E+00  0.66216141E+00  0.11673511E+01
  0.66000000E+02  0.79776279E+00  0.66031086E+00  0.11477650E+01
  0.67000000E+02  0.80031873E+00  0.65888095E+00  0.11604571E+01
  0.68000000E+02  0.79610846E+00  0.65686877E+00  0.11356093E+01
  0.69000000E+02  0.79677954E+00  0.65477393E+00  0.11511502E+01
  0.70000000E+02  0.79271654E+00  0.65262245E+00  0.11212910E+01
  0.71000000E+02  0.79200783E+00  0.64989562E+00  0.11395508E+01
  0.72000000E+02  0.78837122E+00  0.64762720E+00  0.11050018E+01
  0.73000000E+02  0.78622572E+00  0.64430500E+00  0.11258262E+01
  0.74000000E+02  0.78319476E+00  0.64194208E+00  0.10869754E+01
  0.75000000E+02  0.78012332E+00  0.63806469E+00  0.11101868E+01
  0.76000000E+02  0.77620730E+00  0.63562973E+00  0.10674790E+01
  0.77000000E+02  0.77334376E+00  0.63124065E+00  0.10928792E+01
  0.78000000E+02  0.76832112E+00  0.62875601E+00  0.10468033E+01
  0.79000000E+02  0.76517206E+00  0.62390174E+00  0.10741763E+01
  0.80000000E+02  0.76044697E+00  0.62138948E+00  0.10252510E+01
  0.81000000E+02  0.75588780E+00  0.61611921E+00  0.10543670E+01
  0.82000000E+02  0.75150409E+00  0.61360087E+00  0.10031258E+01
  0.83000000E+02  0.74667526E+00  0.60796617E+00  0.10337456E+01
  0.84000000E+02  0.74138896E+00  0.60546255E+00  0.98072193E+00
  0.85000000E+02  0.73689854E+00  0.59951701E+00  0.10126018E+01
  0.86000000E+02  0.73153905E+00  0.59704804E+00  0.95831656E+00
  0.87000000E+02  0.72606798E+00  0.59084699E+00  0.99121230E+00
  0.88000000E+02  0.72251445E+00  0.58843166E+00  0.93616272E+00
  0.89000000E+02  0.71513850E+00  0.58203182E+00  0.96983402E+00
  0.90000000E+02  0.71240880E+00  0.57968822E+00  0.91448518E+00
  0.91000000E+02  0.70432964E+00  0.57314734E+00  0.94869944E+00
  0.92000000E+02  0.70206478E+00  0.57089279E+00  0.89347788E+00
  0.93000000E+02  0.69324553E+00  0.56426923E+00  0.92801338E+00
  0.94000000E+02  0.69160846E+00  0.56212055E+00  0.87330314E+00
  0.95000000E+02  0.68208664E+00  0.55547275E+00  0.90795158E+00
  0.96000000E+02  0.68090326E+00  0.55344654E+00  0.85409222E+00
  0.97000000E+02  0.67118968E+00  0.54683251E+00  0.88866068E+00
  0.98000000E+02  0.67020695E+00  0.54494546E+00  0.83594708E+00
  0.99000000E+02  0.66023632E+00  0.53842209E+00  0.87025929E+00
  0.10000000E+03  0.65980041E+00  0.53669131E+00  0.81894284E+00
  0.10100000E+03  0.64943819E+00  0.53031370E+00  0.85283991E+00
  0.10200000E+03  0.64942566E+00  0.52875689E+00  0.80313075E+00
  0.10300000E+03  0.63956185E+00  0.52257765E+00  0.83647147E+00
  0.10400000E+03  0.63876301E+00  0.52121322E+00  0.78854141E+00
  0.10500000E+03  0.63010350E+00  0.51528166E+00  0.82120205E+00
  0.10600000E+03  0.62897436E+00  0.51412867E+00  0.77518799E+00
  0.10700000E+03  0.62062806E+00  0.50849011E+00  0.80706181E+00
  0.10800000E+03  0.61998984E+00  0.50756799E+00  0.76306923E+00
  0.10900000E+03  0.61170061E+00  0.50226306E+00  0.79406577E+00
  0.11000000E+03  0.61096622E+00  0.50159122E+00  0.75217227E+00
  0.11100000E+03  0.60405138E+00  0.49665517E+00  0.78221646E+00
  0.11200000E+03  0.60218003E+00  0.49625241E+00  0.74247504E+00
  0.11300000E+03  0.59685523E+00  0.49171460E+00  0.77150620E+00
  0.11400000E+03  0.59471778E+00  0.49159842E+00  0.73394838E+00
  0.11500000E+03  0.58988844E+00  0.48748181E+00  0.76191920E+00
  0.11600000E+03  0.58749261E+00  0.48766762E+00  0.72655772E+00
  0.11700000E+03  0.58444242E+00  0.48398850E+00  0.75343323E+00
  0.11800000E+03  0.58087113E+00  0.48448887E+00  0.72026445E+00
  0.11900000E+03  0.57955961E+00  0.48125663E+00  0.74602101E+00
  0.12000000E+03  0.57641456E+00  0.48208059E+00  0.71502696E+00
  0.12100000E+03  0.57537457E+00  0.47929773E+00  0.73965135E+00
  0.12200000E+03  0.57334410E+00  0.48045015E+00  0.71080143E+00
  0.12300000E+03  0.57247566E+00  0.47811243E+00  0.73428994E+00
  0.12400000E+03  0.57095376E+00  0.47959358E+00  0.70754228E+00
  0.12500000E+03  0.57105360E+00  0.47769034E+00  0.72989995E+00
  0.12600000E+03  0.56951171E+00  0.47949570E+00  0.70520258E+00
  0.12700000E+03  0.56993326E+00  0.47801033E+00  0.72644244E+00
  0.12800000E+03  0.56892085E+00  0.48013052E+00  0.70373413E+00
  0.12900000E+03  0.56972515E+00  0.47904108E+00  0.72387658E+00
  0.13000000E+03  0.56929046E+00  0.48146210E+00  0.70308753E+00
  0.13100000E+03  0.56986318E+00  0.48074203E+00  0.72215972E+00
  0.13200000E+03  0.57045554E+00  0.48344558E+00  0.70321212E+00
  0.13300000E+03  0.57117683E+00  0.48306449E+00  0.72124743E+00
  0.13400000E+03  0.57178628E+00  0.48602853E+00  0.70405591E+00
  0.13500000E+03  0.57329003E+00  0.48595302E+00  0.72109340E+00
  0.13600000E+03  0.57378581E+00  0.48915238E+00  0.70556542E+00
  0.13700000E+03  0.57559842E+00  0.48934685E+00  0.72164941E+00
  0.13800000E+03  0.57675329E+00  0.49275395E+00  0.70768567E+00
  0.13900000E+03  0.57853443E+00  0.49318139E+00  0.72286523E+00
  0.14000000E+03  0.57985579E+00  0.49676693E+00  0.71036010E+00
  0.14100000E+03  0.58221214E+00  0.49738966E+00  0.72468862E+00
  0.14200000E+03  0.58349256E+00  0.50112333E+00  0.71353061E+00
  0.14300000E+03  0.58641105E+00  0.50190364E+00  0.72706534E+00
  0.14400000E+03  0.58702375E+00  0.50444205E+00  0.73164547E+00
  0.14500000E+03  0.59595311E+00  0.51160776E+00  0.74497626E+00
  0.14600000E+03  0.59165833E+00  0.50925914E+00  0.73545887E+00
  0.14700000E+03  0.60080927E+00  0.51669129E+00  0.74782967E+00
  0.14800000E+03  0.59660007E+00  0.51422083E+00  0.73960686E+00
  0.14900000E+03  0.60610467E+00  0.52186130E+00  0.75079634E+00
  0.15000000E+03  0.60185666E+00  0.51926396E+00  0.74402768E+00
  0.15100000E+03  0.61175367E+00  0.52705705E+00  0.75379386E+00
  0.15200000E+03  0.60727477E+00  0.52432866E+00  0.74865930E+00
  0.15300000E+03  0.61775068E+00  0.53222157E+00  0.75674040E+00
  0.15400000E+03  0.61300587E+00  0.52935878E+00  0.75343992E+00
  0.15500000E+03  0.62379235E+00  0.53730201E+00  0.75955583E+00
  0.15600000E+03  0.61867345E+00  0.53430230E+00  0.75830852E+00
  0.15700000E+03  0.62954952E+00  0.54224996E+00  0.76216285E+00
  0.15800000E+03  0.62415466E+00  0.53911159E+00  0.76320534E+00
  0.15900000E+03  0.63519089E+00  0.54702161E+00  0.76812802E+00
  0.16000000E+03  0.62944510E+00  0.54374354E+00  0.77041764E+00
  0.16100000E+03  0.64055673E+00  0.55157778E+00  0.77723492E+00
  0.16200000E+03  0.63433551E+00  0.54815963E+00  0.77775579E+00
  0.16300000E+03  0.64557662E+00  0.55588401E+00  0.78553294E+00
  0.16400000E+03  0.63901882E+00  0.55232594E+00  0.78421486E+00
  0.16500000E+03  0.65035225E+00  0.55991042E+00  0.79300018E+00
  0.16600000E+03  0.64331699E+00  0.55621309E+00  0.78979031E+00
  0.16700000E+03  0.65469682E+00  0.56363170E+00  0.79962312E+00
  0.16800000E+03  0.64755909E+00  0.55979615E+00  0.79700095E+00
  0.16900000E+03  0.65872294E+00  0.56702692E+00  0.80539607E+00
  0.17000000E+03  0.65146050E+00  0.56305449E+00  0.80377722E+00
  0.17100000E+03  0.66225579E+00  0.57007938E+00  0.81032059E+00
  0.17200000E+03  0.65481490E+00  0.56597168E+00  0.80973639E+00
  0.17300000E+03  0.66521145E+00  0.57277650E+00  0.81440491E+00
  0.17400000E+03  0.65776627E+00  0.56853525E+00  0.81487846E+00
  0.17500000E+03  0.66777601E+00  0.57510954E+00  0.81766327E+00
  0.17600000E+03  0.66022795E+00  0.57073660E+00  0.81920972E+00
  0.17700000E+03  0.66973988E+00  0.57707349E+00  0.82011540E+00
  0.17800000E+03  0.66210503E+00  0.57257071E+00  0.82274223E+00
  0.17900000E+03  0.67118206E+00  0.57866681E+00  0.82178587E+00
  0.18000000E+03  0.66351696E+00  0.57403606E+00  0.82549330E+00
  0.18100000E+03  0.67216449E+00  0.57989129E+00  0.82270357E+00
  0.18200000E+03  0.66439872E+00  0.57513434E+00  0.82748491E+00
  0.18300000E+03  0.67255377E+00  0.58075181E+00  0.82290119E+00
  0.18400000E+03  0.66471129E+00  0.57587036E+00  0.82874328E+00
  0.18500000E+03  0.67240139E+00  0.58125615E+00  0.82259744E+00
  0.18600000E+03  0.66462394E+00  0.57625175E+00  0.82929836E+00
  0.18700000E+03  0.67213529E+00  0.58141481E+00  0.82418120E+00
  0.18800000E+03  0.66402258E+00  0.57628887E+00  0.82918336E+00
  0.18900000E+03  0.67138138E+00  0.58124082E+00  0.82507838E+00
  0.19000000E+03  0.66290605E+00  0.57599457E+00  0.82843434E+00
  0.19100000E+03  0.67012670E+00  0.58074950E+00  0.82531957E+00
  0.19200000E+03  0.66135751E+00  0.57538398E+00  0.82708980E+00
  0.19300000E+03  0.66853838E+00  0.57995834E+00  0.82493827E+00
  0.19400000E+03  0.65940045E+00  0.57447441E+00  0.82519030E+00
  0.19500000E+03  0.66650625E+00  0.57888672E+00  0.82397047E+00
  0.19600000E+03  0.65701988E+00  0.57328504E+00  0.82277805E+00
  0.19700000E+03  0.66406637E+00  0.57755580E+00  0.82245427E+00
  0.19800000E+03  0.65425748E+00  0.57183684E+00  0.81989661E+00
  0.19900000E+03  0.66127120E+00  0.57598825E+00  0.82042955E+00
  0.20000000E+03  0.65119362E+00  0.57015229E+00  0.81659048E+00
  0.20100000E+03  0.65819694E+00  0.57420810E+00  0.81793760E+00
  0.20200000E+03  0.64788135E+00  0.56825525E+00  0.81290485E+00
  0.20300000E+03  0.65483256E+00  0.57224048E+00  0.81502083E+00
  0.20400000E+03  0.64430478E+00  0.56617071E+00  0.80888520E+00
  0.20500000E+03  0.65122507E+00  0.57011148E+00  0.81172242E+00
  0.20600000E+03  0.64051126E+00  0.56392461E+00  0.80457704E+00
  0.20700000E+03  0.64742184E+00  0.56784786E+00  0.80808597E+00
  0.20800000E+03  0.63654820E+00  0.56154361E+00  0.80017144E+00
  0.20900000E+03  0.64347013E+00  0.56547690E+00  0.80415528E+00
  0.21000000E+03  0.63246267E+00  0.55905488E+00  0.79690722E+00
  0.21100000E+03  0.63941659E+00  0.56302611E+00  0.79997395E+00
  0.21200000E+03  0.62830094E+00  0.55648592E+00  0.79334394E+00
  0.21300000E+03  0.63530687E+00  0.56052305E+00  0.79558517E+00
  0.21400000E+03  0.62410806E+00  0.55386425E+00  0.78952366E+00
  0.21500000E+03  0.63118520E+00  0.55799508E+00  0.79103142E+00
  0.21600000E+03  0.62015756E+00  0.55121727E+00  0.78548810E+00
  0.21700000E+03  0.62713231E+00  0.55546913E+00  0.78635419E+00
  0.21800000E+03  0.61627823E+00  0.54857197E+00  0.78127841E+00
  0.21900000E+03  0.62317373E+00  0.55297145E+00  0.78159375E+00
  0.22000000E+03  0.61251305E+00  0.54595473E+00  0.77693490E+00
  0.22100000E+03  0.61933101E+00  0.55052742E+00  0.77678892E+00
  0.22200000E+03  0.60889817E+00  0.54339108E+00  0.77249676E+00
  0.22300000E+03  0.61579270E+00  0.54816129E+00  0.77197681E+00
  0.22400000E+03  0.60543953E+00  0.54090548E+00  0.76800183E+00
  0.22500000E+03  0.61265267E+00  0.54589597E+00  0.76719269E+00
  0.22600000E+03  0.60223733E+00  0.53852109E+00  0.76348643E+00
  0.22700000E+03  0.60974412E+00  0.54375283E+00  0.76246975E+00
