 i       X     FEXACT   FI_LAXF   ERR_LAXF
   0  -1.00000   0.00000    0.214160    0.214160
   1  -0.99900   0.00000    0.214533    0.214533
   2  -0.99800   0.00000    0.214462    0.214462
   3  -0.99700   0.00000    0.214836    0.214836
   4  -0.99600   0.00000    0.214765    0.214765
   5  -0.99500   0.00000    0.215141    0.215141
   6  -0.99400   0.00000    0.215071    0.215071
   7  -0.99300   0.00000    0.215448    0.215448
   8  -0.99200   0.00000    0.215379    0.215379
   9  -0.99100   0.00000    0.215757    0.215757
  10  -0.99000   0.00000    0.215689    0.215689
  11  -0.98899   0.00000    0.216068    0.216068
  12  -0.98799   0.00000    0.216000    0.216000
  13  -0.98699   0.00000    0.216381    0.216381
  14  -0.98599   0.00000    0.216314    0.216314
  15  -0.98499   0.00000    0.216696    0.216696
  16  -0.98399   0.00000    0.216630    0.216630
  17  -0.98299   0.00000    0.217012    0.217012
  18  -0.98199   0.00000    0.216947    0.216947
  19  -0.98099   0.00000    0.217331    0.217331
  20  -0.97999   0.00000    0.217267    0.217267
  21  -0.97899   0.00000    0.217652    0.217652
  22  -0.97799   0.00000    0.217588    0.217588
  23  -0.97699   0.00000    0.217974    0.217974
  24  -0.97599   0.00000    0.217912    0.217912
  25  -0.97499   0.00000    0.218299    0.218299
  26  -0.97399   0.00000    0.218237    0.218237
  27  -0.97299   0.00000    0.218625    0.218625
  28  -0.97199   0.00000    0.218564    0.218564
  29  -0.97099   0.00000    0.218953    0.218953
  30  -0.96999   0.00000    0.218893    0.218893
  31  -0.96898   0.00000    0.219283    0.219283
  32  -0.96798   0.00000    0.219224    0.219224
  33  -0.96698   0.00000    0.219615    0.219615
  34  -0.96598   0.00000    0.219557    0.219557
  35  -0.96498   0.00000    0.219948    0.219948
  36  -0.96398   0.00000    0.219891    0.219891
  37  -0.96298   0.00000    0.220284    0.220284
  38  -0.96198   0.00000    0.220227    0.220227
  39  -0.96098   0.00000    0.220621    0.220621
  40  -0.95998   0.00000    0.220564    0.220564
  41  -0.95898   0.00000    0.220959    0.220959
  42  -0.95798   0.00000    0.220904    0.220904
  43  -0.95698   0.00000    0.221299    0.221299
  44  -0.95598   0.00000    0.221245    0.221245
  45  -0.95498   0.00000    0.221641    0.221641
  46  -0.95398   0.00000    0.221588    0.221588
  47  -0.95298   0.00000    0.221985    0.221985
  48  -0.95198   0.00000    0.221932    0.221932
  49  -0.95098   0.00000    0.222330    0.222330
  50  -0.94998   0.00000    0.222278    0.222278
  51  -0.94897   0.00000    0.222677    0.222677
  52  -0.94797   0.00000    0.222626    0.222626
  53  -0.94697   0.00000    0.223026    0.223026
  54  -0.94597   0.00000    0.222975    0.222975
  55  -0.94497   0.00000    0.223376    0.223376
  56  -0.94397   0.00000    0.223326    0.223326
  57  -0.94297   0.00000    0.223728    0.223728
  58  -0.94197   0.00000    0.223679    0.223679
  59  -0.94097   0.00000    0.224081    0.224081
  60  -0.93997   0.00000    0.224033    0.224033
  61  -0.93897   0.00000    0.224436    0.224436
  62  -0.93797   0.00000    0.224388    0.224388
  63  -0.93697   0.00000    0.224792    0.224792
  64  -0.93597   0.00000    0.224745    0.224745
  65  -0.93497   0.00000    0.225150    0.225150
  66  -0.93397   0.00000    0.225104    0.225104
  67  -0.93297   0.00000    0.225509    0.225509
  68  -0.93197   0.00000    0.225463    0.225463
  69  -0.93097   0.00000    0.225869    0.225869
  70  -0.92996   0.00000    0.225825    0.225825
  71  -0.92896   0.00000    0.226231    0.226231
  72  -0.92796   0.00000    0.226187    0.226187
  73  -0.92696   0.00000    0.226594    0.226594
  74  -0.92596   0.00000    0.226552    0.226552
  75  -0.92496   0.00000    0.226959    0.226959
  76  -0.92396   0.00000    0.226917    0.226917
  77  -0.92296   0.00000    0.227325    0.227325
  78  -0.92196   0.00000    0.227284    0.227284
  79  -0.92096   0.00000    0.227692    0.227692
  80  -0.91996   0.00000    0.227652    0.227652
  81  -0.91896   0.00000    0.228061    0.228061
  82  -0.91796   0.00000    0.228021    0.228021
  83  -0.91696   0.00000    0.228431    0.228431
  84  -0.91596   0.00000    0.228392    0.228392
  85  -0.91496   0.00000    0.228803    0.228803
  86  -0.91396   0.00000    0.228764    0.228764
  87  -0.91296   0.00000    0.229175    0.229175
  88  -0.91196   0.00000    0.229138    0.229138
  89  -0.91096   0.00000    0.229549    0.229549
  90  -0.90995   0.00000    0.229513    0.229513
  91  -0.90895   0.00000    0.229924    0.229924
  92  -0.90795   0.00000    0.229889    0.229889
  93  -0.90695   0.00000    0.230301    0.230301
  94  -0.90595   0.00000    0.230266    0.230266
  95  -0.90495   0.00000    0.230678    0.230678
  96  -0.90395   0.00000    0.230644    0.230644
  97  -0.90295   0.00000    0.231057    0.231057
  98  -0.90195   0.00000    0.231024    0.231024
  99  -0.90095   0.00000    0.231438    0.231438
 100  -0.89995   0.00000    0.231405    0.231405
 101  -0.89895   0.00000    0.231819    0.231819
 102  -0.89795   0.00000    0.231787    0.231787
 103  -0.89695   0.00000    0.232201    0.232201
 104  -0.89595   0.00000    0.232170    0.232170
 105  -0.89495   0.00000    0.232585    0.232585
 106  -0.89395   0.00000    0.232554    0.232554
 107  -0.89295   0.00000    0.232970    0.232970
 108  -0.89195   0.00000    0.232940    0.232940
 109  -0.89095   0.00000    0.233355    0.233355
 110  -0.88994   0.00000    0.233327    0.233327
 111  -0.88894   0.00000    0.233742    0.233742
 112  -0.88794   0.00000    0.233714    0.233714
 113  -0.88694   0.00000    0.234130    0.234130
 114  -0.88594   0.00000    0.234103    0.234103
 115  -0.88494   0.00000    0.234519    0.234519
 116  -0.88394   0.00000    0.234493    0.234493
 117  -0.88294   0.00000    0.234910    0.234910
 118  -0.88194   0.00000    0.234884    0.234884
 119  -0.88094   0.00000    0.235301    0.235301
 120  -0.87994   0.00000    0.235276    0.235276
 121  -0.87894   0.00000    0.235693    0.235693
 122  -0.87794   0.00000    0.235669    0.235669
 123  -0.87694   0.00000    0.236086    0.236086
 124  -0.87594   0.00000    0.236063    0.236063
 125  -0.87494   0.00000    0.236480    0.236480
 126  -0.87394   0.00000    0.236458    0.236458
 127  -0.87294   0.00000    0.236875    0.236875
 128  -0.87194   0.00000    0.236853    0.236853
 129  -0.87094   0.00000    0.237271    0.237271
 130  -0.86993   0.00000    0.237250    0.237250
 131  -0.86893   0.00000    0.237668    0.237668
 132  -0.86793   0.00000    0.237647    0.237647
 133  -0.86693   0.00000    0.238065    0.238065
 134  -0.86593   0.00000    0.238045    0.238045
 135  -0.86493   0.00000    0.238463    0.238463
 136  -0.86393   0.00000    0.238444    0.238444
 137  -0.86293   0.00000    0.238862    0.238862
 138  -0.86193   0.00000    0.238844    0.238844
 139  -0.86093   0.00000    0.239261    0.239261
 140  -0.85993   0.00000    0.239244    0.239244
 141  -0.85893   0.00000    0.239662    0.239662
 142  -0.85793   0.00000    0.239645    0.239645
 143  -0.85693   0.00000    0.240062    0.240062
 144  -0.85593   0.00000    0.240047    0.240047
 145  -0.85493   0.00000    0.240464    0.240464
 146  -0.85393   0.00000    0.240449    0.240449
 147  -0.85293   0.00000    0.240866    0.240866
 148  -0.85193   0.00000    0.240852    0.240852
 149  -0.85093   0.00000    0.241269    0.241269
 150  -0.84992   0.00000    0.241256    0.241256
