 i       X     FEXACT   FI_FTCS   ERR_FTCS
  62   0.15539    0.82843              NaN               NaN
  63   0.15789    0.83718              NaN               NaN
  64   0.16040    0.84566              NaN               NaN
  65   0.16291    0.85399              NaN               NaN
  66   0.16541    0.86205              NaN               NaN
  67   0.16792    0.86995              NaN               NaN
  68   0.17043    0.87758              NaN               NaN
  69   0.17293    0.88505              NaN               NaN
  70   0.17544    0.89224              NaN               NaN
  71   0.17794    0.89927              NaN               NaN
  72   0.18045    0.90602              NaN               NaN
  73   0.18296    0.91259              NaN               NaN
  74   0.18546    0.91890              NaN               NaN
  75   0.18797    0.92502              NaN               NaN
  76   0.19048    0.93086              NaN               NaN
  77   0.19298    0.93652              NaN               NaN
  78   0.19549    0.94191              NaN               NaN
  79   0.19799    0.94710              NaN               NaN
  80   0.20050    0.95202              NaN               NaN
  81   0.20301    0.95673              NaN               NaN
  82   0.20551    0.96118              NaN               NaN
  83   0.20802    0.96542              NaN               NaN
  84   0.21053    0.96939              NaN               NaN
  85   0.21303    0.97315              NaN               NaN
  86   0.21554    0.97664              NaN               NaN
  87   0.21805    0.97992              NaN               NaN
  88   0.22055    0.98292              NaN               NaN
  89   0.22306    0.98571              NaN               NaN
  90   0.22556    0.98823              NaN               NaN
  91   0.22807    0.99053              NaN               NaN
  92   0.23058    0.99256              NaN               NaN
  93   0.23308    0.99436              NaN               NaN
  94   0.23559    0.99590              NaN               NaN
  95   0.23810    0.99721              NaN               NaN
  96   0.24060    0.99825              NaN               NaN
  97   0.24311    0.99906              NaN               NaN
  98   0.24561    0.99962              NaN               NaN
  99   0.24812    0.99993              NaN               NaN
 100   0.25063    0.99999              NaN               NaN
 101   0.25313    0.99981              NaN               NaN
 102   0.25564    0.99937              NaN               NaN
 103   0.25815    0.99869              NaN               NaN
 104   0.26065    0.99776              NaN               NaN
 105   0.26316    0.99658              NaN               NaN
 106   0.26566    0.99516              NaN               NaN
 107   0.26817    0.99349              NaN               NaN
 108   0.27068    0.99158              NaN               NaN
 109   0.27318    0.98941              NaN               NaN
 110   0.27569    0.98701              NaN               NaN
 111   0.27820    0.98435              NaN               NaN
 112   0.28070    0.98146              NaN               NaN
 113   0.28321    0.97831              NaN               NaN
 114   0.28571    0.97494              NaN               NaN
 115   0.28822    0.97130              NaN               NaN
 116   0.29073    0.96745              NaN               NaN
 117   0.29323    0.96333              NaN               NaN
 118   0.29574    0.95900              NaN               NaN
 119   0.29825    0.95440              NaN               NaN
 120   0.30075    0.94960              NaN               NaN
 121   0.30326    0.94453              NaN               NaN
 122   0.30576    0.93926              NaN               NaN
 123   0.30827    0.93372              NaN               NaN
 124   0.31078    0.92798              NaN               NaN
 125   0.31328    0.92198              NaN               NaN
 126   0.31579    0.91579              NaN               NaN
 127   0.31830    0.90933              NaN               NaN
 128   0.32080    0.90269              NaN               NaN
 129   0.32331    0.89577              NaN               NaN
 130   0.32581    0.88869              NaN               NaN
 131   0.32832    0.88133              NaN               NaN
 132   0.33083    0.87381              NaN               NaN
 133   0.33333    0.86602              NaN               NaN
 134   0.33584    0.85807              NaN               NaN
 135   0.33835    0.84984              NaN               NaN
 136   0.34085    0.84147              NaN               NaN
 137   0.34336    0.83283              NaN               NaN
 138   0.34586    0.82404              NaN               NaN
 139   0.34837    0.81498              NaN               NaN
 140   0.35088    0.80579              NaN               NaN
 141   0.35338    0.79633              NaN               NaN
 142   0.35589    0.78675              NaN               NaN
 143   0.35840    0.77689              NaN               NaN
 144   0.36090    0.76692              NaN               NaN
 145   0.36341    0.75668              NaN               NaN
 146   0.36591    0.74633              NaN               NaN
 147   0.36842    0.73572              NaN               NaN
 148   0.37093    0.72500              NaN               NaN
 149   0.37343    0.71402              NaN               NaN
 150   0.37594    0.70296              NaN               NaN
 151   0.37845    0.69162              NaN               NaN
 152   0.38095    0.68021              NaN               NaN
 153   0.38346    0.66854              NaN               NaN
 154   0.38596    0.65679              NaN               NaN
 155   0.38847    0.64479              NaN               NaN
 156   0.39098    0.63272              NaN               NaN
 157   0.39348    0.62040              NaN               NaN
 158   0.39599    0.60802              NaN               NaN
 159   0.39850    0.59540              NaN               NaN
 160   0.40100    0.58272              NaN               NaN
 161   0.40351    0.56980              NaN               NaN
 162   0.40602    0.55684              NaN               NaN
 163   0.40852    0.54364              NaN               NaN
 164   0.41103    0.53041              NaN               NaN
 165   0.41353    0.51694              NaN               NaN
 166   0.41604    0.50345              NaN               NaN
 167   0.41855    0.48973              NaN               NaN
 168   0.42105    0.47600              NaN               NaN
 169   0.42356    0.46204              NaN               NaN
 170   0.42607    0.44807              NaN               NaN
 171   0.42857    0.43388              NaN               NaN
 172   0.43108    0.41969              NaN               NaN
 173   0.43358    0.40529              NaN               NaN
 174   0.43609    0.39090              NaN               NaN
 175   0.43860    0.37631              NaN               NaN
 176   0.44110    0.36173              NaN               NaN
 177   0.44361    0.34695              NaN               NaN
 178   0.44612    0.33219              NaN               NaN
 179   0.44862    0.31724              NaN               NaN
 180   0.45113    0.30227              NaN               NaN
 181   0.45363    0.28722              NaN               NaN
 182   0.45614    0.27210              NaN               NaN
 183   0.45865    0.25692              NaN               NaN
 184   0.46115    0.24167              NaN               NaN
 185   0.46366    0.22636              NaN               NaN
 186   0.46617    0.21099              NaN               NaN
 187   0.46867    0.19557              NaN               NaN
 188   0.47118    0.18011              NaN               NaN
 189   0.47368    0.16459              NaN               NaN
 190   0.47619    0.14904              NaN               NaN
 191   0.47870    0.13345              NaN               NaN
 192   0.48120    0.11783              NaN               NaN
 193   0.48371    0.10218              NaN               NaN
 194   0.48622    0.08650              NaN               NaN
 195   0.48872    0.07081              NaN               NaN
 196   0.49123    0.05509              NaN               NaN
 197   0.49373    0.03936              NaN               NaN
 198   0.49624    0.02362              NaN               NaN
 199   0.49875    0.00788              NaN               NaN
 200   0.50125   -0.00787              NaN               NaN
 201   0.50376   -0.02362              NaN               NaN
 202   0.50627   -0.03935              NaN               NaN
 203   0.50877   -0.05508              NaN               NaN
 204   0.51128   -0.07080              NaN               NaN
 205   0.51378   -0.08650              NaN               NaN
 206   0.51629   -0.10217              NaN               NaN
 207   0.51880   -0.11783              NaN               NaN
 208   0.52130   -0.13345              NaN               NaN
 209   0.52381   -0.14904              NaN               NaN
 210   0.52632   -0.16459              NaN               NaN
 211   0.52882   -0.18010              NaN               NaN
 212   0.53133   -0.19557              NaN               NaN
 213   0.53383   -0.21099              NaN               NaN
 214   0.53634   -0.22635              NaN               NaN
 215   0.53885   -0.24166              NaN               NaN
 216   0.54135   -0.25691              NaN               NaN
 217   0.54386   -0.27210              NaN               NaN
 218   0.54637   -0.28721              NaN               NaN
 219   0.54887   -0.30226              NaN               NaN
 220   0.55138   -0.31723              NaN               NaN
 221   0.55388   -0.33213              NaN               NaN
 222   0.55639   -0.34694              NaN               NaN
 223   0.55890   -0.36167              NaN               NaN
 224   0.56140   -0.37630              NaN               NaN
 225   0.56391   -0.39084              NaN               NaN
 226   0.56642   -0.40529              NaN               NaN
 227   0.56892   -0.41963              NaN               NaN
 228   0.57143   -0.43387              NaN               NaN
 229   0.57393   -0.44801              NaN               NaN
 230   0.57644   -0.46203              NaN               NaN
 231   0.57895   -0.47594              NaN               NaN
 232   0.58145   -0.48973              NaN               NaN
 233   0.58396   -0.50340              NaN               NaN
 234   0.58647   -0.51694              NaN               NaN
 235   0.58897   -0.53035              NaN               NaN
 236   0.59148   -0.54364              NaN               NaN
 237   0.59398   -0.55679              NaN               NaN
 238   0.59649   -0.56980              NaN               NaN
 239   0.59900   -0.58267              NaN               NaN
 240   0.60150   -0.59539              NaN               NaN
 241   0.60401   -0.60797              NaN               NaN
 242   0.60652   -0.62040              NaN               NaN
 243   0.60902   -0.63267              NaN               NaN
 244   0.61153   -0.64478              NaN               NaN
 245   0.61404   -0.65674              NaN               NaN
 246   0.61654   -0.66853              NaN               NaN
 247   0.61905   -0.68016              NaN               NaN
 248   0.62155   -0.69162              NaN               NaN
 249   0.62406   -0.70291              NaN               NaN
 250   0.62657   -0.71402              NaN               NaN
 251   0.62907   -0.72496              NaN               NaN
 252   0.63158   -0.73571              NaN               NaN
 253   0.63409   -0.74629              NaN               NaN
 254   0.63659   -0.75668              NaN               NaN
 255   0.63910   -0.76688              NaN               NaN
 256   0.64160   -0.77689              NaN               NaN
 257   0.64411   -0.78671              NaN               NaN
 258   0.64662   -0.79633              NaN               NaN
 259   0.64912   -0.80575              NaN               NaN
 260   0.65163   -0.81498              NaN               NaN
 261   0.65414   -0.82400              NaN               NaN
 262   0.65664   -0.83282              NaN               NaN
 263   0.65915   -0.84144              NaN               NaN
 264   0.66165   -0.84984              NaN               NaN
 265   0.66416   -0.85803              NaN               NaN
 266   0.66667   -0.86602              NaN               NaN
 267   0.66917   -0.87378              NaN               NaN
 268   0.67168   -0.88133              NaN               NaN
 269   0.67419   -0.88866              NaN               NaN
 270   0.67669   -0.89577              NaN               NaN
 271   0.67920   -0.90266              NaN               NaN
 272   0.68170   -0.90933              NaN               NaN
 273   0.68421   -0.91576              NaN               NaN
 274   0.68672   -0.92198              NaN               NaN
 275   0.68922   -0.92796              NaN               NaN
 276   0.69173   -0.93371              NaN               NaN
 277   0.69424   -0.93924              NaN               NaN
 278   0.69674   -0.94452              NaN               NaN
 279   0.69925   -0.94958              NaN               NaN
 280   0.70175   -0.95440              NaN               NaN
 281   0.70426   -0.95898              NaN               NaN
 282   0.70677   -0.96333              NaN               NaN
 283   0.70927   -0.96743              NaN               NaN
 284   0.71178   -0.97130              NaN               NaN
 285   0.71429   -0.97492              NaN               NaN
 286   0.71679   -0.97831              NaN               NaN
 287   0.71930   -0.98145              NaN               NaN
 288   0.72180   -0.98434              NaN               NaN
 289   0.72431   -0.98700              NaN               NaN
 290   0.72682   -0.98941              NaN               NaN
 291   0.72932   -0.99157              NaN               NaN
 292   0.73183   -0.99349              NaN               NaN
 293   0.73434   -0.99516              NaN               NaN
 294   0.73684   -0.99658              NaN               NaN
 295   0.73935   -0.99776              NaN               NaN
 296   0.74185   -0.99869              NaN               NaN
 297   0.74436   -0.99937              NaN               NaN
 298   0.74687   -0.99981              NaN               NaN
 299   0.74937   -0.99999              NaN               NaN
 300   0.75188   -0.99993              NaN               NaN
 301   0.75439   -0.99962              NaN               NaN
 302   0.75689   -0.99906              NaN               NaN
 303   0.75940   -0.99826              NaN               NaN
 304   0.76190   -0.99721              NaN               NaN
 305   0.76441   -0.99591              NaN               NaN
 306   0.76692   -0.99436              NaN               NaN
 307   0.76942   -0.99257              NaN               NaN
 308   0.77193   -0.99053              NaN               NaN
 309   0.77444   -0.98824              NaN               NaN
 310   0.77694   -0.98571              NaN               NaN
 311   0.77945   -0.98294              NaN               NaN
 312   0.78195   -0.97992              NaN               NaN
 313   0.78446   -0.97666              NaN               NaN
 314   0.78697   -0.97315              NaN               NaN
 315   0.78947   -0.96941              NaN               NaN
 316   0.79198   -0.96542              NaN               NaN
 317   0.79449   -0.96120              NaN               NaN
 318   0.79699   -0.95674              NaN               NaN
 319   0.79950   -0.95204              NaN               NaN
 320   0.80200   -0.94710              NaN               NaN
 321   0.80451   -0.94193              NaN               NaN
 322   0.80702   -0.93652              NaN               NaN
 323   0.80952   -0.93089              NaN               NaN
 324   0.81203   -0.92502              NaN               NaN
 325   0.81454   -0.91892              NaN               NaN
 326   0.81704   -0.91260              NaN               NaN
 327   0.81955   -0.90605              NaN               NaN
 328   0.82206   -0.89927              NaN               NaN
 329   0.82456   -0.89227              NaN               NaN
 330   0.82707   -0.88505              NaN               NaN
 331   0.82957   -0.87761              NaN               NaN
 332   0.83208   -0.86995              NaN               NaN
 333   0.83459   -0.86208              NaN               NaN
 334   0.83709   -0.85399              NaN               NaN
 335   0.83960   -0.84570              NaN               NaN
 336   0.84211   -0.83719              NaN               NaN
 337   0.84461   -0.82847              NaN               NaN
 338   0.84712   -0.81955              NaN               NaN
 339   0.84962   -0.81043              NaN               NaN
 340   0.85213   -0.80110              NaN               NaN
 341   0.85464   -0.79158              NaN               NaN
 342   0.85714   -0.78186              NaN               NaN
 343   0.85965   -0.77194              NaN               NaN
 344   0.86216   -0.76184              NaN               NaN
 345   0.86466   -0.75154              NaN               NaN
 346   0.86717   -0.74106              NaN               NaN
 347   0.86967   -0.73040              NaN               NaN
 348   0.87218   -0.71955              NaN               NaN
 349   0.87469   -0.70853              NaN               NaN
 350   0.87719   -0.69733              NaN               NaN
 351   0.87970   -0.68595              NaN               NaN
 352   0.88221   -0.67441              NaN               NaN
 353   0.88471   -0.66270              NaN               NaN
 354   0.88722   -0.65083              NaN               NaN
 355   0.88972   -0.63879              NaN               NaN
 356   0.89223   -0.62660              NaN               NaN
 357   0.89474   -0.61425              NaN               NaN
 358   0.89724   -0.60175              NaN               NaN
 359   0.89975   -0.58909              NaN               NaN
 360   0.90226   -0.57630              NaN               NaN
 361   0.90476   -0.56336              NaN               NaN
 362   0.90727   -0.55028              NaN               NaN
 363   0.90977   -0.53706              NaN               NaN
 364   0.91228   -0.52371              NaN               NaN
 365   0.91479   -0.51018              NaN               NaN
 366   0.91729   -0.49663              NaN               NaN
 367   0.91980   -0.48284              NaN               NaN
 368   0.92231   -0.46905              NaN               NaN
 369   0.92481   -0.45503              NaN               NaN
 370   0.92732   -0.44101              NaN               NaN
 371   0.92982   -0.42676              NaN               NaN
 372   0.93233   -0.41253              NaN               NaN
 373   0.93484   -0.39808              NaN               NaN
 374   0.93734   -0.38364              NaN               NaN
 375   0.93985   -0.36899              NaN               NaN
 376   0.94236   -0.35437              NaN               NaN
 377   0.94486   -0.33954              NaN               NaN
 378   0.94737   -0.32475              NaN               NaN
 379   0.94987   -0.30975              NaN               NaN
 380   0.95238   -0.29480              NaN               NaN
 381   0.95489   -0.27966              NaN               NaN
 382   0.95739   -0.26457              NaN               NaN
 383   0.95990   -0.24929              NaN               NaN
 384   0.96241   -0.23407              NaN               NaN
 385   0.96491   -0.21867              NaN               NaN
 386   0.96742   -0.20334              NaN               NaN
 387   0.96992   -0.18784              NaN               NaN
 388   0.97243   -0.17241              NaN               NaN
 389   0.97494   -0.15681              NaN               NaN
 390   0.97744   -0.14130              NaN               NaN
 391   0.97995   -0.12564              NaN               NaN
 392   0.98246   -0.11006              NaN               NaN
 393   0.98496   -0.09434              NaN               NaN
 394   0.98747   -0.07871              NaN               NaN
 395   0.98997   -0.06294              NaN               NaN
 396   0.99248   -0.04728              NaN               NaN
 397   0.99499   -0.03148              NaN               NaN
 398   0.99749   -0.01574              NaN               NaN
 399   1.00000    0.00001              NaN               NaN
 
