 i       X     FEXACT   FI_LAXF   ERR_LAXF
 109   0.27318   0.98941   0.33362   0.65579
 110   0.27569   0.98701   0.33181   0.65520
 111   0.27820   0.98435   0.32992   0.65443
 112   0.28070   0.98146   0.32794   0.65352
 113   0.28321   0.97831   0.32589   0.65242
 114   0.28571   0.97494   0.32375   0.65119
 115   0.28822   0.97130   0.32153   0.64977
 116   0.29073   0.96745   0.31924   0.64821
 117   0.29323   0.96333   0.31686   0.64647
 118   0.29574   0.95900   0.31441   0.64459
 119   0.29825   0.95440   0.31187   0.64253
 120   0.30075   0.94960   0.30926   0.64034
 121   0.30326   0.94453   0.30658   0.63795
 122   0.30576   0.93926   0.30382   0.63544
 123   0.30827   0.93372   0.30098   0.63274
 124   0.31078   0.92798   0.29806   0.62992
 125   0.31328   0.92198   0.29508   0.62690
 126   0.31579   0.91579   0.29202   0.62377
 127   0.31830   0.90933   0.28889   0.62044
 128   0.32080   0.90269   0.28568   0.61701
 129   0.32331   0.89577   0.28241   0.61337
 130   0.32581   0.88869   0.27906   0.60963
 131   0.32832   0.88133   0.27565   0.60568
 132   0.33083   0.87381   0.27217   0.60164
 133   0.33333   0.86602   0.26862   0.59740
 134   0.33584   0.85807   0.26500   0.59307
 135   0.33835   0.84984   0.26132   0.58852
 136   0.34085   0.84147   0.25758   0.58390
 137   0.34336   0.83283   0.25376   0.57906
 138   0.34586   0.82404   0.24989   0.57415
 139   0.34837   0.81498   0.24596   0.56903
 140   0.35088   0.80579   0.24196   0.56383
 141   0.35338   0.79633   0.23790   0.55843
 142   0.35589   0.78675   0.23379   0.55296
 143   0.35840   0.77689   0.22961   0.54728
 144   0.36090   0.76692   0.22538   0.54153
 145   0.36341   0.75668   0.22110   0.53558
 146   0.36591   0.74633   0.21676   0.52957
 147   0.36842   0.73572   0.21236   0.52335
 148   0.37093   0.72500   0.20792   0.51709
 149   0.37343   0.71402   0.20342   0.51061
 150   0.37594   0.70296   0.19887   0.50409
 151   0.37845   0.69162   0.19427   0.49736
 152   0.38095   0.68021   0.18962   0.49059
 153   0.38346   0.66854   0.18493   0.48361
 154   0.38596   0.65679   0.18019   0.47660
 155   0.38847   0.64479   0.17540   0.46939
 156   0.39098   0.63272   0.17058   0.46214
 157   0.39348   0.62040   0.16571   0.45470
 158   0.39599   0.60802   0.16079   0.44723
 159   0.39850   0.59540   0.15584   0.43955
 160   0.40100   0.58272   0.15085   0.43187
 161   0.40351   0.56980   0.14583   0.42398
 162   0.40602   0.55684   0.14076   0.41608
 163   0.40852   0.54364   0.13566   0.40798
 164   0.41103   0.53041   0.13053   0.39988
 165   0.41353   0.51694   0.12537   0.39158
 166   0.41604   0.50345   0.12017   0.38328
 167   0.41855   0.48973   0.11495   0.37478
 168   0.42105   0.47600   0.10969   0.36630
 169   0.42356   0.46204   0.10441   0.35762
 170   0.42607   0.44807   0.09911   0.34896
 171   0.42857   0.43388   0.09377   0.34010
 172   0.43108   0.41969   0.08842   0.33127
 173   0.43358   0.40529   0.08304   0.32225
 174   0.43609   0.39090   0.07765   0.31326
 175   0.43860   0.37631   0.07223   0.30408
 176   0.44110   0.36173   0.06680   0.29493
 177   0.44361   0.34695   0.06134   0.28560
 178   0.44612   0.33219   0.05588   0.27631
 179   0.44862   0.31724   0.05040   0.26684
 180   0.45113   0.30227   0.04491   0.25736
 181   0.45363   0.28722   0.03940   0.24782
 182   0.45614   0.27210   0.03389   0.23821
 183   0.45865   0.25692   0.02837   0.22855
 184   0.46115   0.24167   0.02284   0.21883
 185   0.46366   0.22636   0.01730   0.20905
 186   0.46617   0.21099   0.01177   0.19922
 187   0.46867   0.19557   0.00622   0.18935
 188   0.47118   0.18011   0.00068   0.17943
 189   0.47368   0.16459  -0.00486   0.16946
 190   0.47619   0.14904  -0.01040   0.15945
 191   0.47870   0.13345  -0.01595   0.14940
 192   0.48120   0.11783  -0.02148   0.13931
 193   0.48371   0.10218  -0.02701   0.12919
 194   0.48622   0.08650  -0.03253   0.11904
 195   0.48872   0.07081  -0.03805   0.10886
 196   0.49123   0.05509  -0.04356   0.09865
 197   0.49373   0.03936  -0.04905   0.08841
 198   0.49624   0.02362  -0.05453   0.07816
 199   0.49875   0.00788  -0.06001   0.06788
 200   0.50125  -0.00787  -0.06546   0.05759
 201   0.50376  -0.02362  -0.07090   0.04728
 202   0.50627  -0.03935  -0.07632   0.03696
 203   0.50877  -0.05508  -0.08172   0.02664
 204   0.51128  -0.07080  -0.08710   0.01630
 205   0.51378  -0.08650  -0.09246   0.00597
 206   0.51629  -0.10217  -0.09780   0.00437
 207   0.51880  -0.11783  -0.10311   0.01471
 208   0.52130  -0.13345  -0.10840   0.02505
 209   0.52381  -0.14904  -0.11366   0.03537
 210   0.52632  -0.16459  -0.11889   0.04569
 211   0.52882  -0.18010  -0.12410   0.05600
 212   0.53133  -0.19557  -0.12927   0.06630
 213   0.53383  -0.21099  -0.13441   0.07657
 214   0.53634  -0.22635  -0.13952   0.08683
 215   0.53885  -0.24166  -0.14459   0.09707
 216   0.54135  -0.25691  -0.14963   0.10728
 217   0.54386  -0.27210  -0.15463   0.11747
 218   0.54637  -0.28721  -0.15959   0.12763
 219   0.54887  -0.30226  -0.16451   0.13775
 220   0.55138  -0.31723  -0.16939   0.14785
 221   0.55388  -0.33213  -0.17423   0.15790
 222   0.55639  -0.34694  -0.17902   0.16792
 223   0.55890  -0.36167  -0.18377   0.17789
 224   0.56140  -0.37630  -0.18848   0.18782
 225   0.56391  -0.39084  -0.19314   0.19771
 226   0.56642  -0.40529  -0.19775   0.20754
 227   0.56892  -0.41963  -0.20231   0.21732
 228   0.57143  -0.43387  -0.20682   0.22705
 229   0.57393  -0.44801  -0.21128   0.23673
 230   0.57644  -0.46203  -0.21569   0.24634
 231   0.57895  -0.47594  -0.22004   0.25589
 232   0.58145  -0.48973  -0.22434   0.26538
 233   0.58396  -0.50340  -0.22859   0.27481
 234   0.58647  -0.51694  -0.23277   0.28416
 235   0.58897  -0.53035  -0.23691   0.29345
 236   0.59148  -0.54364  -0.24098   0.30266
 237   0.59398  -0.55679  -0.24499   0.31180
 238   0.59649  -0.56980  -0.24894   0.32086
 239   0.59900  -0.58267  -0.25283   0.32984
 240   0.60150  -0.59539  -0.25665   0.33874
 241   0.60401  -0.60797  -0.26042   0.34755
 242   0.60652  -0.62040  -0.26411   0.35628
 243   0.60902  -0.63267  -0.26775   0.36492
 244   0.61153  -0.64478  -0.27131   0.37347
 245   0.61404  -0.65674  -0.27481   0.38193
 246   0.61654  -0.66853  -0.27824   0.39029
 247   0.61905  -0.68016  -0.28160   0.39856
 248   0.62155  -0.69162  -0.28489   0.40673
 249   0.62406  -0.70291  -0.28812   0.41479
 250   0.62657  -0.71402  -0.29126   0.42276
 251   0.62907  -0.72496  -0.29434   0.43061
 252   0.63158  -0.73571  -0.29735   0.43837
 253   0.63409  -0.74629  -0.30028   0.44601
 254   0.63659  -0.75668  -0.30313   0.45354
 255   0.63910  -0.76688  -0.30591   0.46096
 256   0.64160  -0.77689  -0.30862   0.46827
 257   0.64411  -0.78671  -0.31125   0.47546
 258   0.64662  -0.79633  -0.31380   0.48253
 259   0.64912  -0.80575  -0.31627   0.48948
 260   0.65163  -0.81498  -0.31867   0.49631
 261   0.65414  -0.82400  -0.32098   0.50302
 262   0.65664  -0.83282  -0.32322   0.50960
 263   0.65915  -0.84144  -0.32538   0.51606
 264   0.66165  -0.84984  -0.32745   0.52239
 265   0.66416  -0.85803  -0.32945   0.52859
 266   0.66667  -0.86602  -0.33136   0.53466
 267   0.66917  -0.87378  -0.33319   0.54059
 268   0.67168  -0.88133  -0.33494   0.54639
 269   0.67419  -0.88866  -0.33660   0.55206
 270   0.67669  -0.89577  -0.33819   0.55759
 271   0.67920  -0.90266  -0.33968   0.56298
 272   0.68170  -0.90933  -0.34110   0.56823
 273   0.68421  -0.91576  -0.34243   0.57334
 274   0.68672  -0.92198  -0.34367   0.57831
 275   0.68922  -0.92796  -0.34483   0.58313
 276   0.69173  -0.93371  -0.34590   0.58781
 277   0.69424  -0.93924  -0.34689   0.59235
 278   0.69674  -0.94452  -0.34779   0.59673
 279   0.69925  -0.94958  -0.34860   0.60097
 280   0.70175  -0.95440  -0.34933   0.60506
 281   0.70426  -0.95898  -0.34998   0.60901
 282   0.70677  -0.96333  -0.35053   0.61279
 283   0.70927  -0.96743  -0.35100   0.61643
 284   0.71178  -0.97130  -0.35138   0.61992
 285   0.71429  -0.97492  -0.35167   0.62325
 286   0.71679  -0.97831  -0.35188   0.62643
 287   0.71930  -0.98145  -0.35200   0.62945
 288   0.72180  -0.98434  -0.35203   0.63231
 289   0.72431  -0.98700  -0.35198   0.63502
 290   0.72682  -0.98941  -0.35184   0.63757
 291   0.72932  -0.99157  -0.35161   0.63996
 292   0.73183  -0.99349  -0.35129   0.64220
 293   0.73434  -0.99516  -0.35089   0.64427
 294   0.73684  -0.99658  -0.35039   0.64619
 295   0.73935  -0.99776  -0.34982   0.64794
 296   0.74185  -0.99869  -0.34915   0.64954
 297   0.74436  -0.99937  -0.34840   0.65097
 298   0.74687  -0.99981  -0.34756   0.65224
 299   0.74937  -0.99999  -0.34664   0.65335
 300   0.75188  -0.99993  -0.34563   0.65430
 301   0.75439  -0.99962  -0.34454   0.65508
 302   0.75689  -0.99906  -0.34336   0.65571
 303   0.75940  -0.99826  -0.34209   0.65617
 304   0.76190  -0.99721  -0.34074   0.65647
 305   0.76441  -0.99591  -0.33930   0.65660
 306   0.76692  -0.99436  -0.33778   0.65657
 307   0.76942  -0.99257  -0.33618   0.65638
 308   0.77193  -0.99053  -0.33450   0.65603
 309   0.77444  -0.98824  -0.33273   0.65551
 310   0.77694  -0.98571  -0.33087   0.65484
 311   0.77945  -0.98294  -0.32894   0.65400
 312   0.78195  -0.97992  -0.32693   0.65299
 313   0.78446  -0.97666  -0.32483   0.65183
 314   0.78697  -0.97315  -0.32265   0.65050
 315   0.78947  -0.96941  -0.32040   0.64901
 316   0.79198  -0.96542  -0.31806   0.64736
 317   0.79449  -0.96120  -0.31564   0.64556
 318   0.79699  -0.95674  -0.31315   0.64359
 319   0.79950  -0.95204  -0.31058   0.64146
 320   0.80200  -0.94710  -0.30793   0.63917
 321   0.80451  -0.94193  -0.30521   0.63672
 322   0.80702  -0.93652  -0.30241   0.63412
 323   0.80952  -0.93089  -0.29953   0.63136
 324   0.81203  -0.92502  -0.29658   0.62844
 325   0.81454  -0.91892  -0.29356   0.62536
 326   0.81704  -0.91260  -0.29046   0.62214
 327   0.81955  -0.90605  -0.28729   0.61875
 328   0.82206  -0.89927  -0.28405   0.61521
 329   0.82456  -0.89227  -0.28075   0.61153
 330   0.82707  -0.88505  -0.27737   0.60768
 331   0.82957  -0.87761  -0.27392   0.60369
 332   0.83208  -0.86995  -0.27040   0.59955
 333   0.83459  -0.86208  -0.26682   0.59526
 334   0.83709  -0.85399  -0.26317   0.59082
 335   0.83960  -0.84570  -0.25946   0.58624
 336   0.84211  -0.83719  -0.25568   0.58151
 337   0.84461  -0.82847  -0.25184   0.57664
 338   0.84712  -0.81955  -0.24793   0.57162
 339   0.84962  -0.81043  -0.24397   0.56646
 340   0.85213  -0.80110  -0.23994   0.56116
 341   0.85464  -0.79158  -0.23585   0.55572
 342   0.85714  -0.78186  -0.23171   0.55015
 343   0.85965  -0.77194  -0.22751   0.54444
 344   0.86216  -0.76184  -0.22325   0.53859
 345   0.86466  -0.75154  -0.21893   0.53261
 346   0.86717  -0.74106  -0.21457   0.52649
 347   0.86967  -0.73040  -0.21015   0.52025
 348   0.87218  -0.71955  -0.20567   0.51388
 349   0.87469  -0.70853  -0.20115   0.50738
 350   0.87719  -0.69733  -0.19657   0.50075
 351   0.87970  -0.68595  -0.19195   0.49400
 352   0.88221  -0.67441  -0.18728   0.48713
 353   0.88471  -0.66270  -0.18256   0.48014
 354   0.88722  -0.65083  -0.17780   0.47303
 355   0.88972  -0.63879  -0.17300   0.46580
 356   0.89223  -0.62660  -0.16815   0.45845
 357   0.89474  -0.61425  -0.16326   0.45099
 358   0.89724  -0.60175  -0.15832   0.44342
 359   0.89975  -0.58909  -0.15335   0.43574
 360   0.90226  -0.57630  -0.14834   0.42795
 361   0.90476  -0.56336  -0.14330   0.42006
 362   0.90727  -0.55028  -0.13822   0.41206
 363   0.90977  -0.53706  -0.13310   0.40396
 364   0.91228  -0.52371  -0.12795   0.39576
 365   0.91479  -0.51018  -0.12277   0.38741
 366   0.91729  -0.49663  -0.11756   0.37906
 367   0.91980  -0.48284  -0.11232   0.37052
 368   0.92231  -0.46905  -0.10706   0.36199
 369   0.92481  -0.45503  -0.10176   0.35327
 370   0.92732  -0.44101  -0.09644   0.34456
 371   0.92982  -0.42676  -0.09110   0.33566
 372   0.93233  -0.41253  -0.08573   0.32679
 373   0.93484  -0.39808  -0.08035   0.31773
 374   0.93734  -0.38364  -0.07494   0.30870
 375   0.93985  -0.36899  -0.06952   0.29948
 376   0.94236  -0.35437  -0.06407   0.29030
 377   0.94486  -0.33954  -0.05861   0.28093
 378   0.94737  -0.32475  -0.05314   0.27161
 379   0.94987  -0.30975  -0.04765   0.26210
 380   0.95238  -0.29480  -0.04216   0.25265
 381   0.95489  -0.27966  -0.03665   0.24301
 382   0.95739  -0.26457  -0.03113   0.23344
 383   0.95990  -0.24929  -0.02560   0.22369
 384   0.96241  -0.23407  -0.02007   0.21400
 385   0.96491  -0.21867  -0.01454   0.20414
 386   0.96742  -0.20334  -0.00899   0.19434
 387   0.96992  -0.18784  -0.00345   0.18438
 388   0.97243  -0.17241   0.00209   0.17450
 389   0.97494  -0.15681   0.00763   0.16445
 390   0.97744  -0.14130   0.01318   0.15448
 391   0.97995  -0.12564   0.01871   0.14435
 392   0.98246  -0.11006   0.02425   0.13431
 393   0.98496  -0.09434   0.02977   0.12411
 394   0.98747  -0.07871   0.03529   0.11400
 395   0.98997  -0.06294   0.04080   0.10375
 396   0.99248  -0.04728   0.04631   0.09358
 397   0.99499  -0.03148   0.05180   0.08328
 398   0.99749  -0.01574   0.05727   0.07301
 399   1.00000   0.00001   0.06273   0.06273
 
