 i       X     FEXACT   FI_UPWIND   ERR_UP
 127   0.31830   0.90933   0.49775   0.41158
 128   0.32080   0.90269   0.49214   0.41055
 129   0.32331   0.89577   0.48641   0.40937
 130   0.32581   0.88869   0.48055   0.40814
 131   0.32832   0.88133   0.47458   0.40675
 132   0.33083   0.87381   0.46849   0.40532
 133   0.33333   0.86602   0.46229   0.40373
 134   0.33584   0.85807   0.45597   0.40210
 135   0.33835   0.84984   0.44953   0.40031
 136   0.34085   0.84147   0.44299   0.39849
 137   0.34336   0.83283   0.43633   0.39649
 138   0.34586   0.82404   0.42957   0.39447
 139   0.34837   0.81498   0.42270   0.39228
 140   0.35088   0.80579   0.41573   0.39007
 141   0.35338   0.79633   0.40865   0.38768
 142   0.35589   0.78675   0.40147   0.38528
 143   0.35840   0.77689   0.39419   0.38270
 144   0.36090   0.76692   0.38681   0.38010
 145   0.36341   0.75668   0.37934   0.37734
 146   0.36591   0.74633   0.37178   0.37455
 147   0.36842   0.73572   0.36412   0.37160
 148   0.37093   0.72500   0.35637   0.36863
 149   0.37343   0.71402   0.34853   0.36549
 150   0.37594   0.70296   0.34061   0.36235
 151   0.37845   0.69162   0.33260   0.35902
 152   0.38095   0.68021   0.32451   0.35570
 153   0.38346   0.66854   0.31634   0.35220
 154   0.38596   0.65679   0.30809   0.34870
 155   0.38847   0.64479   0.29976   0.34502
 156   0.39098   0.63272   0.29136   0.34136
 157   0.39348   0.62040   0.28289   0.33751
 158   0.39599   0.60802   0.27435   0.33367
 159   0.39850   0.59540   0.26574   0.32966
 160   0.40100   0.58272   0.25706   0.32566
 161   0.40351   0.56980   0.24832   0.32148
 162   0.40602   0.55684   0.23952   0.31732
 163   0.40852   0.54364   0.23066   0.31298
 164   0.41103   0.53041   0.22174   0.30867
 165   0.41353   0.51694   0.21277   0.30417
 166   0.41604   0.50345   0.20374   0.29971
 167   0.41855   0.48973   0.19467   0.29507
 168   0.42105   0.47600   0.18554   0.29045
 169   0.42356   0.46204   0.17637   0.28566
 170   0.42607   0.44807   0.16716   0.28091
 171   0.42857   0.43388   0.15790   0.27598
 172   0.43108   0.41969   0.14861   0.27109
 173   0.43358   0.40529   0.13927   0.26602
 174   0.43609   0.39090   0.12991   0.26100
 175   0.43860   0.37631   0.12051   0.25580
 176   0.44110   0.36173   0.11108   0.25065
 177   0.44361   0.34695   0.10162   0.24532
 178   0.44612   0.33219   0.09214   0.24005
 179   0.44862   0.31724   0.08264   0.23460
 180   0.45113   0.30227   0.07311   0.22915
 181   0.45363   0.28722   0.06357   0.22365
 182   0.45614   0.27210   0.05401   0.21809
 183   0.45865   0.25692   0.04444   0.21248
 184   0.46115   0.24167   0.03486   0.20681
 185   0.46366   0.22636   0.02527   0.20109
 186   0.46617   0.21099   0.01567   0.19532
 187   0.46867   0.19557   0.00607   0.18951
 188   0.47118   0.18011  -0.00354   0.18364
 189   0.47368   0.16459  -0.01314   0.17773
 190   0.47619   0.14904  -0.02274   0.17178
 191   0.47870   0.13345  -0.03233   0.16579
 192   0.48120   0.11783  -0.04192   0.15975
 193   0.48371   0.10218  -0.05149   0.15367
 194   0.48622   0.08650  -0.06105   0.14756
 195   0.48872   0.07081  -0.07060   0.14141
 196   0.49123   0.05509  -0.08013   0.13522
 197   0.49373   0.03936  -0.08964   0.12900
 198   0.49624   0.02362  -0.09913   0.12275
 199   0.49875   0.00788  -0.10859   0.11647
 200   0.50125  -0.00787  -0.11803   0.11016
 201   0.50376  -0.02362  -0.12743   0.10382
 202   0.50627  -0.03935  -0.13681   0.09746
 203   0.50877  -0.05508  -0.14615   0.09107
 204   0.51128  -0.07080  -0.15546   0.08466
 205   0.51378  -0.08650  -0.16472   0.07822
 206   0.51629  -0.10217  -0.17395   0.07177
 207   0.51880  -0.11783  -0.18313   0.06530
 208   0.52130  -0.13345  -0.19227   0.05882
 209   0.52381  -0.14904  -0.20136   0.05232
 210   0.52632  -0.16459  -0.21040   0.04581
 211   0.52882  -0.18010  -0.21938   0.03928
 212   0.53133  -0.19557  -0.22832   0.03275
 213   0.53383  -0.21099  -0.23719   0.02621
 214   0.53634  -0.22635  -0.24601   0.01966
 215   0.53885  -0.24166  -0.25477   0.01311
 216   0.54135  -0.25691  -0.26346   0.00655
 217   0.54386  -0.27210  -0.27209   0.00001
 218   0.54637  -0.28721  -0.28065   0.00657
 219   0.54887  -0.30226  -0.28914   0.01312
 220   0.55138  -0.31723  -0.29756   0.01968
 221   0.55388  -0.33213  -0.30590   0.02623
 222   0.55639  -0.34694  -0.31417   0.03277
 223   0.55890  -0.36167  -0.32236   0.03930
 224   0.56140  -0.37630  -0.33048   0.04582
 225   0.56391  -0.39084  -0.33851   0.05234
 226   0.56642  -0.40529  -0.34645   0.05884
 227   0.56892  -0.41963  -0.35431   0.06532
 228   0.57143  -0.43387  -0.36208   0.07179
 229   0.57393  -0.44801  -0.36977   0.07824
 230   0.57644  -0.46203  -0.37736   0.08467
 231   0.57895  -0.47594  -0.38485   0.09108
 232   0.58145  -0.48973  -0.39225   0.09747
 233   0.58396  -0.50340  -0.39956   0.10384
 234   0.58647  -0.51694  -0.40676   0.11017
 235   0.58897  -0.53035  -0.41387   0.11649
 236   0.59148  -0.54364  -0.42087   0.12277
 237   0.59398  -0.55679  -0.42777   0.12902
 238   0.59649  -0.56980  -0.43456   0.13524
 239   0.59900  -0.58267  -0.44124   0.14142
 240   0.60150  -0.59539  -0.44782   0.14758
 241   0.60401  -0.60797  -0.45428   0.15369
 242   0.60652  -0.62040  -0.46063   0.15977
 243   0.60902  -0.63267  -0.46687   0.16580
 244   0.61153  -0.64478  -0.47299   0.17180
 245   0.61404  -0.65674  -0.47899   0.17775
 246   0.61654  -0.66853  -0.48487   0.18366
 247   0.61905  -0.68016  -0.49064   0.18952
 248   0.62155  -0.69162  -0.49628   0.19534
 249   0.62406  -0.70291  -0.50180   0.20111
 250   0.62657  -0.71402  -0.50720   0.20682
 251   0.62907  -0.72496  -0.51247   0.21249
 252   0.63158  -0.73571  -0.51761   0.21811
 253   0.63409  -0.74629  -0.52262   0.22366
 254   0.63659  -0.75668  -0.52751   0.22917
 255   0.63910  -0.76688  -0.53226   0.23462
 256   0.64160  -0.77689  -0.53688   0.24001
 257   0.64411  -0.78671  -0.54137   0.24534
 258   0.64662  -0.79633  -0.54572   0.25061
 259   0.64912  -0.80575  -0.54994   0.25581
 260   0.65163  -0.81498  -0.55402   0.26096
 261   0.65414  -0.82400  -0.55797   0.26603
 262   0.65664  -0.83282  -0.56178   0.27105
 263   0.65915  -0.84144  -0.56544   0.27599
 264   0.66165  -0.84984  -0.56897   0.28087
 265   0.66416  -0.85803  -0.57236   0.28568
 266   0.66667  -0.86602  -0.57560   0.29041
 267   0.66917  -0.87378  -0.57870   0.29508
 268   0.67168  -0.88133  -0.58166   0.29967
 269   0.67419  -0.88866  -0.58447   0.30419
 270   0.67669  -0.89577  -0.58714   0.30863
 271   0.67920  -0.90266  -0.58967   0.31300
 272   0.68170  -0.90933  -0.59204   0.31728
 273   0.68421  -0.91576  -0.59427   0.32149
 274   0.68672  -0.92198  -0.59636   0.32562
 275   0.68922  -0.92796  -0.59829   0.32967
 276   0.69173  -0.93371  -0.60008   0.33364
 277   0.69424  -0.93924  -0.60171   0.33752
 278   0.69674  -0.94452  -0.60320   0.34132
 279   0.69925  -0.94958  -0.60454   0.34504
 280   0.70175  -0.95440  -0.60573   0.34867
 281   0.70426  -0.95898  -0.60677   0.35221
 282   0.70677  -0.96333  -0.60766   0.35567
 283   0.70927  -0.96743  -0.60840   0.35904
 284   0.71178  -0.97130  -0.60898   0.36231
 285   0.71429  -0.97492  -0.60942   0.36550
 286   0.71679  -0.97831  -0.60970   0.36860
 287   0.71930  -0.98145  -0.60984   0.37161
 288   0.72180  -0.98434  -0.60982   0.37453
 289   0.72431  -0.98700  -0.60965   0.37735
 290   0.72682  -0.98941  -0.60933   0.38008
 291   0.72932  -0.99157  -0.60886   0.38271
 292   0.73183  -0.99349  -0.60824   0.38525
 293   0.73434  -0.99516  -0.60746   0.38770
 294   0.73684  -0.99658  -0.60654   0.39004
 295   0.73935  -0.99776  -0.60546   0.39230
 296   0.74185  -0.99869  -0.60424   0.39445
 297   0.74436  -0.99937  -0.60286   0.39651
 298   0.74687  -0.99981  -0.60134   0.39846
 299   0.74937  -0.99999  -0.59967   0.40032
 300   0.75188  -0.99993  -0.59785   0.40208
 301   0.75439  -0.99962  -0.59588   0.40374
 302   0.75689  -0.99906  -0.59376   0.40530
 303   0.75940  -0.99826  -0.59149   0.40676
 304   0.76190  -0.99721  -0.58908   0.40812
 305   0.76441  -0.99591  -0.58653   0.40938
 306   0.76692  -0.99436  -0.58382   0.41054
 307   0.76942  -0.99257  -0.58097   0.41159
 308   0.77193  -0.99053  -0.57798   0.41254
 309   0.77444  -0.98824  -0.57485   0.41339
 310   0.77694  -0.98571  -0.57157   0.41414
 311   0.77945  -0.98294  -0.56815   0.41479
 312   0.78195  -0.97992  -0.56459   0.41533
 313   0.78446  -0.97666  -0.56089   0.41577
 314   0.78697  -0.97315  -0.55705   0.41610
 315   0.78947  -0.96941  -0.55307   0.41634
 316   0.79198  -0.96542  -0.54896   0.41647
 317   0.79449  -0.96120  -0.54471   0.41649
 318   0.79699  -0.95674  -0.54032   0.41642
 319   0.79950  -0.95204  -0.53580   0.41624
 320   0.80200  -0.94710  -0.53115   0.41595
 321   0.80451  -0.94193  -0.52636   0.41557
 322   0.80702  -0.93652  -0.52145   0.41508
 323   0.80952  -0.93089  -0.51640   0.41448
 324   0.81203  -0.92502  -0.51123   0.41379
 325   0.81454  -0.91892  -0.50593   0.41299
 326   0.81704  -0.91260  -0.50051   0.41209
 327   0.81955  -0.90605  -0.49496   0.41109
 328   0.82206  -0.89927  -0.48929   0.40998
 329   0.82456  -0.89227  -0.48350   0.40878
 330   0.82707  -0.88505  -0.47758   0.40747
 331   0.82957  -0.87761  -0.47155   0.40606
 332   0.83208  -0.86995  -0.46540   0.40455
 333   0.83459  -0.86208  -0.45914   0.40294
 334   0.83709  -0.85399  -0.45276   0.40123
 335   0.83960  -0.84570  -0.44627   0.39942
 336   0.84211  -0.83719  -0.43967   0.39751
 337   0.84461  -0.82847  -0.43296   0.39551
 338   0.84712  -0.81955  -0.42615   0.39340
 339   0.84962  -0.81043  -0.41923   0.39120
 340   0.85213  -0.80110  -0.41220   0.38890
 341   0.85464  -0.79158  -0.40507   0.38651
 342   0.85714  -0.78186  -0.39784   0.38401
 343   0.85965  -0.77194  -0.39051   0.38143
 344   0.86216  -0.76184  -0.38309   0.37875
 345   0.86466  -0.75154  -0.37557   0.37597
 346   0.86717  -0.74106  -0.36796   0.37310
 347   0.86967  -0.73040  -0.36025   0.37014
 348   0.87218  -0.71955  -0.35246   0.36709
 349   0.87469  -0.70853  -0.34458   0.36395
 350   0.87719  -0.69733  -0.33662   0.36071
 351   0.87970  -0.68595  -0.32857   0.35739
 352   0.88221  -0.67441  -0.32044   0.35398
 353   0.88471  -0.66270  -0.31222   0.35048
 354   0.88722  -0.65083  -0.30394   0.34689
 355   0.88972  -0.63879  -0.29557   0.34322
 356   0.89223  -0.62660  -0.28714   0.33946
 357   0.89474  -0.61425  -0.27863   0.33562
 358   0.89724  -0.60175  -0.27005   0.33169
 359   0.89975  -0.58909  -0.26141   0.32768
 360   0.90226  -0.57630  -0.25270   0.32360
 361   0.90476  -0.56336  -0.24393   0.31943
 362   0.90727  -0.55028  -0.23510   0.31518
 363   0.90977  -0.53706  -0.22621   0.31085
 364   0.91228  -0.52371  -0.21726   0.30645
 365   0.91479  -0.51018  -0.20826   0.30192
 366   0.91729  -0.49663  -0.19921   0.29742
 367   0.91980  -0.48284  -0.19011   0.29273
 368   0.92231  -0.46905  -0.18096   0.28809
 369   0.92481  -0.45503  -0.17177   0.28326
 370   0.92732  -0.44101  -0.16253   0.27847
 371   0.92982  -0.42676  -0.15326   0.27351
 372   0.93233  -0.41253  -0.14394   0.26858
 373   0.93484  -0.39808  -0.13459   0.26348
 374   0.93734  -0.38364  -0.12521   0.25843
 375   0.93985  -0.36899  -0.11580   0.25319
 376   0.94236  -0.35437  -0.10636   0.24801
 377   0.94486  -0.33954  -0.09689   0.24266
 378   0.94737  -0.32475  -0.08739   0.23735
 379   0.94987  -0.30975  -0.07788   0.23188
 380   0.95238  -0.29480  -0.06834   0.22646
 381   0.95489  -0.27966  -0.05879   0.22087
 382   0.95739  -0.26457  -0.04923   0.21534
 383   0.95990  -0.24929  -0.03965   0.20964
 384   0.96241  -0.23407  -0.03006   0.20401
 385   0.96491  -0.21867  -0.02047   0.19820
 386   0.96742  -0.20334  -0.01087   0.19247
 387   0.96992  -0.18784  -0.00126   0.18657
 388   0.97243  -0.17241   0.00834   0.18075
 389   0.97494  -0.15681   0.01794   0.17475
 390   0.97744  -0.14130   0.02754   0.16884
 391   0.97995  -0.12564   0.03713   0.16276
 392   0.98246  -0.11006   0.04671   0.15677
 393   0.98496  -0.09434   0.05628   0.15061
 394   0.98747  -0.07871   0.06583   0.14454
 395   0.98997  -0.06294   0.07537   0.13831
 396   0.99248  -0.04728   0.08489   0.13217
 397   0.99499  -0.03148   0.09439   0.12587
 398   0.99749  -0.01574   0.10386   0.11960
 399   1.00000   0.00001   0.11331   0.11331
 
